,source,target,total,count,source_num,target_num
5281,university college london,houston university,university college london houston university,4,546,362
7533,oceaneering survey services,shell international exploration and production inc.,oceaneering survey services shell international exploration and production inc.,4,151,895
5234,research institute of petroleum exploration and development,institute of mechanics,research institute of petroleum exploration and development institute of mechanics,4,302,173
5215,institute of mechanics,research institute of petroleum exploration and development,institute of mechanics research institute of petroleum exploration and development,4,173,302
5178,research institute of petroleum exploration and development,china university of petroleum (beijing),research institute of petroleum exploration and development china university of petroleum (beijing),4,302,507
7212,department of civil engineering and applied mechanics,state key laboratory of geohazard prevention and geoenvironmental protection,department of civil engineering and applied mechanics state key laboratory of geohazard prevention and geoenvironmental protection,4,557,30
5159,china university of petroleum (beijing),research institute of petroleum exploration and development,china university of petroleum (beijing) research institute of petroleum exploration and development,4,507,302
5152,cstjf total s.a.,stanford university,cstjf total s.a. stanford university,4,217,289
5148,stanford university,cstjf total s.a.,stanford university cstjf total s.a.,4,289,217
5132,universidade federal rural do rio de janeiro,universidade federal de vicosa,universidade federal rural do rio de janeiro universidade federal de vicosa,4,10,746
5130,universidade federal de vicosa,universidade federal rural do rio de janeiro,universidade federal de vicosa universidade federal rural do rio de janeiro,4,746,10
7216,state key laboratory of geohazard prevention and geoenvironmental protection,department of civil engineering and applied mechanics,state key laboratory of geohazard prevention and geoenvironmental protection department of civil engineering and applied mechanics,4,30,557
7346,university of houston,china university of petroleum shandong,university of houston china university of petroleum shandong,4,491,67
7350,china university of petroleum shandong,university of houston,china university of petroleum shandong university of houston,4,67,491
7361,west virginia university,national energy technology laboratory us department of energy,west virginia university national energy technology laboratory us department of energy,4,590,413
7410,national energy technology laboratory us department of energy,west virginia university,national energy technology laboratory us department of energy west virginia university,4,413,590
5092,rural federal university of rio de janeiro,federal university of vicosa,rural federal university of rio de janeiro federal university of vicosa,4,825,719
5088,federal university of vicosa,rural federal university of rio de janeiro,federal university of vicosa rural federal university of rio de janeiro,4,719,825
5014,mississippi state university,mississippi state uni.,mississippi state university mississippi state uni.,4,606,570
5010,mississippi state uni.,mississippi state university,mississippi state uni. mississippi state university,4,570,606
4946,idaho national laboratory,university of wyoming,idaho national laboratory university of wyoming,4,894,638
4942,university of wyoming,idaho national laboratory,university of wyoming idaho national laboratory,4,638,894
4831,the second daqing drilling company,china university of petroleum,the second daqing drilling company china university of petroleum,4,798,663
4830,china university of petroleum,the second daqing drilling company,china university of petroleum the second daqing drilling company,4,663,798
7499,shell international exploration and production inc.,oceaneering survey services,shell international exploration and production inc. oceaneering survey services,4,895,151
4494,geoscience & petroleum engineering,curtin university,geoscience & petroleum engineering curtin university,4,228,251
8650,lkab,itasca consultants ab,lkab itasca consultants ab,4,308,136
2260,ycos,pemex,ycos pemex,4,148,282
2102,novosibirsknipineft llc,tomsknipineft ojsc,novosibirsknipineft llc tomsknipineft ojsc,4,677,678
969,dassault systemes,paradigm,dassault systemes paradigm,4,695,768
3105,china university of geosciences,university of calgary,china university of geosciences university of calgary,4,262,693
147,university college dublin,university of texas at austin,university college dublin university of texas at austin,4,624,524
280,halliburton,shell,halliburton shell,4,614,571
281,shell,halliburton,shell halliburton,4,571,614
1207,kuwait oil company,australian college of kuwait,kuwait oil company australian college of kuwait,4,42,655
1206,australian college of kuwait,kuwait oil company,australian college of kuwait kuwait oil company,4,655,42
3093,university of oklahoma,university of calgary,university of oklahoma university of calgary,4,581,693
3092,university of calgary,china university of geosciences,university of calgary china university of geosciences,4,693,262
3090,university of calgary,university of oklahoma,university of calgary university of oklahoma,4,693,581
30,alberta innovates –technology futures,university of alberta,alberta innovates –technology futures university of alberta,4,256,194
32,university of alberta,alberta innovates –technology futures,university of alberta alberta innovates –technology futures,4,194,256
662,petrochina tarim oilfield co.,jianghan machinery research inst.,petrochina tarim oilfield co. jianghan machinery research inst.,4,253,370
144,university of texas at austin,university college dublin,university of texas at austin university college dublin,4,524,624
2100,tomsknipineft ojsc,novosibirsknipineft llc,tomsknipineft ojsc novosibirsknipineft llc,4,678,677
1853,novatek stc,yargeo,novatek stc yargeo,4,656,266
1814,yargeo,novatek stc,yargeo novatek stc,4,266,656
918,u. of oklahoma,u. of houston,u. of oklahoma u. of houston,4,671,541
2929,ifp energies nouvelles rueil-malmasion,abu dhabi gas development co ltd. al hosn gas,ifp energies nouvelles rueil-malmasion abu dhabi gas development co ltd. al hosn gas,4,157,320
920,u. of houston,u. of oklahoma,u. of houston u. of oklahoma,4,541,671
318,china university of petroleum beijing,university of louisiana at lafayette,china university of petroleum beijing university of louisiana at lafayette,4,222,576
322,university of louisiana at lafayette,china university of petroleum beijing,university of louisiana at lafayette china university of petroleum beijing,4,576,222
938,university of oklahoma,university of texas permian basin,university of oklahoma university of texas permian basin,4,581,643
942,university of texas permian basin,university of oklahoma,university of texas permian basin university of oklahoma,4,643,581
682,jianghan machinery research inst.,petrochina tarim oilfield co.,jianghan machinery research inst. petrochina tarim oilfield co.,4,370,253
968,paradigm,dassault systemes,paradigm dassault systemes,4,768,695
2721,ppz,icofc,ppz icofc,4,468,705
644,schlumberger,jx nippon oil & gas exploration deepwater sabah limited,schlumberger jx nippon oil & gas exploration deepwater sabah limited,4,272,704
1730,ntc nis-naftagas,gazpromneft stc,ntc nis-naftagas gazpromneft stc,4,108,352
2268,al hosn gas,baker hughes a ge company,al hosn gas baker hughes a ge company,4,226,6
2922,university of oslo,ifp energies nouvelles rueil-malmasion,university of oslo ifp energies nouvelles rueil-malmasion,4,691,157
2944,abu dhabi gas development co ltd. al hosn gas,ifp energies nouvelles rueil-malmasion,abu dhabi gas development co ltd. al hosn gas ifp energies nouvelles rueil-malmasion,4,320,157
2943,abu dhabi gas development co ltd. al hosn gas,university of oslo,abu dhabi gas development co ltd. al hosn gas university of oslo,4,320,691
2246,georeservoir research,pemex,georeservoir research pemex,4,62,282
650,jx nippon oil & gas exploration deepwater sabah limited,schlumberger,jx nippon oil & gas exploration deepwater sabah limited schlumberger,4,704,272
502,rosneft vietnam,baker hughes a ge company,rosneft vietnam baker hughes a ge company,4,140,6
2711,icofc,ppz,icofc ppz,4,705,468
498,baker hughes a ge company,rosneft vietnam,baker hughes a ge company rosneft vietnam,4,6,140
2251,pemex,georeservoir research,pemex georeservoir research,4,282,62
2264,baker hughes a ge company,al hosn gas,baker hughes a ge company al hosn gas,4,6,226
2252,pemex,ycos,pemex ycos,4,282,148
2925,university of oslo,abu dhabi gas development co ltd. al hosn gas,university of oslo abu dhabi gas development co ltd. al hosn gas,4,691,320
2927,ifp energies nouvelles rueil-malmasion,university of oslo,ifp energies nouvelles rueil-malmasion university of oslo,4,157,691
1728,gazpromneft stc,ntc nis-naftagas,gazpromneft stc ntc nis-naftagas,4,352,108
346,china university of petroleum beijing,cnooc research institute,china university of petroleum beijing cnooc research institute,3,222,429
340,university of texas at austin,cnooc research institute,university of texas at austin cnooc research institute,3,524,429
6842,tufts university,massachusetts institute of technology,tufts university massachusetts institute of technology,3,104,146
4273,energy & geoscience institute at the university of utah,southwest petroleum university,energy & geoscience institute at the university of utah southwest petroleum university,3,586,752
2461,badley ashton and associates ltd.,kadoc,badley ashton and associates ltd. kadoc,3,496,19
4394,yamaguchi university,ehime university,yamaguchi university ehime university,3,552,77
4398,ehime university,yamaguchi university,ehime university yamaguchi university,3,77,552
4284,university of pittsburgh,schlumberger-doll research center,university of pittsburgh schlumberger-doll research center,3,787,781
4343,idemitsu kosan,texas a&m university,idemitsu kosan texas a&m university,3,407,279
4340,texas a&m university,idemitsu kosan,texas a&m university idemitsu kosan,3,279,407
6938,oak ridge institute for science and education,national energy technology laboratory,oak ridge institute for science and education national energy technology laboratory,3,750,475
6941,national energy technology laboratory,oak ridge institute for science and education,national energy technology laboratory oak ridge institute for science and education,3,475,750
4356,simon fraser university,diavik diamond mines inc.,simon fraser university diavik diamond mines inc.,3,440,409
2452,kadoc,badley ashton and associates ltd.,kadoc badley ashton and associates ltd.,3,19,496
6947,sandia national laboratories,university of new mexico,sandia national laboratories university of new mexico,3,149,901
6950,univserity of new mexico,sandia naitonal laboratory,univserity of new mexico sandia naitonal laboratory,3,604,603
4371,diavik diamond mines inc.,simon fraser university,diavik diamond mines inc. simon fraser university,3,409,440
6953,sandia naitonal laboratory,univserity of new mexico,sandia naitonal laboratory univserity of new mexico,3,603,604
4294,schlumberger dhahran carbonate research,university of pittsburgh,schlumberger dhahran carbonate research university of pittsburgh,3,709,787
6863,institute of geophysics,institute of geology,institute of geophysics institute of geology,3,476,166
4290,schlumberger-doll research center,university of pittsburgh,schlumberger-doll research center university of pittsburgh,3,781,787
6860,institute of geology,institute of geophysics,institute of geology institute of geophysics,3,166,476
4285,university of pittsburgh,schlumberger dhahran carbonate research,university of pittsburgh schlumberger dhahran carbonate research,3,787,709
6944,university of new mexico,sandia national laboratories,university of new mexico sandia national laboratories,3,901,149
3170,baker hughes a ge company,ccdc chuanxi drilling company,baker hughes a ge company ccdc chuanxi drilling company,3,6,791
4270,southwest petroleum university,energy & geoscience institute at the university of utah,southwest petroleum university energy & geoscience institute at the university of utah,3,752,586
7313,sinopec petroleum exploration and production research institute,china university of petroleum–beijing,sinopec petroleum exploration and production research institute china university of petroleum–beijing,3,739,602
252,southwest petroleum university and state key laboratory of oil and gas reservoir geology and exploitation,university of utah,southwest petroleum university and state key laboratory of oil and gas reservoir geology and exploitation university of utah,3,85,9
251,southwest petroleum university and state key laboratory of oil and gas reservoir geology and exploitation,china university of petroleum (east china) and university of utah,southwest petroleum university and state key laboratory of oil and gas reservoir geology and exploitation china university of petroleum (east china) and university of utah,3,85,385
250,southwest petroleum university and state key laboratory of oil and gas reservoir geology and exploitation,petrochina,southwest petroleum university and state key laboratory of oil and gas reservoir geology and exploitation petrochina,3,85,870
4148,university of tehran and npc co.,mapsa co. and npc co.,university of tehran and npc co. mapsa co. and npc co.,3,435,271
7284,petroleum exploration and production research institute and china university of petroleum - beijing,sinopec petroleum exploration and production research institute,petroleum exploration and production research institute and china university of petroleum - beijing sinopec petroleum exploration and production research institute,3,649,739
7288,sinopec petroleum exploration and production research institute,petroleum exploration and production research institute and china university of petroleum - beijing,sinopec petroleum exploration and production research institute petroleum exploration and production research institute and china university of petroleum - beijing,3,739,649
7289,sinopec petroleum exploration and production research institute,china university of petroleum - beijing,sinopec petroleum exploration and production research institute china university of petroleum - beijing,3,739,174
7295,china university of petroleum - beijing,sinopec petroleum exploration and production research institute,china university of petroleum - beijing sinopec petroleum exploration and production research institute,3,174,739
7308,sinopec petroleum exploration and production research institute and china university of petroleum–beijing,sinopec petroleum exploration and production research institute,sinopec petroleum exploration and production research institute and china university of petroleum–beijing sinopec petroleum exploration and production research institute,3,857,739
7312,sinopec petroleum exploration and production research institute,sinopec petroleum exploration and production research institute and china university of petroleum–beijing,sinopec petroleum exploration and production research institute sinopec petroleum exploration and production research institute and china university of petroleum–beijing,3,739,857
7319,china university of petroleum–beijing,sinopec petroleum exploration and production research institute,china university of petroleum–beijing sinopec petroleum exploration and production research institute,3,602,739
264,china university of petroleum (east china) and university of utah,southwest petroleum university and state key laboratory of oil and gas reservoir geology and exploitation,china university of petroleum (east china) and university of utah southwest petroleum university and state key laboratory of oil and gas reservoir geology and exploitation,3,385,85
226,china university of petroleum beijing,colorado school of mines,china university of petroleum beijing colorado school of mines,3,222,288
224,colorado school of mines,china university of petroleum beijing,colorado school of mines china university of petroleum beijing,3,288,222
4103,arup lendal arches,university of leeds,arup lendal arches university of leeds,3,424,876
7390,schlumberger,national energy technology laboratory us department of energy,schlumberger national energy technology laboratory us department of energy,3,272,413
4088,university of leeds,arup lendal arches,university of leeds arup lendal arches,3,876,424
7414,national energy technology laboratory us department of energy,schlumberger,national energy technology laboratory us department of energy schlumberger,3,413,272
7417,national energy technology laboratory us department of energy,northeast natural energy llc,national energy technology laboratory us department of energy northeast natural energy llc,3,413,727
2754,expec-advanced research center saudi aramco,colorado school of mines golden colorado 80401,expec-advanced research center saudi aramco colorado school of mines golden colorado 80401,3,138,728
7427,northeast natural energy llc,national energy technology laboratory us department of energy,northeast natural energy llc national energy technology laboratory us department of energy,3,727,413
2755,colorado school of mines golden colorado 80401,expec-advanced research center saudi aramco,colorado school of mines golden colorado 80401 expec-advanced research center saudi aramco,3,728,138
259,petrochina,southwest petroleum university and state key laboratory of oil and gas reservoir geology and exploitation,petrochina southwest petroleum university and state key laboratory of oil and gas reservoir geology and exploitation,3,870,85
269,university of utah,southwest petroleum university and state key laboratory of oil and gas reservoir geology and exploitation,university of utah southwest petroleum university and state key laboratory of oil and gas reservoir geology and exploitation,3,9,85
329,cnooc research institute,china university of petroleum beijing,cnooc research institute china university of petroleum beijing,3,429,222
7078,new england research,omv exploration & production gmbh,new england research omv exploration & production gmbh,3,2,465
7008,swiss federal institute of technology,lawrence berkeley national laboratory,swiss federal institute of technology lawrence berkeley national laboratory,3,856,673
7010,lawrence berkeley national laboratory,swiss federal institute of technology,lawrence berkeley national laboratory swiss federal institute of technology,3,673,856
328,cnooc research institute,university of texas at austin,cnooc research institute university of texas at austin,3,429,524
4254,curtin university,school of mining engineering,curtin university school of mining engineering,3,251,737
4245,school of mining engineering,curtin university,school of mining engineering curtin university,3,737,251
4244,school of mining engineering,school of petroleum engineering,school of mining engineering school of petroleum engineering,3,737,883
4241,dominion diamond ekati corporation,golder associates ltd.,dominion diamond ekati corporation golder associates ltd.,3,239,526
4238,golder associates ltd.,dominion diamond ekati corporation,golder associates ltd. dominion diamond ekati corporation,3,526,239
7068,sichuan university,university of pittsburgh,sichuan university university of pittsburgh,3,519,787
7069,university of pittsburgh,sichuan university,university of pittsburgh sichuan university,3,787,519
7081,omv exploration & production gmbh,new england research,omv exploration & production gmbh new england research,3,465,2
4161,university of waterloo,mapsa co. and npc co.,university of waterloo mapsa co. and npc co.,3,291,271
299,university of adelaide,state key laboratory of oil and gas reservoir geology and exploitation southwest petroleum university,university of adelaide state key laboratory of oil and gas reservoir geology and exploitation southwest petroleum university,3,568,69
296,state key laboratory of oil and gas reservoir geology and exploitation southwest petroleum university,university of adelaide,state key laboratory of oil and gas reservoir geology and exploitation southwest petroleum university university of adelaide,3,69,568
275,curistec,bp,curistec bp,3,38,872
274,bp,curistec,bp curistec,3,872,38
4181,mapsa co. and npc co.,pogc,mapsa co. and npc co. pogc,3,271,382
4179,mapsa co. and npc co.,university of waterloo,mapsa co. and npc co. university of waterloo,3,271,291
7126,tetra tech canada inc.,teck coal limited,tetra tech canada inc. teck coal limited,3,353,512
4177,mapsa co. and npc co.,university of tehran and npc co.,mapsa co. and npc co. university of tehran and npc co.,3,271,435
4174,pogc,mapsa co. and npc co.,pogc mapsa co. and npc co.,3,382,271
7129,teck coal limited,tetra tech canada inc.,teck coal limited tetra tech canada inc.,3,512,353
4250,school of petroleum engineering,school of mining engineering,school of petroleum engineering school of mining engineering,3,883,737
4572,chonbuk national university,hokkaido university,chonbuk national university hokkaido university,3,71,481
4429,china national petroleum offshore engineering drilling division,tianjin branch of cnooc ltd.,china national petroleum offshore engineering drilling division tianjin branch of cnooc ltd.,3,622,626
5566,golder associates,sandia national laboratories,golder associates sandia national laboratories,3,94,149
5587,china guodian dadu river hydropower development co. ltd.,sichuan university,china guodian dadu river hydropower development co. ltd. sichuan university,3,229,519
5626,cnpc drilling research institute,china's oil and gas exploration and development company,cnpc drilling research institute china's oil and gas exploration and development company,3,689,585
5627,cnpc drilling research institute,china university of petroleum-beijing,cnpc drilling research institute china university of petroleum-beijing,3,689,434
5632,china's oil and gas exploration and development company,cnpc drilling research institute,china's oil and gas exploration and development company cnpc drilling research institute,3,585,689
5636,china university of petroleum-beijing,cnpc drilling research institute,china university of petroleum-beijing cnpc drilling research institute,3,434,689
4973,university of texas at austin,china university of petroleum,university of texas at austin china university of petroleum,3,524,663
4970,china university of petroleum,university of texas at austin,china university of petroleum university of texas at austin,3,663,524
4937,schlumberger-doll research,csiro clayton,schlumberger-doll research csiro clayton,3,243,757
5737,university of houston,university of illinois at chicago,university of houston university of illinois at chicago,3,491,828
5741,shell international exploration and production inc.,university of illinois at chicago,shell international exploration and production inc. university of illinois at chicago,3,895,828
4932,schlumberger moscow research,csiro clayton,schlumberger moscow research csiro clayton,3,854,757
5744,university of illinois at chicago,university of houston,university of illinois at chicago university of houston,3,828,491
5745,university of illinois at chicago,shell international exploration and production inc.,university of illinois at chicago shell international exploration and production inc.,3,828,895
4927,sct operations pty ltd,csiro clayton,sct operations pty ltd csiro clayton,3,443,757
4920,csiro clayton,schlumberger-doll research,csiro clayton schlumberger-doll research,3,757,243
4919,csiro clayton,schlumberger moscow research,csiro clayton schlumberger moscow research,3,757,854
4918,csiro clayton,sct operations pty ltd,csiro clayton sct operations pty ltd,3,757,443
1127,marathon oil company,colorado school of mines,marathon oil company colorado school of mines,3,70,288
1124,colorado school of mines,marathon oil company,colorado school of mines marathon oil company,3,288,70
5584,sichuan university,china guodian dadu river hydropower development co. ltd.,sichuan university china guodian dadu river hydropower development co. ltd.,3,519,229
5561,sandia national laboratories,golder associates,sandia national laboratories golder associates,3,149,94
6840,massachusetts institute of technology,tufts university,massachusetts institute of technology tufts university,3,146,104
3171,baker hughes a ge company,cnpc chuanqing drilling engineering company limited,baker hughes a ge company cnpc chuanqing drilling engineering company limited,3,6,68
5212,institute of mechanics,china university of petroleum (east china),institute of mechanics china university of petroleum (east china),3,173,190
5260,texas a&m university,china university of petroleum,texas a&m university china university of petroleum,3,279,663
5261,china university of petroleum,texas a&m university,china university of petroleum texas a&m university,3,663,279
1344,university of kansas,aera energy,university of kansas aera energy,3,329,441
5298,univ. of california,tongji univ.,univ. of california tongji univ.,3,375,871
5299,tongji univ.,univ. of california,tongji univ. univ. of california,3,871,375
5308,northwestern university,los alamos national laboratory,northwestern university los alamos national laboratory,3,275,150
5310,los alamos national laboratory,northwestern university,los alamos national laboratory northwestern university,3,150,275
5330,csiro energy,university of houston,csiro energy university of houston,3,326,491
5332,csiro energy,aramco services,csiro energy aramco services,3,326,436
5163,china university of petroleum (east china),china university of petroleum (beijing),china university of petroleum (east china) china university of petroleum (beijing),3,190,507
5336,university of houston,csiro energy,university of houston csiro energy,3,491,326
5156,china university of petroleum (beijing),china university of petroleum (east china),china university of petroleum (beijing) china university of petroleum (east china),3,507,190
5346,aramco services,csiro energy,aramco services csiro energy,3,436,326
1337,aera energy,university of kansas,aera energy university of kansas,3,441,329
5386,laboratory of mechanics of lille,universite de lorraine,laboratory of mechanics of lille universite de lorraine,3,846,685
5389,universite de lorraine,laboratory of mechanics of lille,universite de lorraine laboratory of mechanics of lille,3,685,846
5108,golder associates inc.,idaho national laboratory,golder associates inc. idaho national laboratory,3,296,894
5096,idaho national laboratory,golder associates inc.,idaho national laboratory golder associates inc.,3,894,296
4822,los alamos national laboratory,pennsylvania state university,los alamos national laboratory pennsylvania state university,3,150,32
4817,tsinghua university pennsylvania state university,pennsylvania state university,tsinghua university pennsylvania state university pennsylvania state university,3,725,32
4809,univ. grenoble alpes,pennsylvania state university,univ. grenoble alpes pennsylvania state university,3,321,32
4808,pennsylvania state university,los alamos national laboratory,pennsylvania state university los alamos national laboratory,3,32,150
6540,idaho national laboratory,south dakota school of mines and technology,idaho national laboratory south dakota school of mines and technology,3,894,3
6541,idaho national laboratory,golder associates,idaho national laboratory golder associates,3,894,94
6544,idaho national laboratory,pacific northwest national laboratory,idaho national laboratory pacific northwest national laboratory,3,894,686
6545,idaho national laboratory,stanford university,idaho national laboratory stanford university,3,894,289
6550,idaho national laboratory,sanford underground research facility,idaho national laboratory sanford underground research facility,3,894,763
6631,pacific northwest national laboratory,idaho national laboratory,pacific northwest national laboratory idaho national laboratory,3,686,894
4615,carl zeiss microscopy,stanford university,carl zeiss microscopy stanford university,3,715,289
4612,stanford university,carl zeiss microscopy,stanford university carl zeiss microscopy,3,289,715
6662,stanford university,idaho national laboratory,stanford university idaho national laboratory,3,289,894
4582,kigam,chonbuk national university,kigam chonbuk national university,3,830,71
4578,hokkaido university,chonbuk national university,hokkaido university chonbuk national university,3,481,71
4573,chonbuk national university,kigam,chonbuk national university kigam,3,71,830
4064,southwest petroleum university,csiro energy,southwest petroleum university csiro energy,3,752,326
2224,islamic azad university,iranian offshore oil company,islamic azad university iranian offshore oil company,3,389,749
2228,iranian offshore oil company,islamic azad university,iranian offshore oil company islamic azad university,3,749,389
2229,iranian offshore oil company,university of alberta,iranian offshore oil company university of alberta,3,749,194
2233,university of alberta,iranian offshore oil company,university of alberta iranian offshore oil company,3,194,749
6813,sanford underground research facility,idaho national laboratory,sanford underground research facility idaho national laboratory,3,763,894
4447,tianjin branch of cnooc ltd.,china national petroleum offshore engineering drilling division,tianjin branch of cnooc ltd. china national petroleum offshore engineering drilling division,3,626,622
824,pt. pertamina drilling services indonesia,pt. pertamina geothermal energy,pt. pertamina drilling services indonesia pt. pertamina geothermal energy,3,850,188
4674,southwest petroleum university,manage center of oil and gas exploration of sinopec shengli oilfield company,southwest petroleum university manage center of oil and gas exploration of sinopec shengli oilfield company,3,752,130
4675,southwest petroleum university,wuhan university,southwest petroleum university wuhan university,3,752,379
1013,chevron energy technology company,chevron u.s.a. inc.,chevron energy technology company chevron u.s.a. inc.,3,358,180
4807,pennsylvania state university,tsinghua university pennsylvania state university,pennsylvania state university tsinghua university pennsylvania state university,3,32,725
4806,pennsylvania state university,univ. grenoble alpes,pennsylvania state university univ. grenoble alpes,3,32,321
4802,center for mineral technology (cetem),federal university of rio de janeiro (ufrj),center for mineral technology (cetem) federal university of rio de janeiro (ufrj),3,76,297
4798,petrobras research center (cenpes),federal university of rio de janeiro (ufrj),petrobras research center (cenpes) federal university of rio de janeiro (ufrj),3,714,297
4793,federal university of rio de janeiro (ufrj),center for mineral technology (cetem),federal university of rio de janeiro (ufrj) center for mineral technology (cetem),3,297,76
4792,federal university of rio de janeiro (ufrj),petrobras research center (cenpes),federal university of rio de janeiro (ufrj) petrobras research center (cenpes),3,297,714
1019,geonumerical solutions,baker hughes,geonumerical solutions baker hughes,3,212,439
1016,baker hughes,geonumerical solutions,baker hughes geonumerical solutions,3,439,212
6006,university of north dakota,sigma cubed inc.,university of north dakota sigma cubed inc.,3,414,790
4680,manage center of oil and gas exploration of sinopec shengli oilfield company,southwest petroleum university,manage center of oil and gas exploration of sinopec shengli oilfield company southwest petroleum university,3,130,752
6009,sigma cubed inc.,university of north dakota,sigma cubed inc. university of north dakota,3,790,414
1010,chevron u.s.a. inc.,chevron energy technology company,chevron u.s.a. inc. chevron energy technology company,3,180,358
965,baker hughes international,kuwait oil company,baker hughes international kuwait oil company,3,506,42
962,kuwait oil company,baker hughes international,kuwait oil company baker hughes international,3,42,506
827,pt. pertamina geothermal energy,pt. pertamina drilling services indonesia,pt. pertamina geothermal energy pt. pertamina drilling services indonesia,3,188,850
6421,south dakota school of mines and technology,idaho national laboratory,south dakota school of mines and technology idaho national laboratory,3,3,894
6452,golder associates,idaho national laboratory,golder associates idaho national laboratory,3,94,894
4684,wuhan university,southwest petroleum university,wuhan university southwest petroleum university,3,379,752
4067,csiro energy,southwest petroleum university,csiro energy southwest petroleum university,3,326,752
5219,china university of petroleum (east china),institute of mechanics,china university of petroleum (east china) institute of mechanics,3,190,173
95,university of california berkeley,saudi aramco,university of california berkeley saudi aramco,3,354,617
8330,university of calgary,cnooc ltd.-shanghai,university of calgary cnooc ltd.-shanghai,3,693,238
7569,agt,mp geomechanics,agt mp geomechanics,3,201,5
3979,schlumberger,zhaikmunai llp,schlumberger zhaikmunai llp,3,272,402
3554,montanuniversitat leoben,oil center research intl.,montanuniversitat leoben oil center research intl.,3,202,135
3555,montanuniversitat leoben,university of north dakota,montanuniversitat leoben university of north dakota,3,202,414
3983,,zhaikmunai llp, zhaikmunai llp,3,0,402
3986,zhaikmunai llp,schlumberger,zhaikmunai llp schlumberger,3,402,272
3558,oil center research intl.,montanuniversitat leoben,oil center research intl. montanuniversitat leoben,3,135,202
3987,zhaikmunai llp,,zhaikmunai llp ,3,402,0
3562,university of north dakota,montanuniversitat leoben,university of north dakota montanuniversitat leoben,3,414,202
45,university of tulsa,university of texas at austin,university of tulsa university of texas at austin,3,40,524
2766,schlumberger beijing,schlumberger abu dhabi,schlumberger beijing schlumberger abu dhabi,3,865,399
2761,petrochina zhejiang oilfield,schlumberger abu dhabi,petrochina zhejiang oilfield schlumberger abu dhabi,3,63,399
4004,university of louisiana at lafayette,university of petroleum china beijing,university of louisiana at lafayette university of petroleum china beijing,3,576,744
4005,university of louisiana at lafayette,southwest petroleum university,university of louisiana at lafayette southwest petroleum university,3,576,752
4006,university of petroleum china beijing,university of louisiana at lafayette,university of petroleum china beijing university of louisiana at lafayette,3,744,576
4014,southwest petroleum university,university of louisiana at lafayette,southwest petroleum university university of louisiana at lafayette,3,752,576
8328,university of calgary,university of regina,university of calgary university of regina,3,693,804
87,saudi aramco,university of oklahoma,saudi aramco university of oklahoma,3,617,581
156,rwth aachen universiy (now with map–microstructure and pores gmbh),rwth aachen universiy,rwth aachen universiy (now with map–microstructure and pores gmbh) rwth aachen universiy,3,684,286
8600,ecopetrol,universidad de america bogota,ecopetrol universidad de america bogota,3,452,794
43,university of texas at austin,university of tulsa,university of texas at austin university of tulsa,3,524,40
78,university of oklahoma,university of california berkeley,university of oklahoma university of california berkeley,3,581,354
3052,chevron nigeria limited,department of geology and petroleum geology university of aberdeen,chevron nigeria limited department of geology and petroleum geology university of aberdeen,3,331,126
8474,center for geodynamic safety,chinakal institute of mining,center for geodynamic safety chinakal institute of mining,3,365,278
2867,kaust,the university of texas at austin,kaust the university of texas at austin,3,827,24
2866,kaust,king abdullah university of science & technology,kaust king abdullah university of science & technology,3,827,406
2862,king abdullah university of science & technology,kaust,king abdullah university of science & technology kaust,3,406,827
3475,halliburton.,sonatrach,halliburton. sonatrach,3,730,497
2773,schlumberger abu dhabi,schlumberger beijing,schlumberger abu dhabi schlumberger beijing,3,399,865
2772,schlumberger abu dhabi,petrochina zhejiang oilfield,schlumberger abu dhabi petrochina zhejiang oilfield,3,399,63
8470,institute for geomechanics and surveying - interbranch research center vnimi,chinakal institute of mining,institute for geomechanics and surveying - interbranch research center vnimi chinakal institute of mining,3,533,278
8465,chinakal institute of mining,center for geodynamic safety,chinakal institute of mining center for geodynamic safety,3,278,365
8598,universidad de america bogota,ecopetrol,universidad de america bogota ecopetrol,3,794,452
8464,chinakal institute of mining,institute for geomechanics and surveying - interbranch research center vnimi,chinakal institute of mining institute for geomechanics and surveying - interbranch research center vnimi,3,278,533
129,schlumberger,texas a&m university,schlumberger texas a&m university,3,272,279
8570,jiangsu electric power design institute (jspdi) co. ltd. of china energy engineering group,southeast university,jiangsu electric power design institute (jspdi) co. ltd. of china energy engineering group southeast university,3,874,599
8573,southeast university,jiangsu electric power design institute (jspdi) co. ltd. of china energy engineering group,southeast university jiangsu electric power design institute (jspdi) co. ltd. of china energy engineering group,3,599,874
77,university of oklahoma,saudi aramco,university of oklahoma saudi aramco,3,581,617
123,texas a&m university,schlumberger,texas a&m university schlumberger,3,279,272
8270,pioneer natural resources,silixa ltd,pioneer natural resources silixa ltd,3,700,504
8273,silixa ltd,pioneer natural resources,silixa ltd pioneer natural resources,3,504,700
89,saudi aramco,university of california berkeley,saudi aramco university of california berkeley,3,617,354
7554,mp geomechanics,agt,mp geomechanics agt,3,5,201
8331,university of calgary,china university of petroleum-beijing,university of calgary china university of petroleum-beijing,3,693,434
7488,shell exploration and production co,sonardyne international ltd.,shell exploration and production co sonardyne international ltd.,3,307,56
8332,university of regina,university of calgary,university of regina university of calgary,3,804,693
4039,university of houston,pinnacle,university of houston pinnacle,3,491,665
4044,texas tech,university of houston,texas tech university of houston,3,376,491
2877,aramco services company aramco researc,expec-advanced research center saudi aramco,aramco services company aramco researc expec-advanced research center saudi aramco,3,418,138
