,Unnamed: 0,id_df,title_df,author_df,abstract,keywords,labels
485,486,2016-139,Construction of a Geological Information Management System and Application to Construction Sites,"Utsuki, Shinji, HAZAMA ANDO Corporation| Nakaya, Masashi, HAZAMA ANDO Corporation","|Abstract: |In bedrock construction projects such as dams and tunnels, it is important to have a detailed grasp of the geological structure at the project site and to perform planning and construction appropriate to the situation. To that end, in recent years there have been investigations of various construction information modeling (CIM) management methods that realize 3D modeling of the presumed geological situation and the results of actual geographic observations. This paper describes the creation of a construction site support system for geological risk, in particular issues related to geological information CIM management system development, system content, and application to actual tunnel and dam excavation projects. |Introduction |In bedrock construction projects such as dams and tunnels, it is important to have a detailed grasp of the geological situation at the project site and to perform planning and construction appropriate to the situation. To that end, geological surveys and geophysical surveys are performed at the investigation and design stages to evaluate geological distribution and engineering characteristics at the planned site, and dam foundations and tunnel falsework are designed based on the results. However, at the investigative and design stages there tend to be cost limits as well as limits to the precision of the above-described geological investigations and geophysical investigations, making it difficult to obtain a detailed understanding of the geological situation over a wide area at this stage. |To address these issues, actual excavation and tunnel faces are evaluated during construction to confirm details of the geological situation directly, and to evaluate any differences from the expected situation. Depending on the results, it is important that additional engineering measures be considered and construction plans and designs reevaluated accordingly. |Against this background, there have been various investigations of a method called “construction information modeling” (CIM) in recent years (Figs. 1 and 2)1). Specifically, the geological situation as predicted from preliminary surveys is represented as a 3D model, and construction planning performed based on detailed verification of the distribution of ground defects so that appropriate measures can be employed. During construction phases, the results of geological observations of tunnel and excavation faces are added to the 3D model, thereby achieving more sophisticated and efficient construction results and aiding in reevaluations of construction plans and designs according to the situation at hand.|",,51
486,487,2016-138,Evaluation of a Modeling Framework Capturing the Evolution of Permeability in Crushable Granular Solids,"Esna Ashari, S., Northwestern University| Das, A., Indian Institute of Technology| Buscarnera, G., Northwestern University","|Abstract: |This paper discusses a continuum approach to track the evolution of permeability in granular materials subjected to high-pressure compaction and grain breakage. To cope with a range of loading configurations and account for changes in grain size distribution, the Breakage Mechanics theory is used. In addition, the model predictions are linked to a Kozeny equation to evaluate the drop of hydraulic conductivity resulting from the simultaneous loss of porosity and growth of surface area. Compression/flow experiments available in the literature for different granular media are used, with the goal to validate the selected methodology for solids mimicking poorly consolidated reservoir rocks. A good agreement between model predictions and experiments is found, thus stressing the benefits of adopting microstructure-based constitutive laws for hydro-mechanical analyses of coupled geomechanical problems. |Introduction |Fluid flow in reservoir rocks is invariably coupled with processes such as compaction and strain localization. As a result, the interplay between solid matrix and pore-scale flow controls the permeability of rocks under site-specific conditions and it is crucial for the success of any activity involving injection/extraction of fluids (Hettema et al., 2000). In the context of granular rocks, a process likely to affect the success of depletion activities is the production of fines generated by the increase in effective stresses driven by the reduction of fluid pressures. This process is indeed able to induce fracture mechanisms at the scale of the grains, possibly accompanied by cement breakage and particle rearrangement (Fortin et al., 2005). |The variation of rock permeability as a result of loading processes has been widely studied from an experimental standpoint (Zhou and Wong, 1997; Hettema et al., 2000; Ostermeier, 2001), and various efforts have been made to embed porosity-dependent hydrologic properties into flow-deformation analyses of the injection/extraction process (Rutqvist et al., 2002). Few constitutive models, however, are able to take into account the evolution of the microstructure upon inelastic deformation, as well as the impact of changes in specific surface area due to micro-fracture and grain crushing. |Despite this, evidences indicate a significant role of the microstructural attributes on the hydrologic properties of a rock. An example is the permeability of cataclastic fault zones, where the loss of porosity and the increase of surface area due to particle fragmentation promote a substantial drop of permeability compared to the parent rock (Evans et al., 1997). Similar conclusions have been obtained by Zhou and Wong, (1997) who illustrated via laboratory tests the link between decrease of hydraulic conductivity and microstructural damage.|",,58
487,488,2016-143,Effect of Cleavage Anisotropy on Hydraulic Fracturing Behavior of Pocheon Granite,"Diaz, M. B., University of Science and Technology| Jung, S. G., University of Science and Technology| Zhuang, L., Korea Institute of Civil Engineering and Building Technology| Kim, K. Y., Korea Institute of Civil Engineering and Building Technology| Yeom, S., Korea Institute of Civil Engineering and Building Technology| Shin, H. S., Korea Institute of Civil Engineering and Building Technology","|Abstract: The main bedrock of Pohang Enhanced Geothermal Systems (EGS) in Korea consists of granite and granodiorite. Anisotropy is often among the important feature of granites, which is represented by three orthogonal cleavage planes frequently called rift, grain and hardway, and they have different physical and mechanical properties. In this study, we investigate the influence of cleavage anisotropy on hydraulic fracturing behavior of granites. A series of hydraulic fracturing tests were performed on granite specimens collected from Pocheon, and cored along the three different directions of cleavages. X-ray CT technique was used to observe the fractures inside the specimens after testing. It is found that under the same conditions, the mean breakdown pressures of fractures occurring along the rift cleavage is around 2 MPa lower compared to the mean value of those happening along the grain plane. This is because the rift plane has the lowest tensile strength. Moreover, fracture roughness analysis shows a small difference between the fractures occurring along the rift and grain cleavages. |Introduction |Geothermal power generation in non-volcanic regions has been increasingly considered since Engineered Geothermal Systems (EGS) was introduced. Though a few commercial EGS power plants are reported to be successful so far, many countries are taking into consideration to include geothermal as one of the key resources for their energy supply policy. In this regard, Korean government has supported the geothermal development and Pohang EGS pilot plant project was initiated in late 2010. The main goal for this project is to demonstrate the EGS power plant in terms of technical feasibility, energy potential, economic viability, etc. |A hydraulic stimulation is a process to secure sufficient permeability for target reservoir formations and technically a key to the success of EGS. Therefore, the proper characterization and good understanding of formation mechanical properties are crucial for the success of EGS. Granites and granodiorite dominate the main bedrock of Pohang EGS project. Granitic rocks are characterized by three cleavage planes normal to each other, and they have different physical and mechanical properties (Dai and Xia, 2013). These cleavage planes are commonly named rift, grain and hardway because the rock mass breaks easily along the first two (Lee et al., 2001). |The physical and mechanical properties of these cleavages have been studied with the aid of different experimental techniques. Properties like porosity, density, permeability, wave velocities, compressive and tensile strength display distinctive values for each plane (Marciniszyn and Sieradzki, 2013; Zhang and Takeda, 2003). The mechanical anisotropy of granites has been attributed to the existence of microcracks along the cleavage planes. It has been noted that the length, preferred alignment, and density of microcracks play important roles in the strength anisotropy (Dai and Xia, 2013). The response behavior of preexisting microcracks in granite is said to be more complex under compression than it is under direct tension (Seo et al., 2002).|",,39
488,489,2016-144,Crown Pillar Optimization for Surface to Underground Mine Transition in Erzincan/Bizmisen Iron Mine,"Yardimci, A. G., Middle East Technical University (METU)| Tutluoglu, L., Middle East Technical University (METU)| Karpuz, C., Middle East Technical University (METU)","|Abstract: |Legal license boundary restrictions and economic considerations for extraction of vein type iron orebody in Erzincan/Bizmisen area of Turkey limit the overall production by open pit mining. Based on overall Stripping Ratio (OSR) assessments, ore production is decided to proceed by open pit mining to a certain depth and continue with a cut and fill type underground mining operation. A crown pillar is to be designed in the transition region from surface to underground operations. Crown pillar dimensioning effects the overall ore recovery in such small-scale ore bodies. Proper dimensioning has to ensure the stability of open pit mine slopes and underground mine structural units as underground mining progresses to upper levels. Dimensional optimization of the crown pillar is performed by empirical, deterministic and numerical modeling approaches. First, scaled span method was employed to estimate the safe crown pillar thickness providing the required service life. Later, rigid analysis method was used to check shear type failure from the abutments. Finally, 2D finite element modeling analysis was used to ascertain the stable crown pillar thickness. Input parameters of numerical models were produced from geotechnical site investigation work and laboratory experiments. Disturbance effect of surface mine production blasting on the slopes of rock mass above the underground workings was taken into account in deciding on the rock mass properties. |Introduction |Reserve is the economically valuable ore mineralization that is host within the earth crust. Especially in low grade, low profit ores, mining cost outlines the feasibility conditions for reserve extraction. Surface mining is mostly preferred due to low mining cost, ease and speed of production. In spite of its advantages, surface mining may not be feasibly applicable for the complete orebody extraction mainly due to two reasons. |The first reason is the feasible open pit layout. Economic depth of excavation is defined by comparing the Maximum Allowable Stripping Ratio (MASR) (see Eq. (1).) and Overall Stripping Ratio (OSR) (see Eq. (2).). |(equation) |(equation) |where a is surface mining cost per ton of ore, b is overburden stripping cost per m3, c is underground mining cost per ton of ore, V is volume of overburden, and M is weight of orebody. V is calculated by subtracting the volume of a cone representing the surface mine from the orebody it includes. Economic open pit layout may not contain whole of the orebody. In this case, rest of the orebody is exploited by U/G (underground) mining.|",,58
489,490,2016-141,On Size-Dependent Uniaxial Compressive Strength of Sedimentary Rocks in Reservoir Geomechanics,"Roshan, H., School of Petroleum Engineering| Masoumi, H., School of Mining Engineering| Hagan, P. C., School of Mining Engineering","|Abstract: |The uniaxial compressive strength (UCS) of sedimentary rocks is one of the key parameters in petroleum related geomechanical projects from hydraulic fracturing to the estimation of in-situ stress magnitudes. Due to the scarcity of the rock samples the UCS is often correlated to the interval transient time (equivalent to P-wave velocity) for the field applications, however; the size-dependency of UCS seems to be overlooked in such applications. While the conventional understanding of UCS-size dependency is that the UCS of intact rock decreases with an increase in sample size, recent studies have shown that the UCS increases with an increase in sample size up to a characteristic diameter and then decreases afterward (ascending-descending behavior). Therefore, in this study, a set of uniaxial compressive tests were conducted on shale samples having different diameters. The obtained results were combined with those available in the literature and the Unified Size Effect Law was then fitted to the whole data set. A generalized correlation was proposed for extrapolation of the UCS of rock formations from the USC of rock sample having 25 mm diameter. The calibration of a UCS-interval transient time correlation is also given for the shale sample as a practical example. Finally, it was suggested that the procedure proposed here is adopted as a standard practice in petroleum related geomechanical projects for higher accuracy in design processes. |Introduction |Estimation of the mechanical properties of deep formations, in particular uniaxial compressive strength (UCS), is an essential aspect in petroleum geomechanics engineering from reservoir depletion and hydraulic fracturing to borehole stability and estimation of the magnitude of in-situ stress [1-3]. The direct destructive measurement or so-called static measurement [4, 5] is one of the reliable techniques to estimate the UCS of rock samples. Only a limited number of cores however are usually available for such test. As a result, indirect estimation of UCS by correlating the UCS laboratory measurement to the interval transient time is of great interest [6, 7]. |The limitations of indirect measurements and required modifications such as dispersion correction has been previously discussed to improve the UCS estimations [8]. It appears that the importance of size effects on the static measurement of UCS [9] has not been yet fully appreciated in petroleum geomechanics despite earlier attempts to raise this issue [8]. Size effects in rock engineering have been studied enormously over the last four decades with a common assumption that UCS decreases with an increase in sample size. This has led to the development of a number of descending size effect models based on statistics [9, 10], fracture energy [11] and multifractals [12]. However, it has been shown by Masoumi et al. [13] that the uniaxial compressive strength is not only descending but also ascending (Fig. 1) e.g. the sizes that are commonly used in UCS measurement of core samples in the laboratory.|",,32
490,491,2016-142,Numerical Modeling of Thermal and Mechanical Effects in Laser-Rock Interaction – An Overview,"San-Roman-Alerigi, Damian P., EXPEC-Advanced Research Center| Batarseh, Sameeh I., EXPEC-Advanced Research Center| Han, Yanhui, Aramco Services Company: Aramco Research Center-Houston","|Abstract: |Advancement in laser technology and material engineering have progressively increased the output power and beam quality of solid-state lasers and reduced the price per kilowatt to single digit figures. These developments have the potential to make downhole photonics a reality. To reach its full potential, there are several challenges to overcome for this technology, ranging from material characterization to the accurate modeling of the underlying electromagnetic-thermal-mechanical dynamics among lasers, rocks and the downhole environment. In this paper we present the first results of our investigation, including analysis of the significant variables and their interdependence. Later we explore the advantages and disadvantages of each method, and show some preliminary results of continuous mechanics modeling of laser-rock interaction. Finally, we posit how all these physical phenomena can be coupled in a comprehensive numerical model. |Introduction |In the first femtoseconds after a laser beam impinges on the surface of a material a series of nanoscopic effects commence and give rise to the absorption, transmission and scattering of the incident rays. If the material is opaque – at the wavelength of the incident radiation – a portion of the absorbed electromagnetic energy transforms into thermal energy. In the next microseconds the material heats up, and a new chain of microscopic events takes place. The material begins to melt, then it disassociates and spalls; finally, it evaporates. Sometimes the thermal energy is large enough to sublimate the material. Through these phase changes the morphology of the material reshapes and its fundamental physical properties vary (see Fig. 1). This ensues in a complex, intense and short-lived dynamic. How to control it remains a hot topic in applied research and engineering with variegated applications; e.g., drilling, perforation, heat treatment, and nano texturing (Gahan et al., 2001; Graves et al., 2002; Batarseh et al., 2004; Lepski and Bruckner, 2009; Batarseh et al., 2012; Assuncao and Williams, 2013; Yang et al., 2015; Sharma et al., 2015; Senesi et al., 2016). |In the case of laser-rock thermodynamic interaction, Gahan et al. (2001) first proposed a direct relation between the volume of rock removed and the energy input (termed specific energy), they used it to predict the depth of a laser perforation in different rock samples. Later, Graves et al.(2002) studied the effect of laser-drilling in the porosity and permeability of rocks and observed that rocks permeability and porosity increased proportionally with thermal conductivity. Later, Batarseh et al. (2004) measured the relation between specific energy, time of laser incidence, thermodynamic phase-change and hole geometry; and showed that rocks melted under laser irradiation had larger specific energies than those that were dissociated. Thereafter, numerous studies have been conducted to observe the effects of laser irradiation on saturated and unsaturated rocks (Ahmadi et al., 2011), formation of stress waves inside the rock (Sakakura et al., 2011), and ejection of rock vapor/plasma plumes and rock dissociation (Yan et al., 2013).|",,57
491,492,2016-100,Polymer-Gel Remediation of CO2 Migration through Faults and Caprock: Numerical Simulations Addressing Feasibility of Novel Approaches,"Pizzocolo, F., TNO, Earth Environmental and Life Sciences| Hewson, C. W., TNO, Earth Environmental and Life Sciences| ter Heege, J. H., TNO, Earth Environmental and Life Sciences","|Abstract: |Subsurface CO2 storage has been identified as one of the key methods to reduce the emission of CO2 to the atmosphere. Remediation or mitigation of unwanted migration from potential storage sites requires novel approaches for which feasibility is yet to be demonstrated. This study focuses on a solution to mitigate CO2 migration through naturally occurring faults, using a polymer-gel to drastically reduce the permeability of the fault. The radius of influence of the polymer injection is extended by using hydraulically stimulated fractures to transport the sealant to the leaking area. Reservoirs eligible for CO2 storage generally exhibit relatively high permeability and consequentially high leak-off of frac fluids. Therefore, the extent of hydraulic fractures is expected to be limited. Faults and fractures may be surrounded by a damaged zone with a permeability that is higher than the reservoir (up to 10 times). Considering the extra permeability of the damaged zone, the surface covered by the sealant may be extended by another 20-40%. Current results shows that this technique is technically feasible (with proper choices of polymer-gel and treatment) to mitigate CO2 leakage through a leaking fault. |Introduction |In the past years, several novel approaches to reduce CO2 emissions in the atmosphere have been proposed by the scientific community. Storing CO2 in the subsurface is considered one of the most promising method to decrease the rate of increasing CO2 emissions to the atmosphere. Injecting and storing CO2 in carefully selected reservoirs has been demonstrated to be applicable and safe, but it is not possible to completely exclude the possibility of unwanted leakage and migration of the stored CO2 towards the surface. To minimize the environmental risk related to subsurface CO2 storage that is a concern to both regulators and the general public, it is necessary to be able to implement a selection of approaches that can prevent, stop or mitigate the unwelcomed flow of CO2 towards the surface. Four main CO2 leakage mechanisms have been identified (Tongwa et al., 2013): leakage via abandoned wells, via natural fractures systems, via reactivated faults or via juxtaposition of the formation where the CO2 is stored against a formation that has high permeability (and lower pore pressure). In case escaping CO2 is detected from the hosting formation, and to decide if a mitigation or remediation technique is needed, it is crucial to evaluate the environmental risks and the economic costs related to the leakage of CO2. Manceau et al., 2014, compiled a list of several mitigation and remediation technologies that can be applied in case of migration of CO2 from geological storage units. Some of these methods are already utilized for real cases of leaking CO2, while some of them are tested only at the laboratory scale.|",,56
492,493,2016-102,Triaxial Tests for Shales after Pore Plugging with Nanomaterials: An Example of Rock Characterization on Cuttings-Size Samples,"Gao, C., The University of Tulsa| Miska, S. Z., The University of Tulsa| Yu, M., The University of Tulsa| Ozbayoglu, E., The University of Tulsa| Takach, N., The University of Tulsa","|Abstract: |One way to reduce wellbore instability in shales is to use chemical agents, including nanomaterials, capable of sealing pores and micro-fractures. The main objective of this study is to develop an approach to conduct triaxial tests on cuttings-size (up to 1-in.) samples, including shales. Triaxial tests were conducted on Mancos Shale and Eagle Ford Shale, after Pore Pressure Transmission (PPT) tests with nanoparticles of different sizes (10, 40 nm), concentrations (3%, 10%), and types (aluminum oxide, magnesium oxide). Because the samples were too short (0.25-in. height x 1-in. diameter) for triaxial testing, special loading cases and innovative calculation methods were developed to generate stress-strain curves. The superior combinations for increasing UCS values are 10% 40-nm Al2O3 for Eagle Ford Shale, and 3% 40-nm MgO for Mancos Shale. Compared to results with 3% KCl, the increase in UCS given by the above combinations of nanoparticles are 31.9% for Eagle Ford Shale and 54.8% for Mancos Shale. The application of appropriate nanoparticles on shales can increase their strengths and reduce the risk of wellbore collapse. |Introduction |Pore Plugging of Shales |For conventional formations, mud cake will be formed during overbalanced drilling. As discussed by Salehi et al., 2015, drilling fluid will penetrate into the formation, whose pores will be plugged by solid particles in the drilling fluids, and create a mud cake to prevent further penetration. However, a mud cake is difficult to form in shale formations because the size of conventional drilling fluid particles is larger than the pore size of shale (Li et al., 2012). This difficulty can cause wellbore stability problems, which sparks in-depth research into the sealing of pores and micro-fractures of shales. |Nanoparticles can be an alternative to seal pores and micro-fractures, considering their sizes are comparable to those of pores in shale formation. However, even though some engineers, including Zhou et al., 2013, Sensoy et al., 2009, Sharma et al., 2012, Jung et al., 2013, Cai et al., 2012, started to apply nanotechnology to drilling mud to address shale instability problems, only limited types of nanoparticles and shales have been tested. Therefore, this area requires in-depth studies to improve our understanding of the effects of different nanoparticles upon the sealing of pores and micro-fractures.|",,41
493,494,2016-101,Sphere Indentation - The Hertzian Stress Field and the Effect of Far-Field Confining Stress,"Ming, Liu, Georgia Institute of Technology| Haiying, Huang, Georgia Institute of Technology","|Abstract: |Hertzian stress field resulted from a rigid sphere indenting a semi-infinite domain is of great interest to material testing as well as mechanical excavation in rocks. Though both the stress and displacement fields can be expressed in elementary functions, only a handful references in the literature include the full solutions. Surprisingly, among those that report the full solutions, they are actually not the same. Driven by sheer curiosity, we first reviewed the development of the analytical solution for sphere indentation. We verified, to the best of our knowledge, that the internal stress field derived by Love (1929) is the correct version. Next, we developed a numerical scheme that utilizes the Hertzian solution as a far-field asymptotic boundary condition to account for the existence of the semi-infinite domain. Effects of the far-field confining stress on the elasto-plastic deformation and the potential development of the crack systems in both the loading and unloading phases during indentation are investigated. |Introduction |The stress field resulted from a rigid sphere indenting a semi-infinite domain is of great interest to material testing and mechanical excavation in rocks, for example, drilling for oil and gas exploration and tunneling for infrastructure development. The linear elastic solution for the contact pressure distribution on the surface was initially given by Hertz over a hundred years ago (Hertz, 1881; Hertz, 1882). Though both the stress and displacement fields can be expressed in elementary functions, only a handful references in the literature include the full solutions. Generally, only the contact pressure, displacements and stresses on the surface and/or along the contact axis are given (Timoshenko and Goodier, 1969; Frank and Lawn, 1967; Johnson, 1985). Surprisingly, among those that report the full solutions, they are actually not the same (Huber, 1904; Love, 1929; Zeng et al., 1992; Lawn, 1998; Fischer-Cripps, 2007). |Driven by sheer curiosity, we first reviewed the development of the analytical solution for sphere indentation based on the displacement functions. We then derived the full stress and displacement fields by following the method in Love (1929) and corroborated the derivation by applying the method of superposition directly using the Boussinesq displacement and stress fields as the integral kernels. It should be noted that evaluation of the integrals in this case is not a trial exercise. We verified, to the best of our knowledge, that the internal stress field derived by Love (1929) and reported in Fischer-Cripps (2007) is the correct version. |Next, we developed a numerical scheme that utilizes the Hertzian solution as a far-field asymptotic boundary condition and conducted numerical analysis to investigate the effect of the far-field confining stress on the elasto-plastic deformation and potential development of the crack systems in both the loading and unloading phases during indentation. In normal indentation, the plastic deformation that occurs beneath the tool is contained by the surrounding elastic domain. The nonlocal nature of elastic deformation means that the development of plastic deformation and the subsequent crack initiation and propagation in a numerical model could be sensitive to the boundary condition. Using the Hertzian solution as the asymptotic far-field boundary condition could in fact effectively account for the fact that the domain is semi-infinite.|",,4
494,495,2016-115,Critical State Modeling of Sedimentary Rock Incorporating Healing and Decay of Rock Structure,"Vu, P. Q. N., Yokohama National University| Kikumoto, M., Yokohama National University| Yasuhara, H., Ehime University| Kishida, K., Kyoto University","|Abstract: |The fluctuation of rock friction, which is an important factor in faulting, has been well captured by a rate and state dependent friction law proposed by Dieterich, 1979 and Ruina, 1983. Nevertheless, dilatancy, which is indicated as a significant factor in understanding fault mechanisms (Hirata et al., 2014), is not included in this law. Therefore, the purpose of this paper is to develop a rational continuum constitutive model for sedimentary rocks based on critical state theory towards the prediction of the healing and decay effects of rock structure on both frictional and dilatancy behavior. The proposed model is validated with experimental slide-hold-slide triaxial tests on soft sedimentary rock and the potential applications of the proposed model in the numerical simulation of faulting are then discussed. The performance of this model is explained in detail through the simulation of isotropic consolidation of sedimentary rock. This research is a contribution towards the simulation of the fluctuation in rock friction while incorporating the dilatancy behavior of rock in the formulation of the model. |Introduction |The Finite Element Method (FEM) simulation of faulting has received an increasing attention in the last fifteen years (Wang, 2001, Zhao, 2004, Hu, 2004, Liu, 2006, Shoubiao, 2013). The accuracy of FEM solution depends on a lot of factors, one of which is the ability of the constitutive model to satisfactory describe the real material's behavior. Therefore, a development of an advanced material model for rock friction is crucial for the study of the faulting's mechanism. |The fluctuation of rock friction has been recognized as one of the major causes in faulting's mechanism (Burridge and Knopoff, 1967). Via extensive study of the friction of rock, (Dieterich,1979 and Ruina, 1983) proposed a famous empirical rate- and state- dependent friction (RSF) law for rock. This law could well describe the variation of rock friction as observed in the slide-hold-slide direct shear test. Since, then a large number of researches related to the earthquake's occurrences were conducted based on this friction law (Stuart, 1995, Dieterich, 1972, Marone, 1998a, Shoubiao, 2013). However, dilatancy behavior, which is believed to be a significant factor in the understanding of fault mechanics (Hirata et. al. 2014), is not considered in this friction law. In case of a negative dilation of saturated rock masses under undrained conditions, due to dilatancy behavior, the pore water pressure will increase and consequently the mean effective stress will decrease. On the other hand, positive dilation under drained condition increases the porosity which leads to the decrease in the stiffness and the peak strength even if the effective confining stress remains constant. In this regard, Rudnicki & Chen, 1988 and Sleep & Blanpied, 1992, Hirata et al.,2014 indicated that the dilation would vary the pore water pressure that can affect earthquake generation, and Samuelson et al., 2009 discussed time-dependent healing of the fault and its effect on the dilatancy behavior.|","Isotropic consolidation test,  Structural healing and decay,  Slide-hold-slide, Sedimentary rock,  Triaxial test,  Dilatancy,  Elastoplastic constitutive equation,  Rate and state dependent friction",22
495,496,2016-114,A New Reservoir Scale Model for Fracture Propagation and Stress Reorientation in Injection Wells,"Bhardwaj, P., The University of Texas at Austin| Manchanda, R., The University of Texas at Austin| Hwang, J., The University of Texas at Austin| Cardiff, P., University College Dublin| Sharma, M. M., The University of Texas at Austin","|Abstract: |This work describes the development of a fully coupled geomechanics and multiphase flow formulation to model dynamic propagation of injection-induced fractures, in a three dimensional poro-thermo-elastic reservoir domain. A dynamic filtration model for permeability reduction is employed on the fracture to incorporate effects of internal damage and external filter cake build-up due to suspended solids injection. The formulation for arbitrary fracture propagation is based on a finite volume implementation of the cohesive zone model, which is coupled with multiphase flow in the reservoir domain with multiple injection wells and fractures. This is the first instance where a finite volume formulation of multiphase flow in the reservoir has been coupled with induced fracture propagation by plugging of suspended solid particles, in a poro-thermo-elastic domain. |Introduction |Water Injection is a common oil field activity for pressure maintenance, enhanced oil recovery, and produced water reinjection or disposal. Field studies and experimental work have established that poroelastic and thermoelastic effects, coupled with injectivity decline due to plugging and filtration caused by suspended particles in injection water, lead to permeability reduction, fracture initiation and propagation in water injectors (Sharma et al., 2000). Injection induced fracture propagation and stress reorientation is a combination of several near wellbore and field scale phenomena, which are briefly discussed below. |Particle plugging and filtration in injection induced fractures |Particle plugging occurs in two stages, internal and external filtration. After the formation is plugged internally, a filter cake starts building up on the surface of the fracture. A transition time was defined by Pang & Sharma, 1997 after which the injected particles can no longer plug the formation internally and an external filter cake deposition commences. Wennberg and Sharma, 1997 proposed the concept of filtration coefficient, and their implementation improved the predictions of the rate of internal filtration and transition time to external filtration. The permeability reduction model proposed by Sharma et al., 1997 predicted the permeability profiles by the particle plugging on the fracture face.|",,3
496,497,2016-113,Up-Scaling DEM Simulations,"Yetisir, M., University of Waterloo| Gracie, R., University of Waterloo| Dusseault, M., University of Waterloo","|Abstract: |Discrete Element Methods (DEM) explicitly model the mechanics of the discontinuities of naturally fractured rock masses. However, due to the large number of degrees of freedom in DEM simulations and the requirement of small times steps, the application of DEM simulations to reservoir-scale problems and long-term fluid injection problems is often computationally prohibitive. In order to reduce the computational costs associated with full-scale DEM simulations, an up-scaling method is presented in which Representative Elementary Volume (REV) DEM simulations are used to calibrate the parameters of a Continuum Damage Mechanics (CDM) constitutive model that is then used for Finite Element Analysis (FEA). The CDM model empirically captures the effect of the degradation of the rock integrity due to the yielding and sliding of natural fractures in the rock mass. Up-scaling is achieved through homogenization, in which the spatially averaged stress-strain behavior of various DEM RVE simulations is computed. Subsequently, a CDM constitutive relationship is fitted using the Levenberg-Marquardt Algorithm (LMA) and the homogenized DEM simulation data. The CDM model is then used in FEA reservoir scale simulations. The CDM model is implemented in ABAQUSTM and DEM simulations were conducted using UDECTM. The up-scaling methodology is demonstrated through a case study on a naturally fractured carbonate reservoir in which the up-scaled CDM model compares well with a direct numerical simulation with the DEM model but requires an order of magnitude less computational time. |Introduction |Discrete Element Method (DEM) models are used commonly in geomechanics to explicitly model the mechanics of Naturally Fractured Rock (NFR) masses (Jing, 2003). NFR is often modeled as a multiscale material due to the vastly different length scales involved in the deformation process (Zhou et al., 2003). At the fracture scale (10-3 m), the physics is dominated by brittle fracture propagation and fracture-to-fracture contact force interaction, while one is normally interested in the reservoir scale (103 m) response as a result of the spatial extension of the fractures. Because these scales of interest span approximately six orders of magnitude, multiscale methods are required to assess the overall response as modelling with fracture scale resolution at the reservoir scale becomes computationally prohibitive. |DEM models, unlike standard continuum models, consider the fractures within the rock mass as a Discrete Fracture Network (DFN), which explicitly defines the geometry of the fracture network. The physics of block interaction is then governed by the motion, contact forces and traction-separation laws between the rock blocks and the fractures (Cundall and Strack, 1979). Because NFR behavior is complex, even sophisticated phenomenological constitutive relationships may be inadequate to describe the complete rock mass behavior. The DEM approach aims to address this continuum behavioral deficiency by only requiring constitutive relations for the block interactions. (Cundall, 2001).|",,25
497,498,2016-107,"Damage and Healing Model of Stiffness and Permeability for Salt Rock: Microstructure Imaging, Fabric Processes and Continuum Mechanics","Zhu, C., Georgia Institute of Technology| Arson, C., Georgia Institute of Technology","|Abstract: |In this study, we proposed a fabric-enriched Continuum Damage Mechanics model to investigate the coupled influence of damage and healing on the mechanical and transport properties of salt rock. In order to infer the form of fabric tensors, we carried out creep tests on granular salt assemblies under constant temperature and humidity conditions and used micro-computed tomography for microstructure characterization. Using microscope imaging and micro-CT scanning, we analyzed the probability distributions of crack radius, void areas and crack spacing and used them as a basis to derive macroscopic evolution laws. A stress path comprising a tensile loading, a compressive unloading, a creep-healing stage, and a reloading was simulated. As expected, stiffness decreases (respectively increases) and permeability increases (respectively decreases) upon damage (respectively healing). Results also highlight the increased efficiency of healing with temperature. The micro-macro relationships established by statistical image analysis also provide the evolution of microstructure descriptors during the test. Simulations show that permeability changes are controlled by changes in crack connectivity, which dominate changes of porosity. The proposed framework is expected to improve the fundamental understanding of coupled processes that govern microstructure changes and subsequent variations of stiffness and permeability in salt rock, which will allow the assessment of the long-term performance of geological storage facilities. |Introduction |The very low permeability of salt rock is its principal advantage for nuclear waste disposals and high-pressure gas storage. During secondary creep, dislocation glide produces isochoric deformation. Geometric incompatibilities between grains result in grain pile-ups, stress concentrations, and crack propagation. The coalescence of cracks can increase permeability by several orders of magnitude, which is very critical to the long-term performance of geological storage facilities in salt. |Many approaches have been proposed to predict the permeability in rocks. A large number of models are based on Kozeny-Carman relationship to link permeability with porosity. However, experimental results indicate that when micro-cracks propagate in salt, permeability increases significantly, whereas the change in porosity is moderate (e.g., Gloyna and Reynolds, 1961; Peach, 1990). Gueguen and Dienes (1989) first introduced the percolation concept and proposed pipe and crack models to estimate permeability in rock materials. A geometrical model based on the Bethe Lattice was then proposed to improve this crack model (Peach and Spiers, 1996). Oda et al. (2002) used a fabric tensor to deduce the variations of the anisotropic permeability tensor during damage propagation in granite. Researchers have also made efforts in incorporating microstructure parameters such as the tortuosity and the specific pore surface area into the classical Kozeny-Carman model (e.g., Chan et al., 2001). However, most of these frameworks do not take into account the evolution of mechanical properties, especially under the coupled influence of damage and healing.|",,57
