id	link	date	title	authors	summary
1101.4639v3	http://arxiv.org/pdf/1101.4639v3	2011	Binary Asteroid Systems: Tidal End States and Estimates of Material   Properties	Patrick A. Taylor|Jean-Luc Margot	  The locations of the fully despun, double synchronous end states of tidal evolution are derived for spherical components. With the exception of nearly equal-mass binaries, binary asteroid systems are in the midst of lengthy tidal evolutions, far from their fully synchronous tidal end states. Calculations of material strength indicate that binaries in the main belt with 100-km-scale primary components are consistent with being made of monolithic or fractured rock as expected for binaries likely formed from sub-catastrophic impacts in the early solar system. To tidally evolve in their dynamical lifetime, near-Earth binaries with km-scale primaries or smaller must be much weaker mechanically than their main-belt counterparts even if formed in the main belt prior to injection into the near-Earth region. Small main-belt binaries with primary components less than 10 km in diameter, depending on their ages, could either be as strong as large main-belt binaries or as weak as near-Earth binaries because the inherent uncertainty in the age of a binary system can affect the calculation of material strength by orders of magnitude. Several other issues are considered, though these typically affect the calculation of material strength by no more than a factor of two. We also find indirect evidence within all three groups of binary asteroids that the inter-component separation may evolve via another mechanism(s) with the binary YORP effect being a likely candidate. 	
1112.3630v1	http://arxiv.org/pdf/1112.3630v1	2011	Primordial Planets Explain Interstellar Dust, the Formation of Life; and   Falsify Dark Energy	Carl H. Gibson|N. Chandra Wickramasinghe|Rudolph E. Schild	  Hydrogravitional-dynamics (HGD) cosmology of Gibson/Schild 1996 predicts proto-globular-star-cluster PGC clumps of Earth-mass planets fragmented from plasma at ~0.3 Myr. Protogalaxies retained the ~0.03 Myr baryonic density existing at the time of the first viscous-gravitational plasma fragmentation. Stars promptly formed from mergers of these gas planets, seeded by chemicals C, N, O, Fe etc. created by the first stars and their supernovae at ~ 0.33 Myr. Hot hydrogen gas planets reduced seeded oxides to hot water oceans over metal-rock cores at water critical temperature 647 K, at ~2 Myr. Merging planets and moons hosted the first organic chemistry and the first life, distributed to the 10^80 planets of the cosmological big bang by comets produced by the (HGD) binary-planet-merger star formation mechanism: the biological big bang. Life distributed by the Hoyle/Wickramasinghe cometary-panspermia mechanism thus evolves in a cosmological primordial soup of the merging planets throughout the universe space-time. A primordial astrophysical origin is provided for astrobiology by planets of HGD cosmology. Concordance {\Lambda}CDMHC cosmology is rendered obsolete by the observation of complex life on Earth, falsifying the dark energy and cold dark matter concepts. The dark matter of galaxies is mostly primordial planets in protoglobularstarcluster clumps, 30,000,000 planets per star (not 8!). Complex organic chemicals observed in the interstellar dust is formed by life on these planets, and distributed by their comets. 	
1203.4633v1	http://arxiv.org/pdf/1203.4633v1	2012	Random Motion with Interfacial Contact: Driven Diffusion vis-a-vis   Mechanical Activation	P. S. Goohpattader|M. K. Chaudhury	  Rolling of a small sphere on a solid support is governed by a non-linear friction that is akin to the Coulombic dry fiction. No motion occurs when the external field is weaker than the frictional resistance. However, with the intervention of an external noise, a viscous friction like property emerges; thus the sphere rolls with an uniform drift velocity that is proportional to the applied field. As the sphere rolls, it rocks forward and backward resulting in substantial fluctuation of displacement opposite to the net drift. The ratio of the integrated probabilities of the negative to positive work fluctuations decreases monotonically with the time of observation, from which a temperature like intensive parameter can be estimated. This parameter conforms to the Einstein's ratio of diffusivity and mobility that increases almost linearly, even though the diffusivity increases super-linearly, with the strength of the noise. A new barrier crossing experiment is introduced that can be performed either with a hard (e.g. a steel ball) or with a soft (e.g. a water drop) sphere in contact with a periodically undulated substrate. The frequency of barrier crossing follows the classical transition state equation allowing a direct estimation of the effective temperature. These experiments as well as certain numerical simulations suggest that the effective temperature of a system controlled by a non-linear friction may not have a unique value. 	
1204.4781v1	http://arxiv.org/pdf/1204.4781v1	2012	Ab-initio study of different structures of CaC ionic compound:   Magnetism, Bonding, Exchange interaction and Lattice Dynamics	Zahra Nourbakhsh|S. Javad Hashemifar|Hadi Akbarzadeh	  On the basis of density functional - pseudopotential calculations, we study structural, electronic, magnetic, and mechanical properties of the hypothetical CaC ionic compound in the rock-salt (RS), B2, zinc-blende (ZB), wurtzite (WZ), NiAs (NA), and anti-NiAs (NA*) structures. The results show that RS-CaC is the most stable system at equilibrium while applying negative hydrostatic pressures may stabilize the half-metallic WZ and ZB structures. The ferromagnetic equilibrium state observed in the RS, ZB, NA and WZ structures of CaC is attributed to the sharp partially filled p band of the carbon atom. It is argued that the ionic interaction increases the sharpness of the p band and hence enhances ferromagnetism while the covalent interaction increases the band dispersion and weakens magnetism. We investigate various properties of the exchange interaction in the ferromagnetic CaC structures. It is observed that the interatomic exchange interaction in these systems have consistent behavior with the spin splittings of the bond points. Comparing the structural properties in the ferromagnetic and nonmagnetic states. indicates a weak magneto-structural coupling in CaC. Applying non-local corrections to the exchange functional enhance the exchange splitting and hence give rise to a half-metallic electronic structure for the WZ, RS, and NA structures of CaC. In the framework of density functional perturbation theory, the phonon spectra of these systems are investigated and the observed dynamical instabilities in the NA* and B2 structures are attributed to the tendency of the carbon atoms toward dimerization. Various mechanical properties of the dynamically stable structures of CaC are determined from their phonon spectra. 	
1602.07842v1	http://arxiv.org/pdf/1602.07842v1	2016	Colossal dielectric constant in high entropy oxides	David Berardan|Sylvain Franger|Diana Dragoe|Arun Kumar Meena|Nita Dragoe	  Entropic contributions to the stability of solids are very well understood and the mixing entropy has been used for forming various solids, for instance such as inverse spinels. A particular development was related to high entropy alloys in which the configurational disorder is responsible for forming simple solid solutions and which are thoroughly studied for various applications especially due to their mechanical properties but also electrical properties, hydrogen storage, magnetic properties. Many unexplored compositions and properties still remain for this class of materials due to their large phase space. In a recent report it has been shown that the configurational disorder can be used for stabilizing simple solid solutions of oxides, which should normally not form solid solutions, these new materials were called "entropy-stabilized oxides". In this pioneering report, it was shown that mixing five equimolar binary oxides yielded, after heating at high temperature and quenching, an unexpected rock salt structure compound with statistical distribution of the cations in a face centered cubic lattice. Following this seminal study, we show here that these high entropy oxides (named HEOx hereafter) can be substituted by aliovalent elements with a charge compensation mechanism. This possibility largely increases the potential development of new materials by widening their (already complex) phase space. As a first example, we report here that at least one HEOx composition exhibits colossal dielectric constants, which could make it very promising for applications as large-k dielectric materials. 	
1701.03510v1	http://arxiv.org/pdf/1701.03510v1	2017	The Origins of Asteroidal Rock Disaggregation: Interplay of Thermal   Fatigue and Microstructure	Kavan Hazeli|Charles El Mir|Stefanos Papanikolaou|Marco Delbo|KT Ramesh	  The distributions of size and chemical composition in the regolith on airless bodies provides clues to the evolution of the solar system. Recently, the regolith on asteroid (25143) Itokawa, visited by the JAXA Hayabusa spacecraft, was observed to contain millimeter to centimeter sized particles. Itokawa boulders commonly display well-rounded profiles and surface textures that appear inconsistent with mechanical fragmentation during meteorite impact; the rounded profiles have been hypothesized to arise from rolling and movement on the surface as a consequence of seismic shaking. We provide a possible explanation of these observations by exploring the primary crack propagation mechanisms during thermal fatigue of a chondrite. We present the in situ evolution of the full-field strains on the surface as a function of temperature and microstructure, and observe and quantify the crack growth during thermal cycling. We observe that the primary fatigue crack path preferentially follows the interfaces between monominerals, leaving them intact after fragmentation. These observations are explained through a microstructure-based finite element model that is quantitatively compared with our experimental results. These results on the interactions of thermal fatigue cracking with the microstructure may ultimately allow us to distinguish between thermally induced fragments and impact products. 	
1709.05478v1	http://arxiv.org/pdf/1709.05478v1	2017	Impact cratering on porous targets in the strength regime	Akiko M. Nakamura	  Cratering on small bodies is crucial for the collision cascade and also contributes to the ejection of dust particles into interplanetary space. A crater cavity forms against the mechanical strength of the surface, gravitational acceleration, or both. The formation of moderately sized craters that are sufficiently larger than the thickness of the regolith on small bodies, in which mechanical strength plays the dominant role rather than gravitational acceleration, is in the strength regime. The formation of microcraters on blocks on the surface is also within the strength regime. On the other hand, the formation of a crater of a size comparable to the thickness of the regolith is affected by both gravitational acceleration and cohesion between regolith particles. In this short review, we compile data from the literature pertaining to impact cratering experiments on porous targets, and summarize the ratio of spall diameter to pit diameter, the depth, diameter, and volume of the crater cavity, and the ratio of depth to diameter. Among targets with various porosities studied in the laboratory to date, based on conventional scaling laws (Holsapple and Schmidt, J. Geophys. Res., 87, 1849-1870, 1982) the cratering efficiency obtained for porous sedimentary rocks (Suzuki et al., J. Geophys. Res. 117, E08012, 2012) is intermediate. A comparison with microcraters formed on a glass target with impact velocities up to 14 $km s^{-1}$ indicates a different dependence of cratering efficiency and depth-to-diameter ratio on impact velocity. 	
1710.07366v1	http://arxiv.org/pdf/1710.07366v1	2017	Characterization of Marcellus Shale Fracture Properties through Size   Effect Tests and Computations	Weixin Li|Zhefei Jin|Gianluca Cusatis	  Mechanical characterization of shale-like rocks requires understanding the scaling of the measured properties to enable the extrapolation from small scale laboratory tests to field study. In this paper, the size effect of Marcellus shale was analyzed, and the fracture properties were obtained through size effect tests. A number of fracture tests were conducted on Three-Point-Bending (TPB) specimens with increasing size. Test results show that the nominal strength decreases with increasing specimen size, and can be fitted well by Bazant's Size Effect Law (SEL). It is shown that SEL accounts for the effects of both specimen size and geometry, allowing an accurate identification of the initial fracture energy of the material, Gf, and the effective Fracture Process Zone (FPZ) length, cf. The obtained fracture properties were verified by the numerical simulations of the investigated specimens using standard Finite Element technique with cohesive model. Significant anisotropy was observed in the fracture properties determined in three principal notch orientations: arrester, divider, and short-transverse. The size effect of the measured structural strength and apparent fracture toughness was discussed. Neither strength-based criterion which neglects size effect, nor classic LEFM which does not account for the finiteness of the FPZ can predict the reported size effect data, and nonlinear fracture mechanics of the quasibrittle type is instead applicable. 	
0504648v1	http://arxiv.org/pdf/astro-ph/0504648v1	2005	Lithopanspermia in Star Forming Clusters	Fred C. Adams|David N. Spergel	  This paper considers the lithopanspermia hypothesis in star forming groups and clusters, where the chances of biological material spreading from one solar system to another is greatly enhanced (relative to the field) due to the close proximity of the systems and lower relative velocities. These effects more than compensate for the reduced time spent in such crowded environments. This paper uses 300,000 Monte Carlo scattering calculations to determine the cross sections for rocks to be captured by binaries and provides fitting formulae for other applications. We assess the odds of transfer as a function of the ejection speed and number of members in the birth aggregate. The odds of any given ejected meteroid being recaptured by another solar system are relatively low. Because the number of ejected rocks per system can be large, virtually all solar systems are likely to share rocky ejecta with all of the other solar systems in their birth cluster. The number of ejected rocks that carry living microorganisms is much smaller and less certain, but we estimate that several million rocks can be ejected from a biologically active solar system. For typical birth environments, the capture of life bearing rocks is expected to occur 10 -- 16,000 times per cluster (under favorable conditions), depending on the ejection speeds. Only a small fraction of the captured rocks impact the surfaces of terrestrial planets, so that only a few lithopanspermia events are expected (per cluster). 	
1205.6226v1	http://arxiv.org/pdf/1205.6226v1	2012	Seasonal melting and the formation of sedimentary rocks on Mars, with   predictions for the Gale Crater mound	Edwin S. Kite|Itay Halevy|Melinda A. Kahre|Michael J. Wolff|Michael Manga	  A model for the formation and distribution of sedimentary rocks on Mars is proposed. The rate-limiting step is supply of liquid water from seasonal melting of snow or ice. The model is run for a O(10^2) mbar pure CO2 atmosphere, dusty snow, and solar luminosity reduced by 23%. For these conditions snow only melts near the equator, and only when obliquity >40 degrees, eccentricity >0.12, and perihelion occurs near equinox. These requirements for melting are satisfied by 0.01-20% of the probability distribution of Mars' past spin-orbit parameters. Total melt production is sufficient to account for aqueous alteration of the sedimentary rocks. The pattern of seasonal snowmelt is integrated over all spin-orbit parameters and compared to the observed distribution of sedimentary rocks. The global distribution of snowmelt has maxima in Valles Marineris, Meridiani Planum and Gale Crater. These correspond to maxima in the sedimentary-rock distribution. Higher pressures and especially higher temperatures lead to melting over a broader range of spin-orbit parameters. The pattern of sedimentary rocks on Mars is most consistent with a Mars paleoclimate that only rarely produced enough meltwater to precipitate aqueous cements and indurate sediment. The results suggest intermittency of snowmelt and long globally-dry intervals, unfavorable for past life on Mars. This model makes testable predictions for the Mars Science Laboratory rover at Gale Crater. Gale Crater is predicted to be a hemispheric maximum for snowmelt on Mars. 	
1505.01117v1	http://arxiv.org/pdf/1505.01117v1	2015	Hilbert transform based analyses on ship-rocking signals	Wei Huang|Yu-jian Li|Deyong Kang|Zhi Chen	  The ship-rocking is a crucial factor which affects the accuracy of the ocean-based flight vehicle measurement. Here we have analyzed four groups of ship-rocking time series in horizontal and vertical directions utilizing a Hilbert based method from statistical physics. Our method gives a way to construct an analytic signal on the two-dimensional plane from a one-dimensional time series. The analytic signal share the complete property of the original time series. From the analytic signal of a time series, we have found some information of the original time series which are often hidden from the view of the conventional methods. The analytic signals of interest usually evolve very smoothly on the complex plane. In addition, the phase of the analytic signal is usually moves linearly in time. From the auto-correlation and cross-correlation functions of the original signals as well as the instantaneous amplitudes and phase increments of the analytic signals we have found that the ship-rocking in horizontal direction drives the ship-rocking in vertical direction when the ship navigates freely. And when the ship keeps a fixed navigation direction such relation disappears. Based on these resultswe could predict certain amount of future values of the ship-rocking time series based on the current and the previous values. Our predictions are as accurate as the conventional methods from stochastic processes and provide a much wider prediction time range. 	
1703.05686v1	http://arxiv.org/pdf/1703.05686v1	2017	Khristianovich-Geertsma-de Klerk problem with stress contrast	Igor Gladkov|Aleksandr Linkov	  The paper contains an extension of the Khristianovich-Geertsma-de Klerk (KGD) model to the case when the confining rock pressure, which closes a hydraulic fracture, varies in the direction of its propagation. The extension is impelled by the need to simulate fracture hampering (acceleration) when it penetrates into a layer with increased (decreased) rock pressure. The paper presents the problem formulation, an efficient numerical method for its solving, examples of fractures propagating through layers with various stresses and general conclusions. It is established that when the fracture enters a layer with increased rock stresses (positive stress contrast), it actually stops. In this case, the fluid particle velocity drops practically to zero and the velocity near the tip oscillates about a small value until the fluid pressure increases to the level of the increased rock pressure. In the opposite case, when the fracture enters a layer with decreased stresses (negative stress contrast), the fracture front accelerates until the fluid pressure drops to the level of the decreased rock pressure. Physical considerations and numerical results imply that the transition through a boundary of layers with different stresses may be characterized by a simple dimensionless parameter. The latter is defined as the ratio of the average difference between the fluid and rock pressures (at the moment of reaching the contact) to the stress jump at the contact. The parameter is applicable to contacts with positive as well as negative contrasts. The model and the method developed are to serve for improvement of the popular pseudo three-dimensional (P3D) model. 	
9902016v2	http://arxiv.org/pdf/hep-ex/9902016v2	1999	Study of the Photonuclear interaction of muons in rock with the MACRO   experiment	E. Scapparone|for the MACRO Collaboration	  We present first results about the measurement of the charged hadrons production by atmopsheric muons in the rock above MACRO. A comparison between the measure rate with the Monte Carlo expectation is presented 	
9902018v2	http://arxiv.org/pdf/hep-ex/9902018v2	1999	Study of the Photonuclear interaction of muons in rock with the MACRO   experiment	E. Scapparone|for the MACRO Collaboration	  We present first results about the measurement of the charged hadrons production by atmopsheric muons in the rock above MACRO. A comparison between the measurerate with the Monte Carlo expectation is presented. 	
0601030v1	http://arxiv.org/pdf/hep-ex/0601030v1	2006	Low energy neutron propagation in MCNPX and GEANT4	R. Lemrani|M. Robinson|V. A. Kudryavtsev|M. De Jesus|G. Gerbier|N. J. C. Spooner	  Simulations of neutron background from rock for underground experiments are presented. Neutron propagation through two types of rock, lead and hydrocarbon material is discussed. The results show a reasonably good agreement between GEANT4, MCNPX and GEANT3 in transporting low-energy neutrons. 	
0805.3665v1	http://arxiv.org/pdf/0805.3665v1	2008	Production of 239 Pu from a natural Uranium disk and "hot" rock using a   neutron howitzer	Joseph Steiner|Aaron Anderson|Michael De Marco	  A neutron howitzer was used to produce 239Np from the targets of natural U and a hot rock. An intrinsic Germanium detector enabled the observations of the gamma rays in the decay of 239Np and a determination of its half life of 2.3 days. This shows that 239Pu had been produced in both targets 	
1311.2853v1	http://arxiv.org/pdf/1311.2853v1	2013	The Solar Orientation of the Lion Rock Complex in Sri Lanka	Amelia Carolina Sparavigna	  This paper discusses the solar orientation of the archaeological complex of Sigiriya, the Lion Rock, in Sri Lanka. We can see that the axis of this complex is oriented with the sunset of the zenithal sun. 	
1607.04243v1	http://arxiv.org/pdf/1607.04243v1	2016	A real-time analysis of rock fragmentation using UAV technology	Thomas Bamford|Kamran Esmaeili|Angela P. Schoellig	  Accurate measurement of blast-induced rock fragmentation is of great importance for many mining operations. The post-blast rock size distribution can significantly influence the efficiency of all the downstream mining and comminution processes. Image analysis methods are one of the most common methods used to measure rock fragment size distribution in mines regardless of criticism for lack of accuracy to measure fine particles and other perceived deficiencies. The current practice of collecting rock fragmentation data for image analysis is highly manual and provides data with low temporal and spatial resolution. Using UAVs for collecting images of rock fragments can not only improve the quality of the image data but also automate the data collection process. Ultimately, real-time acquisition of high temporal- and spatial-resolution data based on UAV technology will provide a broad range of opportunities for both improving blast design without interrupting the production process and reducing the cost of the human operator. This paper presents the results of a series of laboratory-scale rock fragment measurements using a quadrotor UAV equipped with a camera. The goal of this work is to highlight the benefits of aerial fragmentation analysis in terms of both prediction accuracy and time effort. A pile of rock fragments with different fragment sizes was placed in a lab that is equipped with a motion capture camera system for precise UAV localization and control. Such an environment presents optimal conditions for UAV flight and thus, is well-suited for conducting proof-of-concept experiments before testing them in large-scale field experiments. The pile was photographed by a camera attached to the UAV, and the particle size distribution curves were generated in almost real-time. The pile was also manually photographed and the results of the manual method were compared to the UAV method. 	
0209129v1	http://arxiv.org/pdf/cond-mat/0209129v1	2002	Fracture of disordered solids in compression as a critical phenomenon:   III. Analysis of the localization transition	Renaud Toussaint|Steven R. Pride	  The properties of the Hamiltonian developed in Paper II are studied showing that at a particular strain level a ``localization'' phase transition occurs characterized by the emergence of conjugate bands of coherently oriented cracks. The functional integration that yields the partition function is then performed analytically using an approximation that employs only a subset of states in the functional neighborhood surrounding the most probable states. Such integration establishes the free energy of the system, and upon taking the derivatives of the free energy, the localization transition is shown to be continuous and to be distinct from peak stress. When the bulk modulus of the grain material is large, localization always occurs in the softening regime following peak stress, while for sufficiently small bulk moduli and at sufficiently low confining pressure, the localization occurs in the hardening regime prior to peak stress.   In the approach to localization, the stress-strain relation for the whole rock remains analytic, as is observed both in experimental data and in simpler models.   The correlation function of the crack fields is also obtained. It has a correlation length characterizing the aspect ratio of the crack clusters that diverges as (\xi \sim (\ep_{c}-\ep)^{-2}) at localization. 	
0510031v1	http://arxiv.org/pdf/cond-mat/0510031v1	2005	New Misfit-Layered Cobalt Oxide (CaOH)1.14CoO2	M. Shizuya|M. Isobe|Y. Baba|T. Nagai|M. Osada|K. Kosuda|S. Takenouchi|Y. Matsui|E. Takayama-Muromachi	  We found a new cobalt oxide (CaOH)1.14CoO2 by utilizing the high-pressure technique. X-ray and electron diffraction studies revealed that the compound has layer structure which consists of CdI2-type CoO2 layers and rock-salt-type double CaOH atomic layers. The two subcells have incommensurate periodicity along the a-axis, resulting in modulated crystal structure due to the inter-subcell interaction. The structural modulation affects carrier conduction through the potential randomness. We found that the two-dimensional (2-D) variable-range hopping (VRH) regime with hole conduction is dominant at low temperature for this compound, and that the conduction mechanism undergoes crossover from the 2-D VRH regime to thermal activation-energy type one with increasing temperature. Based on the experimental results of resistivity, thermoelectric power, magnetic susceptibility and specific heat measurements, we suggested a possible electronic-band structure model to explain these results. The cobalt t2g-derivative band crosses Fermi energy level near the band edge, yielding small finite density of localized states at the Fermi level in the band. The observed resistivity, Seebeck coefficient, large Pauli paramagnetic component in the magnetic susceptibility and comparatively small Sommerfeld constant in the specific heat are principally attributed to the holes in the t2g-derivative band. We estimated the Wilson ratio to be about 2.8, suggesting the strong electron correlation realized in this compound. 	
0606116v3	http://arxiv.org/pdf/cond-mat/0606116v3	2006	Dichotomous Markov noise: Exact results for out-of-equilibrium systems.   A review	Ioana Bena	  Nonequilibrium systems driven by additive or multiplicative dichotomous Markov noise appear in a wide variety of physical and mathematical models. We review here some prototypical examples, with an emphasis on {\em analytically-solvable} situations. In particular, it has escaped attention till recently that the standard results for the long-time properties of such systems cannot be applied when unstable fixed points are crossed in the asymptotic regime. We show how calculations have to be modified to deal with these cases and present a few relevant applications -- the hypersensitive transport, the rocking ratchet, and the stochastic Stokes' drift. These results reinforce the impression that dichotomous noise can be put on a par with Gaussian white noise as far as obtaining analytical results is concerned. They convincingly illustrate the interplay between noise and nonlinearity in generating nontrivial behaviors of nonequilibrium systems and point to various practical applications. 	
0811.0605v2	http://arxiv.org/pdf/0811.0605v2	2009	Evaluation of a permeability-porosity relationship in a low permeability   creeping material using a single transient test	Siavash Ghabezloo|Jean Sulem|Jérémie Saint-Marc	  A method is presented for the evaluation of the permeability-porosity relationship in a low-permeability porous material using the results of a single transient test. This method accounts for both elastic and non-elastic deformations of the sample during the test and is applied to a hardened class G oil well cement paste. An initial hydrostatic undrained loading is applied to the sample. The generated excess pore pressure is then released at one end of the sample while monitoring the pore pressure at the other end and the radial strain in the middle of the sample during the dissipation of the pore pressure. These measurements are back analysed to evaluate the permeability and its evolution with porosity change. The effect of creep of the sample during the test on the measured pore pressure and volume change is taken into account in the analysis. This approach permits to calibrate a power law permeability-porosity relationship for the tested hardened cement paste. The porosity sensitivity exponent of the power-law is evaluated equal to 11 and is shown to be mostly independent of the stress level and of the creep strains. 	
0909.1588v1	http://arxiv.org/pdf/0909.1588v1	2009	Surveying Diffusion in Complex Geometries. An Essay	Denis Grebenkov	  The surrounding world surprises us by the beauty and variety of complex shapes that emerge from nanometric to macroscopic scales. Natural or manufactured materials (sandstones, sedimentary rocks and cement), colloidal solutions (proteins and DNA), biological cells, tissues and organs (lungs, kidneys and placenta), they all present irregularly shaped "scenes" for a fundamental transport "performance", that is, diffusion. Here, the geometrical complexity, entangled with the stochastic character of diffusive motion, results in numerous fascinating and sometimes unexpected effects like diffusion screening or localization. These effects control many diffusion-mediated processes that play an important role in heterogeneous catalysis, biochemical mechanisms, electrochemistry, growth phenomena, oil recovery, or building industry. In spite of a long and rich history of academic and industrial research in this field, it is striking to see how little we know about diffusion in complex geometries, especially the one which occurs in three dimensions.   We present our recent results on restricted diffusion. We look into the role of geometrical complexity at different levels, from boundary microroughness to hierarchical structure and connectivity of the whole diffusion-confining domain. We develop a new approach which consists in combining fast random walk algorithms with spectral tools. The main focus is on studying diffusion in model complex geometries (von Koch boundaries, Kitaoka acinus, etc.), as well as on developing and testing spectral methods. We aim at extending this knowledge and at applying the accomplished arsenal of theoretical and numerical tools to structures found in nature and industry. 	
1101.2295v2	http://arxiv.org/pdf/1101.2295v2	2012	4D imaging of fracturing in organic-rich shales during heating	Maya Kobchenko|Hamed Panahi|Francois Renard|Dag Kristian Dysthe|Anders Malthe-Sorenssen|Adriano Mazzini|Julien Scheibert|Bjorn Jamtveit|Paul Meakin	  To better understand the mechanisms of fracture pattern development and fluid escape in low permeability rocks, we performed time-resolved in situ X-ray tomography imaging to investigate the processes that occur during the slow heating (from 60\degree; to 400\degree;C) of organic-rich Green River shale. At about 350\degree;C cracks nucleated in the sample, and as the temperature continued to increase, these cracks propagated parallel to shale bedding and coalesced, thus cutting across the sample. Thermogravimetry and gas chromatography revealed that the fracturing occurring at ~350\degree;C was associated with significant mass loss and release of light hydrocarbons generated by the decomposition of immature organic matter. Kerogen decomposition is thought to cause an internal pressure build up sufficient to form cracks in the shale, thus providing pathways for the outgoing hydrocarbons. We show that a 2D numerical model based on this idea qualitatively reproduces the experimentally observed dynamics of crack nucleation, growth and coalescence, as well as the irregular outlines of the cracks. Our results provide a new description of fracture pattern formation in low permeability shales. 	
1102.0125v1	http://arxiv.org/pdf/1102.0125v1	2011	Application of the Earth's Natural Electromagnetic Noise to Geophysical   Prospecting and Seraching for Oil	Sergey Yu. Malyshkov|Yury P. Malyshkov|Vasily F. Gordeev|Sergey G. Shtalin|Vitaly I. Polivach|Yury Yu. Bazhanov|Terje Hauan	  When applying the Earth's natural pulse electromagnetic fields to geophysical prospecting one should take into account characteristics of their spatial and temporal variations. ENPEMF is known to include both pulses attributed to atmospheric thunderstorms and pulses generated in the lithosphere by mechanic-to-electric energy conversion in rocks. It is evident that the most valuable information on the geophysical structure of a certain area is obviously contained in pulses originated from this area. This article covers a method of recording spatial variations of the Earth's natural pulse electromagnetic fields which is able to take due account of spatial and temporal variations of EM fields and suits to reveal crustal structural and lithologic heterogeneities including hydrocarbon pools. We use a system of several stations recording the ENPEMF concurrently to erase the temporal variations from ENPEMF records and to sort out the pulses of local and remote origin. Some stations are fixed (reference) and record only temporal variations of EM fields. While the other stations are mobile and measure pulse characteristics related to both spatial and temporal ENPEMF variations along measurement routes crossing the area investigated. Spatial variations of EM fields left after having deleted the temporal variations and pulses generated out of the area investigate show the availability or the lack of geophysical anomalies. 	
1102.2283v1	http://arxiv.org/pdf/1102.2283v1	2011	The role of space in the exploitation of resources	Yun Kang|Nicolas Lanchier	  In order to understand the role of space in ecological communities where each species produces a certain type of resource and has varying abilities to exploit the resources produced by its own species and by the other species, we carry out a comparative study of an interacting particle system and its mean-field approximation. For a wide range of parameter values, we show both analytically and numerically that the spatial model results in predictions that significantly differ from its nonspatial counterpart, indicating that the use of the mean-field approach to describe the evolution of communities in which individuals only interact locally is invalid. In two-species communities, the disagreements between the models appear either when both species compete by producing resources that are more beneficial for their own species or when both species cooperate by producing resources that are more beneficial for the other species. In particular, while both species coexist if and only if they cooperate in the mean-field approximation, the inclusion of space in the form of local interactions may prevent coexistence even in cooperative communities. Introducing additional species, cooperation is no longer the only mechanism that promotes coexistence. We prove that, in three-species communities, coexistence results either from a global cooperative behavior, or from rock-paper-scissors type interactions, or from a mixture of these dynamics, which excludes in particular all cases in which two species compete. 	
1111.6176v1	http://arxiv.org/pdf/1111.6176v1	2011	Granular physics in low-gravity environments using DEM	G. Tancredi|A. Maciel|L. Heredia|P. Richeri|S. Nesmachnow	  Granular materials of different sizes are present on the surface of several atmosphere-less Solar System bodies. The phenomena related to granular materials have been studied in the framework of the discipline called Granular Physics; that has been studied experimentally in the laboratory and, in the last decades, by performing numerical simulations. The Discrete Element Method simulates the mechanical behavior of a media formed by a set of particles which interact through their contact points. The difficulty in reproducing vacuum and low-gravity environments makes numerical simulations the most promising technique in the study of granular media under these conditions. In this work, relevant processes in minor bodies of the Solar System are studied using the Discrete Element Method. Results of simulations of size segregation in low-gravity environments in the cases of the asteroids Eros and Itokawa are presented. The segregation of particles with different densities was analysed, in particular, the case of comet P/Hartley 2. The surface shaking in these different gravity environments could produce the ejection of particles from the surface at very low relative velocities. The shaking causing the above processes is due to: impacts, explosions like the release of energy by the liberation of internal stresses or the re accommodation of material. Simulations of the passage of impact-induced seismic waves through a granular medium were also performed. We present several applications of the Discrete Element Methods for the study of the physical evolution of agglomerates of rocks under low-gravity environments. 	
1202.4286v1	http://arxiv.org/pdf/1202.4286v1	2012	A numerical retro-action model relates rocky coast erosion to   percolation theory	Andrea Baldassarri|Bernard Sapoval|Simon Félix	  We discuss various situations where the formation of rocky coast morphology can be attributed to the retro-action of the coast morphology itself on the erosive power of the sea. Destroying the weaker elements of the coast, erosion can creates irregular seashores. In turn, the geometrical irregularity participates in the damping of sea-waves, decreasing their erosive power. There may then exist a mutual self-stabilization of the wave amplitude together with the irregular morphology of the coast. A simple model of this type of stabilization is discussed. The resulting coastline morphologies are diverse, depending mainly on the morphology/damping coupling. In the limit case of weak coupling, the process spontaneously builds fractal morphologies with a dimension close to 4/3. This provides a direct connection between the coastal erosion problem and the theory of percolation. For strong coupling, rugged but non-fractal coasts may emerge during the erosion process, and we investigate a geometrical characterization in these cases. The model is minimal, but can be extended to take into account heterogeneity in the rock lithology and various initial conditions. This allows to mimic coastline complexity, well beyond simple fractality. Our results suggest that the irregular morphology of coastlines as well as the stochastic nature of erosion are deeply connected with the critical aspects of percolation phenomena. 	
