id	link	date	title	authors	summary
1311.4810v1	http://arxiv.org/pdf/1311.4810v1	2013	Impact of the frequency dependence of tidal Q on the evolution of   planetary systems	P. Auclair-Desrotour|C. Le Poncin-Lafitte|S. Mathis	  Context. Tidal dissipation in planets and in stars is one of the key physical mechanisms that drive the evolution of planetary systems.   Aims. Tidal dissipation properties are intrisically linked to the internal structure and the rheology of studied celestial bodies. The resulting dependence of the dissipation upon the tidal frequency is strongly different in the cases of solids and fluids.   Methods. We compute the tidal evolution of a two-body coplanar system, using the tidal quality factor's frequency-dependencies appropriate to rocks and to convective fluids.   Results. The ensuing orbital dynamics comes out smooth or strongly erratic, dependent on how the tidal dissipation depends upon frequency.   Conclusions. We demonstrate the strong impact of the internal structure and of the rheology of the central body on the orbital evolution of the tidal perturber. A smooth frequency-dependence of the tidal dissipation renders a smooth orbital evolution while a peaked dissipation can furnish erratic orbital behaviour. 	
1312.0595v1	http://arxiv.org/pdf/1312.0595v1	2013	Three-dimensional phase-field study of crack-seal microstructures -   Insights from innovative post-processing techniques	Kumar Ankit|Michael Selzer|Britta Nestler	  Numerical simulations of vein evolution contribute to a better understanding of processes involved in their formation and possess the potential to provide invaluable insights into the rock deformation history and fluid flow pathways. The primary aim of the present article is to investigate the influence of a realistic boundary condition, i.e. an algorithmically generated fractal surface, on the vein evolution in 3-D using a thermodynamically consistent approach, while explaining the benefits of accounting for an extra dimensionality. The 3-D simulation results are supplemented by innovative numerical post-processing and advanced visualization techniques. The new methodologies to measure the tracking efficiency demonstrate the importance of accounting the temporal evolution; no such information is usually accessible in field studies and notoriously difficult to obtain from laboratory experiments as well. The grain growth statistics obtained by numerically post-processing the 3-D computational microstructures explain the pinning mechanism which leads to arrest of grain boundaries/multi-junctions by crack peaks, thereby, enhancing the tracking behavior. 	
1312.7467v1	http://arxiv.org/pdf/1312.7467v1	2013	Phonon self-energy and origin of anomalous neutron scattering spectra in   SnTe and PbTe thermoelectrics	C. W. Li|O. Hellman|J. Ma|A. F. May|H. B. Cao|X. Chen|A. D. Christianson|G. Ehlers|D. J. Singh|B. C. Sales|O. Delaire	  The anharmonic lattice dynamics of rock-salt thermoelectric compounds SnTe and PbTe are investigated with inelastic neutron scattering (INS) and first-principles calculations. The experiments show that, surprisingly, although SnTe is closer to the ferroelectric instability, phonon spectra in PbTe exhibit a more anharmonic character. This behavior is reproduced in first-principles calculations of the temperature-dependent phonon self-energy. Our simulations reveal how the nesting of phonon dispersions induces prominent features in the self-energy, which account for the measured INS spectra and their temperature dependence. We establish that the phase-space for three-phonon scattering processes, rather than just the proximity to the lattice instability, is the mechanism determining the complex spectrum of the transverse-optical ferroelectric mode. 	
1401.5812v1	http://arxiv.org/pdf/1401.5812v1	2014	Faulting of rocks at three-dimensional stress field by micro-anticracks	H. O. Ghaffari|M. H. B. Nasseri|R. Paul Young	  Using 9-sets of different laboratory earthquake tests, we examined the nature of cracking under true triaxial stress conditions in the lithosphere . We found that 3D stress state can induce oblique nucleation of many fractures, forming final plane of complex polymodal faults. Our fully 3D experiments indicate unconventional fault nucleation with 2-3 times faster slip phase, implying a new slip-weakening mechanism for earthquakes in upper crust. In addition, We compared our observations of irregular cracks with typical anti-cracks signals in multi-anvil High Pressure and Temperature test. For the first time, we showed oblique faulting can change slip-weakening rate and accelerate the rate of energy release. This implicates a sharper source time function for further modeling of our experiments. Indeed, our results can be assumed as an ex tension to detachment fronts in micro-faults to a general concept of quasi-anti rupture fronts. We showed events from deep-focus earthquakes can share some similarity to shallow earthquakes, promoting recent approach on similarity of deep earthquakes to their shallow counterparts . 	
1402.6624v1	http://arxiv.org/pdf/1402.6624v1	2014	Fixation in cyclically competing species on a directed graph with   quenched disorder	Hiroki Ohta|Namiko Mitarai	  A simple model of cyclically competing species on a directed graph with quenched disorder is proposed as an extension of the rock-paper-scissors model. By assuming that the effects of loops in a directed random graph can be ignored in the thermodynamic limit, it is proved for any finite disorder that the system fixates to a frozen configuration when the species number $s$ is larger than the spatial connectivity $c$, and otherwise stays active. Nontrivial lower and upper bounds for the persistence probability of a site never changing its state are also analytically computed. The obtained bounds and numerical simulations support the existence of a phase transition as a function of disorder for $1<c_l(s)\le c <s$, with a $s$-dependent threshold of the connectivity $c_l(s)$. 	
1404.4165v1	http://arxiv.org/pdf/1404.4165v1	2014	Universal asymptotic umbrella for hydraulic fracture modeling	Aleksandr M. Linkov	  The paper presents universal asymptotic solution needed for efficient modeling of hydraulic fractures. We show that when neglecting the lag, there is universal asymptotic equation for the near-front opening. It appears that apart from the mechanical properties of fluid and rock, the asymptotic opening depends merely on the local speed of fracture propagation. This implies that, on one hand, the global problem is ill-posed, when trying to solve it as a boundary value problem under a fixed position of the front. On the other hand, when properly used, the universal asymptotics drastically facilitates solving hydraulic fracture problems (both analytically and numerically). We derive simple universal asymptotics and comment on their employment for efficient numerical simulation of hydraulic fractures, in particular, by well-established Level Set and Fast Marching Methods. 	
1409.7710v1	http://arxiv.org/pdf/1409.7710v1	2014	The formation and arrangement of pits by a corrosive gas	James Burridge|Robert Inkpen	  When corroding or otherwise aggressive particles are incident on a surface, pits can form. For example, under certain circumstances rock surfaces that are exposed to salts can form regular tessellating patterns of pits known as "tafoni". We introduce a simple lattice model in which a gas of corrosive particles, described by a discrete convection diffusion equation, drifts onto a surface. Each gas particle has a fixed probability of being absorbed and causing damage at each contact. The surface is represented by a lattice of strength numbers which reduce after each absorbtion event, with sites being removed when their strength becomes negative. The model generates regular formations of pits, with each pit having a characteristic trapezoidal geometry determined by the particle bias, absorbtion probability and surface strength. The formation of this geometry may be understood in terms of a first order partial differential equation. By viewing pits as particle funnels, we are able to relate the gradient of pit walls to absorbtion probability and particle bias. 	
1412.5611v1	http://arxiv.org/pdf/1412.5611v1	2014	Analytical Parameterization of Self-Consistent Polycrystal Mechanics:   Fast Calculation of Upper Mantle Anisotropy	Neil J. Goulding|Neil M. Ribe|Olivier Castelnau|Andrew M. Walker|James Wookey	  Progressive deformation of upper mantle rocks via dislocation creep causes their constituent crystals to take on a non-random orientation distribution (crystallographic preferred orientation or CPO) whose observable signatures include shear-wave splitting and azimuthal dependence of surface wave speeds. Comparison of these signatures with mantle flow models thus allows mantle dynamics to be unraveled on global and regional scales. However, existing self-consistent models of CPO evolution are computationally expensive when used in 3-D and/or time-dependent convection models. Here we propose a new method, called ANPAR, which is based on an analytical parameterisation of the crystallographic spin predicted by the second-order (SO) self-consistent theory. Our parameterisation runs approximately 2-3 x 10^4 times faster than the SO model and fits its predictions for CPO and crystallographic spin with a variance reduction > 99%. We illustrate the ANPAR model predictions for three uniform deformations (uniaxial compression, pure shear, simple shear) and for a corner-flow model of a spreading ridge. 	
1503.01703v1	http://arxiv.org/pdf/1503.01703v1	2015	A damage model for fracking	J. Quinn Norris|Donald L. Turcotte|John B. Rundle	  Injections of large volumes of water into tight shale reservoirs allows the extraction of oil and gas not previously accessible. This large volume "super" fracking induces damage that allows the oil and/or gas to flow to an extraction well. The purpose of this paper is to provide a model for understanding super fracking. We assume that water is injected from a small spherical cavity into a homogeneous elastic medium. The high pressure of the injected water generates hoop stresses that reactivate natural fractures in the tight shales. These fractures migrate outward as water is added creating a spherical shell of damaged rock. The porosity associated with these fractures is equal to the water volume injected. We obtain an analytic expression for this volume. We apply our model to a typical tight shale reservoir and show that the predicted water volumes are in good agreement with the volumes used in super fracking. 	
1504.07816v1	http://arxiv.org/pdf/1504.07816v1	2015	Evolutionary games of condensates in coupled birth-death processes	Johannes Knebel|Markus F. Weber|Torben Krueger|Erwin Frey	  Condensation phenomena arise through a collective behaviour of particles. They are observed in both classical and quantum systems, ranging from the formation of traffic jams in mass transport models to the macroscopic occupation of the energetic ground state in ultra-cold bosonic gases (Bose-Einstein condensation). Recently, it has been shown that a driven and dissipative system of bosons may form multiple condensates. Which states become the condensates has, however, remained elusive thus far. The dynamics of this condensation are described by coupled birth-death processes, which also occur in evolutionary game theory. Here, we apply concepts from evolutionary game theory to explain the formation of multiple condensates in such driven-dissipative bosonic systems. We show that vanishing of relative entropy production determines their selection. The condensation proceeds exponentially fast, but the system never comes to rest. Instead, the occupation numbers of condensates may oscillate, as we demonstrate for a rock-paper-scissors game of condensates. 	
1506.01170v1	http://arxiv.org/pdf/1506.01170v1	2015	A Game-Theoretic Model and Best-Response Learning Method for Ad Hoc   Coordination in Multiagent Systems	Stefano V. Albrecht|Subramanian Ramamoorthy	  The ad hoc coordination problem is to design an autonomous agent which is able to achieve optimal flexibility and efficiency in a multiagent system with no mechanisms for prior coordination. We conceptualise this problem formally using a game-theoretic model, called the stochastic Bayesian game, in which the behaviour of a player is determined by its private information, or type. Based on this model, we derive a solution, called Harsanyi-Bellman Ad Hoc Coordination (HBA), which utilises the concept of Bayesian Nash equilibrium in a planning procedure to find optimal actions in the sense of Bellman optimal control. We evaluate HBA in a multiagent logistics domain called level-based foraging, showing that it achieves higher flexibility and efficiency than several alternative algorithms. We also report on a human-machine experiment at a public science exhibition in which the human participants played repeated Prisoner's Dilemma and Rock-Paper-Scissors against HBA and alternative algorithms, showing that HBA achieves equal efficiency and a significantly higher welfare and winning rate. 	
1512.05078v1	http://arxiv.org/pdf/1512.05078v1	2015	Rate and state friction law as derived from atomistic processes at   asperities	Takahiro Hatano	  A theoretical account is given of the microscopic basis of the rate- and state-dependent friction (RSF) law. The RSF law describes rock friction quantitatively and therefore it is commonly used to model earthquakes and the related phenomena. But the RSF law is rather empirical and the theoretical basis has not been very clear. Here we derive the RSF law starting from constitutive laws for asperities, and give the atomistic expressions for the empirical RSF parameters. In particular, we show that both the length constant and the state variable are given as the 0th weighted power means of the corresponding microscopic quantities: a linear dimension and the contact duration of each asperity. As a result, evolution laws for the state variable can be derived systematically. We demonstrate that the aging and the slip laws can be derived and clarify the approximations behind these two major evolution laws. Additionally, the scaling properties of the length constant are clarified for fractal distribution of asperities. 	
1601.06585v1	http://arxiv.org/pdf/1601.06585v1	2016	Measurement of the Pressure induced by salt crystallization in   confinement	Julie Desarnaud|Daniel Bonn|Noushine Shahidzadeh	  Salt crystallization is a major cause of weathering of artworks, monuments and rocks. Damage will occur if crystals continue to grow in confinement, i.e. within the pore space of these materials generating mechanical stresses. We report on a novel method that allows to directly measure, at the microscale, the resulting pressure while visualizing the spontaneous nucleation and growth of alkali halide salts. The experiments reveal the crucial role of the wetting films between the growing crystal and the confining walls for the development of the pressure. The results suggest that the pressure originates from a charge repulsion between the similarly charged wall and the crystal separated by a ~1.5 nm salt solution film. Consequently, if the walls are made hydrophobic, no film and no crystallization pressure are detected. The magnitude of the pressure is system-specific and explains how a growing crystal exerts stresses at the scale of individual grains in porous materials. 	
1604.08410v1	http://arxiv.org/pdf/1604.08410v1	2016	Comparison between cell-centered and nodal based discretization schemes   for linear elasticity	Nilsen Halvor|Nordbotten Jan|Raynaud Xavier	  In this paper we study newly developed methods for linear elasticity on polyhedral meshes. Our emphasis is on applications of the methods to geological models. Models of subsurface, and in particular sedimentary rocks, naturally lead to general polyhedral meshes. Numerical methods which can directly handle such representation are highly desirable. Many of the numerical challenges in simulation of subsurface applications come from the lack of robustness and accuracy of numerical methods in the case of highly distorted grids. In this paper we investigate and compare the Multi-Point Stress Approximation (MPSA) and the Virtual Element Method (VEM) with regards to grid features that are frequently seen in geological models and likely to lead to a lack of accuracy of the methods. In particular we look how the methods perform near the incompressible limit. This work shows that both methods are promising for flexible modeling of subsurface mechanics. 	
1606.04840v2	http://arxiv.org/pdf/1606.04840v2	2016	Recent Tectonic Activity on Pluto Driven by Phase Changes in the Ice   Shell	Noah P. Hammond|Amy C. Barr|Edgar M. Parmentier	  The New Horizons spacecraft has found evidence for geologic activity on the surface of Pluto, including extensional tectonic deformation of its water ice bedrock (see Moore et al., 2016). One mechanism that could drive extensional tectonic activity is global surface expansion due to the partial freezing of an ocean. We use updated physical properties for Pluto and simulate its thermal evolution to understand the survival of a possible subsurface ocean. For thermal conductivities of rock less than 3 W m$^{-1}$ K$^{-1}$, an ocean forms and at least partially freezes, leading to recent extensional stresses in the ice shell. In scenarios where the ocean freezes and the ice shell is thicker than $260$ km, ice II forms and causes global volume contraction. Since there is no evidence for recent compressional tectonic features, we argue that ice II has not formed and that Pluto's ocean has likely survived to present day. 	
1607.04178v2	http://arxiv.org/pdf/1607.04178v2	2016	Presence of Exotic Electronic Surface States in LaBi and LaSb	X. H. Niu|D. F. Xu|Y. H. Bai|Q. Song|X. P. Shen|B. P. Xie|Z. Sun|Y. B. Huang|D. C. Peets|D. L. Feng	  Extremely high magnetoresistance (XMR) in the lanthanum monopnictides La$X$ ($X$ = Sb, Bi) has recently attracted interest in these compounds as candidate topological materials. However, their perfect electron-hole compensation provides an alternative explanation, so the possible role of topological surface states requires verification through direct observation. Our angle-resolved photoemission spectroscopy (ARPES) data reveal multiple Dirac-like surface states near the Fermi level in both materials. Intriguingly, we have observed circular dichroism in both surface and near-surface bulk bands. Thus the spin-orbit coupling-induced orbital and spin angular momentum textures may provide a mechanism to forbid backscattering in zero field, suggesting that surface and near-surface bulk bands may contribute strongly to XMR in La$X$. The extremely simple rock salt structure of these materials and the ease with which high-quality crystals can be prepared suggests that they may be an ideal platform for further investigation of topological matter. 	
1611.09635v3	http://arxiv.org/pdf/1611.09635v3	2017	Testability of evolutionary game dynamics models based on experimental   economics data	Yijia Wang|Xiaojie Chen|Zhijian Wang	  Understanding the dynamic processes of a real game system requires an appropriate dynamics model, and rigorously testing a dynamics model is non-trivial. In our methodological research, we develop an approach to testing the validity of game dynamics models that considers the dynamic patterns of angular momentum and speed as measurement variables. Using Rock-Paper-Scissors (RPS) games as an example, we illustrate the geometric patterns in the experiment data. We then derive the related theoretical patterns from a series of typical dynamics models. By testing the goodness-of-fit between the experimental and theoretical patterns, we show that the validity of these models can be evaluated quantitatively. Our approach establishes a link between dynamics models and experimental systems, which is, to the best of our knowledge, the most effective and rigorous strategy for ascertaining the testability of evolutionary game dynamics models. 	
1612.04446v1	http://arxiv.org/pdf/1612.04446v1	2016	Transport coherence in a time-asymmetric rocked ratchet model	Mamata Sahoo|A M Jayannavar	  We study the dynamics of an over damped Brownian particle in a saw tooth potential in the presence of a temporal asymmetric driving force. We observe that in the deterministic limit, the transport coherence, which is determined by a dimensionless quantity called Peclet number, $Pe$ is quite high for larger spatial asymmetry in the ratchet potential. For all the regime of parameter space of this model, $Pe$ follows the nature of current like Stokes efficiency. Diffusion as a function of amplitude of drive shows a minimum exactly at which the current shows a maximum. Unlike the previously studied models, the $Pe$ as a function of temperature shows a peaking behavior and the coherence in transport decreases for high temperatures. In the nonadiabatic regime, the $Pe$ as a function of amplitude of drive decreases and the peak gets broader as a result the transport becomes unreliable. 	
1702.02318v1	http://arxiv.org/pdf/1702.02318v1	2017	Resonant current in coupled inertial Brownian particles with   delayed-feedback control	Tianfu Gao|Zhigang Zheng|Jincan Chen	  The transport of a walker in rocking feedback-controlled ratchets are investigated. The walker consists of two coupled "feet" that allow the interchange of the order of the particles while the walker moves. In the underdamped case, the deterministic dynamics of the walker in a tilted asymmetric ratchet with an external periodic force is considered. It is found that the delayed feedback ratchets with a switching-on-and-off dependence of the states of the system can lead to the absolute negative mobility (ANM). In such a novel phenomenon the particles move against the bias. Moreover, the walker can acquire a series of resonant steps for different values of the current. Remarkably, it is interesting to find that the resonant current of the walker are induced by the phase locked motion that corresponds to the synchronization of the motion with the change in the frequency of the external driving. These resonant steps can be well predicted in terms of time-space symmetry analysis, which is in good agreement with dynamics simulations. The transport performances can be optimized and furthermore controlled by suitably adjusting the parameters of the delayed-feedback ratchets. 	
1702.03677v1	http://arxiv.org/pdf/1702.03677v1	2017	Origins of bond and spin order in rare-earth nickelate bulk and   heterostructures	Yi Lu|Zhicheng Zhong|Maurits W. Haverkort|Philipp Hansmann	  We analyze the charge- and spin response functions of rare-earth nickelates RNiO3 and their heterostructures using random-phase approximation in a two-band Hubbard model. The inter-orbital charge fluctuation is found to be the driving mechanism for the rock-salt type bond order in bulk RNiO3, and good agreement of the ordering temperature with experimental values is achieved for all RNiO3 using realistic crystal structures and interaction parameters. We further show that magnetic ordering in bulk is not driven by the spin fluctuation and should be instead explained as ordering of localized moments. This picture changes for low-dimensional heterostructures, where the charge fluctuation is suppressed and overtaken by the enhanced spin instability, which results in a spin-density-wave ground state observed in recent experiments. Predictions for spectroscopy allow for further experimental testing of our claims. 	
1705.07198v1	http://arxiv.org/pdf/1705.07198v1	2017	Laboratory spectra of hot molecules: data needs for hot super-Earth   exoplanets	Jonathan Tennyson|Sergei N. Yurchenko	  The majority of stars are now thought to support exoplanets. Many of those exoplanets discovered thus far are categorized as rocky objects with an atmosphere. Most of these objects are however hot due to their short orbital period. Models suggest that water is the dominant species in their atmospheres. The hot temperatures are expected to turn these atmospheres into a (high pressure) steam bath containing remains of melted rock. The spectroscopy of these hot rocky objects will be very different from that of cooler objects or hot gas giants. Molecules suggested to be important for the spectroscopy of these objects are reviewed together with the current status of the corresponding spectroscopic data. Perspectives of building a comprehensive database of linelist/cross sections applicable for atmospheric models of rocky super-Earths as part of the ExoMol project are discussed. The quantum-mechanical approaches used in linelist productions and their challenges are summarized. 	
1706.05315v1	http://arxiv.org/pdf/1706.05315v1	2017	Towards colloidal spintronics through Rashba spin-orbit interaction in   lead sulphide nanosheets	Mohammad Mehdi Ramin Moayed|Thomas Bielewicz|Martin Sebastian Zollner|Carmen Herrmann|Christian Klinke	  Employing the spin degree of freedom of charge carriers offers the possibility to extend the functionality of conventional electronic devices, while colloidal chemistry can be used to synthesize inexpensive and tuneable nanomaterials. In order to benefit from both concepts, Rashba spin-orbit interaction has been investigated in colloidal lead sulphide nanosheets by electrical measurements on the circular photo-galvanic effect. Lead sulphide nanosheets possess rock salt crystal structure, which is centrosymmetric. The symmetry can be broken by quantum confinement, asymmetric vertical interfaces and a gate electric field leading to Rashba-type band splitting in momentum space at the M points, which results in an unconventional selection mechanism for the excitation of the carriers. The effect, which is supported by simulations of the band structure using density functional theory, can be tuned by the gate electric field and by the thickness of the sheets. Spin-related electrical transport phenomena in colloidal materials open a promising pathway towards future inexpensive spintronic devices. 	
1707.03447v1	http://arxiv.org/pdf/1707.03447v1	2017	Coarsening with non-trivial in-domain dynamics: correlations and   interface fluctuations	Barton L. Brown|Michel Pleimling	  Using numerical simulations we investigate the space-time properties of a system in which spirals emerge within coarsening domains, thus giving rise to non-trivial internal dynamics. Initially proposed in the context of population dynamics, the studied six-species model exhibits growing domains composed of three species in a rock-paper-scissors relationship. Through the investigation of different quantities, such as space-time correlations and the derived characteristic length, autocorrelation, density of empty sites, and interface width, we demonstrate that the non-trivial dynamics inside the domains affects the coarsening process as well as the properties of the interfaces separating different domains. Domain growth, aging, and interface fluctuations are shown to be governed by exponents whose values differ from those expected in systems with curvature driven coarsening. 	
1710.06827v1	http://arxiv.org/pdf/1710.06827v1	2017	A non-ordinary peridynamics implementation for anisotropic materials	Gabriel Hattori|Jon Trevelyan|William M. Coombs	  Peridynamics (PD) represents a new approach for modelling fracture mechanics, where a continuum domain is modelled through particles connected via physical bonds. This formulation allows us to model crack initiation, propagation, branching and coalescence without special assumptions. Up to date, anisotropic materials were modelled in the PD framework as different isotropic materials (for instance, fibre and matrix of a composite laminate), where the stiffness of the bond depends on its orientation. A non-ordinary state-based formulation will enable the modelling of generally anisotropic materials, where the material properties are directly embedded in the formulation. Other material models include rocks, concrete and biomaterials such as bones. In this paper, we implemented this model and validated it for anisotropic composite materials. A composite damage criterion has been employed to model the crack propagation behaviour. Several numerical examples have been used to validate the approach, and compared to other benchmark solution from the finite element method (FEM) and experimental results when available. 	
1506.01274v3	http://arxiv.org/pdf/1506.01274v3	2016	On the possibility of Galactic Cosmic Ray-induced radiolysis-powered   life in subsurface environments in the Universe	Dimitra Atri	  Photosynthesis is a mechanism developed by terrestrial life to utilize the energy from photons of solar origin for biological use. Subsurface regions are isolated from the photosphere, and consequently are incapable of utilizing this energy. This opens up the opportunity for life to evolve alternate mechanisms for harvesting available energy. Bacterium Candidatus Desulforudis audaxviator, found 2.8 km deep in a South African mine, harvests energy from radiolysis, induced by particles emitted from radioactive U, Th and K present in surrounding rock. Another radiation source in the subsurface environments is secondary particles generated by Galactic Cosmic Rays (GCRs). Using Monte Carlo simulations, it is shown that it is a steady source of energy comparable to that produced by radioactive substances, and the possibility of a slow metabolizing life flourishing on it cannot be ruled out. Two mechanisms are proposed through which GCR-induced secondary particles can be utilized for biological use in subsurface environments: (1) GCRs injecting energy in the environment through particle-induced radiolysis, and (2) organic synthesis from GCR secondaries interacting with the medium. Laboratory experiments to test these hypotheses are also proposed. Implications of these mechanisms on finding life in the Solar System and elsewhere in the Universe are discussed. 	
1511.01891v1	http://arxiv.org/pdf/1511.01891v1	2015	Vortices determine the dynamics of biodiversity in cyclical interactions   with protection spillovers	Attila Szolnoki|Matjaz Perc	  If rock beats scissors and scissors beat paper, one might assume that rock beats paper too. But this is not the case for intransitive relationships that make up the famous rock-paper-scissors game. However, the sole presence of paper might prevent rock from beating scissors, simply because paper beats rock. This is the blueprint for the rock-paper-scissors game with protection spillovers, which has recently been introduced as a new paradigm for biodiversity in well-mixed microbial populations. Here we study the game in structured populations, demonstrating that protection spillovers give rise to spatial patterns that are impossible to observe in the classical rock-paper-scissors game. We show that the spatiotemporal dynamics of the system is determined by the density of stable vortices, which may ultimately transform to frozen states, to propagating waves, or to target waves with reversed propagation direction, depending further on the degree and type of randomness in the interactions among the species. If vortices are rare, the fixation to waves and complex oscillatory solutions is likelier. Moreover, annealed randomness in interactions favors the emergence of target waves, while quenched randomness favors collective synchronization. Our results demonstrate that protection spillovers may fundamentally change the dynamics of cyclic dominance in structured populations, and they outline the possibility of programming pattern formation in microbial populations. 	
1610.05070v1	http://arxiv.org/pdf/1610.05070v1	2016	A realistic transport model with pressure dependent parameters for gas   flow in tight porous media with application to determining shale rock   properties	Iftikhar Ali|Nadeem A. Malik	  Shale gas recovery has seen a major boom in recent years due to the increasing global energy demands; but the extraction technologies are very expensive. It is therefore important to develop realistic transport modelling and simulation methods, for porous rocks and porous media, that can compliment the field work. Here, a new nonlinear transport model for single phase gas flow in tight porous media is derived, incorporating many important physical processes that occur in such porous systems: continuous flow, transition flow, slip flow, Knudsen diffusion, adsorption and desorption in to and out of the rock material, and a correction for high flow rates (turbulence). This produces a nonlinear advection-diffusion type of partial differential equation (PDE) with pressure dependent model parameters and associated compressibility coefficients, and highly nonlinear apparent convective flux (velocity) and apparent diffusivity. An important application is to the determination of shale rock properties, such as porosity and permeability, by history matching of the the simulation results to data from pressure-pulse decay tests in a shale rock core sample [Pong K., Ho C., Liu J., Tai Y. Non-linear pressure distribution in uniform microchannels. ASME Fluids Eng. Div. (FED) Vol. 197, 51--56, (1994)]. The estimates of the rock porosity and the permeability from our model simulations are realistic of shale rocks, more realistic than obtained from previous models, and illustrates the potential of the modelling strategy presented here in producing accurate simulations of shale gas flow in tight reservoirs. 	
0209308v1	http://arxiv.org/pdf/cond-mat/0209308v1	2002	Scaling laws of creep rupture of fiber bundles	Ferenc Kun|Raul Cruz Hidalgo|Hans J. Herrmann|Karoly F. Pal	  We study the creep rupture of fiber composites in the framework of fiber bundle models. Two novel fiber bundle models are introduced based on different microscopic mechanisms responsible for the macroscopic creep behavior. Analytical and numerical calculations show that above a critical load the deformation of the creeping system monotonically increases in time resulting in global failure at a finite time $t_f$, while below the critical load the system suffers only partial failure and the deformation tends to a constant value giving rise to an infinite lifetime. It is found that approaching the critical load from below and above the creeping system is characterized by universal power laws when the fibers have long range interaction. The lifetime of the composite above the critical point has a universal dependence on the system size. 	
0305319v3	http://arxiv.org/pdf/cond-mat/0305319v3	2004	Entropy of Pseudo Random Number Generators	Stephan Mertens|Heiko Bauke	  Since the work of Ferrenberg et al.[PRL 69, (1992)] some pseudo random number generators are known to yield wrong results in cluster Monte Carlo simulations. In this contribution the fundamental mechanism behind this failure is discussed. Almost all random number generators calculate a new pseudo random number $x_i$ from preceding values, $x_i = f(x_{i-1}, x_{i-2},..., x_{i-q})$. Failure of these generators in cluster Monte Carlo simulations and related experiments can be attributed to the low entropy of the production rule $f()$ conditioned on the statistics of the input values $x_{i-1},...,x_{i-q}$. Being a measure only of the arithmetic operations in the generator rule, the conditional entropy is independent of the lag in the recurrence or the period of the sequence. In that sense it measures a more profound quality of a random number generator than empirical tests with their limited horizon. 	
0411019v1	http://arxiv.org/pdf/cs/0411019v1	2004	Programmable Ethernet Switches and Their Applications	Srikant Sharma|Tzi-cker Chiueh	  Modern Ethernet switches support many advanced features beyond route learning and packet forwarding such as VLAN tagging, IGMP snooping, rate limiting, and status monitoring, which can be controlled through a programmatic interface. Traditionally, these features are mostly used to statically configure a network. This paper proposes to apply them as dynamic control mechanisms to maximize physical network link resources, to minimize failure recovery time, to enforce QoS requirements, and to support link-layer multicast without broadcasting. With these advanced programmable control mechanisms, standard Ethernet switches can be used as effective building blocks for metropolitan-area Ethernet networks (MEN), storage-area networks (SAN), and computation cluster interconnects. We demonstrate the usefulness of this new level of control over Ethernet switches with a MEN architecture that features multi-fold throughput gains and sub-second failure recovery time. 	
0607201v1	http://arxiv.org/pdf/physics/0607201v1	2006	A two phase harmonic model for left ventricular function	S. Dubi|C. Dubi|Y. Dubi	  A minimal model for mechanical motion of the left ventricle is proposed. The model assumes the left ventricle to be a harmonic oscillator with two distinct phases, simulating the systolic and diastolic phases, at which both the amplitude and the elastic constant of the oscillator are different. Taking into account the pressure within the left ventricle, the model shows qualitative agreement with functional parameters of the left ventricle. The model allows for a natural explanation of heart failure with preserved systolic left ventricular function, also termed diastolic heart failure. Specifically, the rise in left ventricular filling pressures following increased left-ventricular wall stiffness is attributed to a mechanism aimed at preserving heart rate and cardiac output. 	
0106072v6	http://arxiv.org/pdf/quant-ph/0106072v6	2003	"Quantal" behavior in classical probability	K. A. Kirkpatrick	  A number of phenomena generally believed characteristic of quantum mechanics and seen as interpretively problematic--the incompatibility and value-indeterminacy of variables, the non-existence of dispersion-free states, the failure of the standard marginal-probability formula, the failure of the distributive law of disjunction and interference--are exemplified in an emphatically non-quantal system: a deck of playing cards. Thus the appearance, in quantum mechanics, of incompatibility and these associated phenomena requires neither explanation nor interpretation. 	
0705.3694v1	http://arxiv.org/pdf/0705.3694v1	2007	Calculation of The Lifetimes of Thin Stripper Targets Under Bombardment   of Intense Pulsed Ions	S. G. Lebedev|A. S. Lebedev	  The problems of stripper target behavior in the nonstationary intense particle beams are considered. The historical sketch of studying of radiation damage failure of carbon targets under ion bombardment is presented. The simple model of evaporation of a target by an intensive pulsing beam is supposed. Stripper foils lifetimes in the nonstationary intense particle can be described by two failure mechanisms: radiation damage accumulation and evaporation of target. At the maximal temperatures less than 2500K the radiation damage are dominated; at temperatures above 2500K the mechanism of evaporation of a foil prevails. The proposed approach has been applied to the discription of behaviour of stripper foils in the BNL linac and SNS conditions. 	
0705.4321v2	http://arxiv.org/pdf/0705.4321v2	2007	Coulomb oscillations as a remedy for the helium atom	Manfred Bucher	  The largest failure of the old, Bohr-Sommerfeld quantum theory was with the helium atom. It brought about the theory's demise. I show that this failure does not originate, as commonly believed, with the orbit concept per se. Instead, it was caused by the wrong choice of orbits, compounded by ignorance of the exclusion principle. Choosing semiclassical electron oscillations through the He nucleus, I calculate a singlet ground-state energy that rivals in accuracy with quantum-mechanical results. The same method reveals Bohr's historic energy value as the forbidden triplet ground state--a result beyond the reach of quantum mechanics. At the qualitative level, the concept of Coulomb oscillations visually explains the major features in the He double spectrum in terms of crossed or parallel orbit orientation. 	
