id	link	date	title	authors	summary
1311.5072v1	http://arxiv.org/pdf/1311.5072v1	2013	Inferring network topology via the propagation process	An Zeng	  Inferring the network topology from the dynamics is a fundamental problem with wide applications in geology, biology and even counter-terrorism. Based on the propagation process, we present a simple method to uncover the network topology. The numerical simulation on artificial networks shows that our method enjoys a high accuracy in inferring the network topology. We find the infection rate in the propagation process significantly influences the accuracy, and each network is corresponding to an optimal infection rate. Moreover, the method generally works better in large networks. These finding are confirmed in both real social and nonsocial networks. Finally, the method is extended to directed networks and a similarity measure specific for directed networks is designed. 	
1401.0861v1	http://arxiv.org/pdf/1401.0861v1	2014	The Sanford Underground Research Facility at Homestake	J. Heise	  The former Homestake gold mine in Lead, South Dakota is being transformed into a dedicated laboratory to pursue underground research in rare-process physics, as well as offering research opportunities in other disciplines such as biology, geology and engineering. A key component of the Sanford Underground Research Facility (SURF) is the Davis Campus, which is in operation at the 4850-foot level (4300 m.w.e) and currently hosts three projects: the LUX dark matter experiment, the MAJORANA DEMONSTRATOR neutrinoless double-beta decay experiment and the CUBED low-background counter. Plans for possible future experiments at SURF are well underway and include long baseline neutrino oscillation experiments, future dark matter experiments as well as nuclear astrophysics accelerators. Facility upgrades to accommodate some of these future projects have already started. SURF is a dedicated facility with significant expansion capability. 	
1401.3790v1	http://arxiv.org/pdf/1401.3790v1	2014	Detection of Phase Shift Events	William Marshall|Paul Marriott	  We consider the problem of change-point estimation of the instantaneous phase of an observed time series. Such change points, or phase shifts, can be markers of information transfer in complex systems; their analysis occurring in geology, biology and physics, but most notably in neuroscience. We develop two non-parametric approaches to this problem: the cumulative summation (CUSUM) and phase derivative (PD) estimators. In general the CUSUM estimator has higher power for identifying single shift events, while the PD estimator has better temporal resolution for multiple ones. A system of weakly coupled Rossler attractors provides an application in which there are high levels of systematic and time-dependent noise. Shift identification is also performed on beta-band activity from electroencephalogram recordings of a visual attention task, an unsupervised application which requires high temporal resolution. 	
1410.5011v6	http://arxiv.org/pdf/1410.5011v6	2017	A Dirichlet Regression Model for Compositional Data with Zeros	Michail Tsagris|Connie Stewart	  Compositional data are met in many different fields, such as economics, archaeometry, ecology, geology and political sciences. Regression where the dependent variable is a composition is usually carried out via a log-ratio transformation of the composition or via the Dirichlet distribution. However, when there are zero values in the data these two ways are not readily applicable. Suggestions for this problem exist, but most of them rely on substituting the zero values. In this paper we adjust the Dirichlet distribution when covariates are present, in order to allow for zero values to be present in the data, without modifying any values. To do so, we modify the log-likelihood of the Dirichlet distribution to account for zero values. Examples and simulation studies exhibit the performance of the zero adjusted Dirichlet regression. 	
1412.7498v1	http://arxiv.org/pdf/1412.7498v1	2014	Square ice in graphene nanocapillaries	G. Algara-Siller|O. Lehtinen|F. C. Wang|R. R. Nair|U. Kaiser|H. A. Wu|I. V. Grigorieva|A. K. Geim	  Adsorbed layers of water are ubiquitously present at surfaces and fill in microscopic pores, playing a central role in many phenomena in such diverse fields as materials science, geology, biology, tribology, nanotechnology. Despite such importance, the crystal structure of nanoconfined water remains largely unknown. Here we report high-resolution electron microscopy of mono- and few- layers of water confined between two graphene sheets, an archetypal example of hydrophobic confinement. Confined water is found to form square ice at room temperature - a phase with symmetry principally different from the conventional tetrahedral geometry of hydrogen bonding. The square ice has a high packing density with a lattice constant of 2.83 angstrom and during TEM observation assembles in bi- and tri- layer crystallites exhibiting AA stacking. Our findings are important for understanding of interfacial phenomena and, in particular, shed light on ultrafast transport of water through hydrophobic nanocapillaries. Our MD simulations show that square ice is likely to be common inside hydrophobic nanochannels, independent of their exact atomic makeup. 	
1510.06604v1	http://arxiv.org/pdf/1510.06604v1	2015	Internal structure of Pluto and Charon with an iron core	A. Aitta	  Pluto has been observed by the New Horizons space probe to have some relatively fresh ice on the old ices covering most of the surface. Pluto was thought to consist of only a rocky core below the ice. Here I show that Pluto can have an iron core, as can also its companion Charon, which has recently been modelled to have one. The presence of an iron core means the giant impact origin calculations should be redone to include iron and thus higher temperatures. An iron core leads to the possibility of a different geology. An originally molten core becomes solid later, with contraction and a release of latent heat. The space vacated allows the upper rock layers to flow downwards at some locations at the surface of the core, and some of the ice above the rock to descend, filling the spaces left by the rock motion downwards. These phenomena can lead to the forces recently deforming the icy surface of Pluto, and in a lesser way, of Charon. 	
1511.07600v1	http://arxiv.org/pdf/1511.07600v1	2015	A novel, divergence based, regression for compositional data	Michail Tsagris	  In compositional data, an observation is a vector with non-negative components which sum to a constant, typically 1. Data of this type arise in many areas, such as geology, archaeology, biology, economics and political science amongst others. The goal of this paper is to propose a new, divergence based, regression modelling technique for compositional data. To do so, a recently proved metric which is a special case of the Jensen-Shannon divergence is employed. A strong advantage of this new regression technique is that zeros are naturally handled. An example with real data and simulation studies are presented and are both compared with the log-ratio based regression suggested by Aitchison in 1986. 	
1512.03595v1	http://arxiv.org/pdf/1512.03595v1	2015	Effective interaction potential for amorphous silica from ab initio   simulations	Antoine Carre|Simona Ispas|Jurgen Horbach|Walter Kob	  We discuss a novel approach that allows to obtain effective potentials from ab initio trajectories. Our method consists in fitting the weighted radial distribution functions obtained from the ab initio data with the ones obtained from simulations with the effective potential, and using the parameters of the latter as fitting variables. As a case study, we consider the example of amorphous silica, a material that is highly relevant in the field of glass science as well as in geology. Our approach is able to obtain an effective potential that gives a better description with respect to structural and thermodynamic properties than the potential proposed by van Beest, Kramer, and van Santen, and that has been very frequently used as a model for amorphous silica. In parallel, we have also used the so-called "force matching" approach proposed by Ercolessi and Adams to obtain an effective potential. We demonstrate that for the case of silica this method does not yield a reliable potential and discuss the likely origin for this failure. 	
1605.01146v1	http://arxiv.org/pdf/1605.01146v1	2016	A note on Bayesian wavelet-based estimation of scaling	Minkyoung Kang|Brani Vidakovic	  A number of phenomena in various fields such as geology, atmospheric sciences, economics, to list a few, can be modeled as a fractional Brownian motion indexed by Hurst exponent $H$. This exponent is related to the degree of regularity and self-similarity present in the signal, and it often captures important characteristics useful in various applications. Given its importance, a number of methods have been developed for the estimation of the Hurst exponent. Typically, the proposed methods do not utilize prior information about scaling of a signal. Some signals are known to possess a theoretical value of the Hurst exponent, which motivates us to propose a Bayesian approach that incorporates this information via a suitable elicited prior distribution on $H$.   This significantly improves the accuracy of the estimation, as we demonstrate by simulations. Moreover, the proposed method is robust to small misspecifications of the prior location. The proposed method is applied to a turbulence time series for which Hurst exponent is theoretically known by Kolmogorov's K41 theory. 	
1702.02522v1	http://arxiv.org/pdf/1702.02522v1	2017	Stable high-pressure phases in the H-S system determined by chemically   reacting hydrogen and sulfur	Alexander F. Goncharov|Sergey S. Lobanov|Vitali B. Prakapenka|Eran Greenberg	  Synchrotron X-ray diffraction and Raman spectroscopy have been used to study chemical reactions of molecular hydrogen (H2) with sulfur (S) at high pressures. We find theoretically predicted Cccm and Im-3m H3S to be the reaction products at 50 and 140 GPa, respectively. Im-3m H3S is a stable crystalline phase above 140 GPa and it transforms to R3m H3S on pressure release below 140 GPa. The latter phase is (meta)stable down to at least 70 GPa where it transforms to Cccm H3S upon annealing (T<1300 K) to overcome the kinetic hindrance. Cccm H3S has an extended structure with symmetric hydrogen bonds at 50 GPa and upon decompression it experiences a transformation to a molecular mixed H2S-H2 structure below 40 GPa without any apparent change in the crystal symmetry. 	
1704.06952v1	http://arxiv.org/pdf/1704.06952v1	2017	A Two-dimensional Dirac fermion microscope	Peter Bøggild|Jose M. Caridad|Christoph Stampfer|Gaetano Galogero|Nick Papior|Mads Brandbyge	  The electron microscope has been a powerful, highly versatile workhorse in the fields of material and surface science, micro and nanotechnology, biology and geology, for nearly 80 years. The advent of two-dimensional materials opens new possibilities for realising an analogy to electron microscopy in the solid state. Here we provide a perspective view on how a two-dimensional (2D) Dirac fermion-based microscope can be realistically implemented and operated, using graphene as a vacuum chamber for ballistic electrons. We use semiclassical simulations to propose concrete architectures and design rules of 2D electron guns, deflectors, tunable lenses and various detectors. The simulations show how simple objects can be imaged with well-controlled and collimated in-plane beams consisting of relativistic charge carriers. Finally, we discuss the potential of such microscopes for investigating edges, terminations and defects, as well as interfaces, including external nanoscale structures such as adsorbed molecules, nanoparticles or quantum dots. 	
1706.05030v1	http://arxiv.org/pdf/1706.05030v1	2017	On optimal tests for rotational symmetry against new classes of   hyperspherical distributions	Eduardo Garcia-Portugues|Davy Paindaveine|Thomas Verdebout	  Motivated by the central role played by rotationally symmetric distributions in directional statistics, we consider the problem of testing rotational symmetry on the hypersphere. We adopt a semiparametric approach and tackle the situations where the location of the symmetry axis is either specified or unspecified. For each problem, we define two tests and study their asymptotic properties under very mild conditions. We introduce two new classes of directional distributions that extend the rotationally symmetric class and are of independent interest. We prove that each test is locally asymptotically maximin, in the Le Cam sense, for one kind of the alternatives given by the new classes of distributions, both for specified and unspecified symmetry axis. The tests, aimed to detect location-like and scatter-like alternatives, are combined into a convenient hybrid test that is consistent against both alternatives. A Monte Carlo study illustrates the finite-sample performances of the tests and corroborates empirically the theoretical findings. Finally, we apply the tests for assessing rotational symmetry in two real data examples coming from geology and proteomics. 	
1707.00590v1	http://arxiv.org/pdf/1707.00590v1	2017	Optical Imaging of Surface Chemistry and Dynamics in Confinement	Carlos Macias-Romero|Igor Nahalka|Halil I. Okur|Sylvie Roke	  The interfacial structure and dynamics of water in a microscopically confined geometry is imaged in three dimensions and on millisecond time scales. We developed a 3D wide-field second harmonic microscope that employs structured illumination. We image pH induced chemical changes on the curved and confined inner and outer surfaces of a cylindrical glass micro-capillary immersed in aqueous solution. The image contrast reports on the orientational order of interfacial water, induced by charge-dipole interactions between water molecules and surface charges. The images constitute surface potential maps. Spatially resolved surface pKa,s values are determined for the silica deprotonation reaction. Values range from 2.3<pKa,s<10.7, highlighting the importance of surface heterogeneities. Water molecules that rotate along an oscillating external electric field are also imaged. With this approach, real time movies of surface processes that involve flow, heterogeneities and potentials can be made, which will further developments in electrochemistry, geology, catalysis, biology, and microtechnology. 	
1707.04321v1	http://arxiv.org/pdf/1707.04321v1	2017	Feasibility and applications of the spin-echo modulation option for a   small angle neutron scattering instrument at the European Spallation Source	André Kusmin|Wim G. Bouwman|Ad A. van Well|Catherine Pappas	  We describe theoretical and practical aspects of spin-echo modulated small-angle neutron scattering (SEMSANS) as well as the potential combination with SANS. Based on the preliminary technical designs of SKADI (a SANS instrument proposed for the European Spallation Source) and a SEMSANS add-on, we assess the practicability, feasibility and scientific merit of a combined SANS and SEMSANS setup by calculating tentative SANS and SEMSANS results for soft matter, geology and advanced material samples that have been previously studied by scattering methods. We conclude that lengths from 1 nm up to 0.01 mm can be observed simultaneously in a single measurement. Thus, the combination of SANS and SEMSANS instrument is suited for the simultaneous observation of a wide range of length scales, e.g. for time-resolved studies of kinetic processes in complex multiscale systems. 	
1707.08693v4	http://arxiv.org/pdf/1707.08693v4	2018	Multiaxis atom interferometry with a single diode laser and a pyramidal   magneto-optical trap	Xuejian Wu|Fei Zi|Jordan Dudley|Ryan J. Bilotta|Philip Canoza|Holger Müller	  Atom interferometry has become one of the most powerful technologies for precision measurements. To develop simple, precise, and versatile atom interferometers for inertial sensing, we demonstrate an atom interferometer measuring acceleration, rotation, and inclination by pointing Raman beams toward individual faces of a pyramidal mirror. Only a single diode laser is used for all functions, including atom trapping, interferometry, and detection. Efficient Doppler-sensitive Raman transitions are achieved without the velocity selecting the atom sample, and with zero differential AC Stark shift between the cesium hyperfine ground states, increasing signal-to-noise and suppressing systematic effects. We measure gravity along two axes (vertical and 45$^\circ$ to the vertical), rotation, and inclination with sensitivities of 6$\,\mu$m/s$^2/\sqrt{\rm Hz}$, 300$\,\mu$rad/s/$\sqrt{\rm Hz}$, and 4$\,\mu$rad/$\sqrt{\rm Hz}$, respectively. This work paves the way toward deployable multiaxis atom interferometers for geodesy, geology, or inertial navigation. 	
1708.07804v1	http://arxiv.org/pdf/1708.07804v1	2017	BAMBI: An R package for Fitting Bivariate Angular Mixture Models	Saptarshi Chakraborty|Samuel W. K. Wong	  Statistical analyses of directional or angular data have applications in a variety of fields, such as geology, meteorology and bioinformatics. There is substantial literature on descriptive and inferential techniques for univariate angular data, with the bivariate (or more generally, multivariate) cases receiving more attention in recent years. However, there is a lack of software implementing inferential techniques in practice, especially in the bivariate situation. In this article, we introduce BAMBI, an R package for analyzing bivariate (and univariate) angular data using Bayesian methods. In this R package, we implement three bivariate (viz., bivariate wrapped normal, von Mises sine and von Mises cosine) and two univariate (viz., univariate wrapped normal and von Mises) angular distributions. BAMBI provides Bayesian methods for modeling angular data using finite mixtures of these distributions. We also provide functions for visual and numerical diagnostics and Bayesian inference for the fitted models. In this article, we first provide a brief review of the distributions and techniques used in BAMBI, then describe the capabilities of the package, and finally conclude with demonstrations of mixture model fitting using BAMBI on the two real datasets included in the package, one univariate and one bivariate. 	
1710.05005v1	http://arxiv.org/pdf/1710.05005v1	2017	First Principles Free-Energy Theory of Solvation with Atomic Scale   Liquid Structure	Kendra Letchworth-Weaver|Ravishankar Sundararaman|T. A. Arias	  Quantum-chemical processes in liquid environments impact broad areas of science, from molecular biology to geology to electrochemistry. While density-functional theory (DFT) has enabled efficient quantum-mechanical calculations which profoundly impact understanding of atomic-scale phenomena, realistic description of the liquid remains a challenge. Here, we present an approach based on joint density-functional theory (JDFT) which addresses this challenge by leveraging the DFT approach not only for the quantum mechanics of the electrons in a solute, but also simultaneously for the statistical mechanics of the molecules in a surrounding equilibrium liquid solvent. Specifically, we develop a new universal description for the interaction of electrons with an arbitrary liquid, providing the missing link to finally transform JDFT into a practical tool for the realistic description of chemical processes in solution. This approach predicts accurate solvation free energies and surrounding atomic-scale liquid structure for molecules and surfaces in multiple solvents without refitting, all at a fraction of the computational cost of methods of comparable detail and accuracy. To demonstrate the potential impact of this method, we determine the structure of the solid/liquid interface, offering compelling agreement with more accurate (but much more computationally intensive) theories and with X-ray reflectivity measurements. 	
1710.11584v1	http://arxiv.org/pdf/1710.11584v1	2017	The Sanford Underground Research Facility	Jaret Heise	  The former Homestake gold mine in Lead, South Dakota, has been transformed into a dedicated facility to pursue underground research in rare-process physics, as well as offering unique research opportunities in other disciplines. The Sanford Underground Research Facility (SURF) includes two main campuses at the 4850-foot level (4300 m.w.e.) -- the Davis Campus and the Ross Campus -- that host a range of significant physics projects: the LUX dark matter experiment, the MAJORANA DEMONSTRATOR neutrinoless double-beta decay experiment and the CASPAR nuclear astrophysics accelerator. Furthermore, the BHUC Ross Campus laboratory dedicated to critical material assays for current and future experiments has been operating since Fall 2015. Research efforts in biology, geology and engineering have been underway at SURF for 10 years and continue to be a strong component of the SURF research program. Plans to accommodate future experiments at SURF are well advanced and include geothermal-related projects, the next generation direct-search dark matter experiment LUX-ZEPLIN (LZ) and the Fermilab-led international Deep Underground Neutrino Experiment (DUNE) at the Long Baseline Neutrino Facility (LBNF). SURF is a dedicated research facility with significant expansion capability, and applications from other experiments are welcome. 	
1802.06276v1	http://arxiv.org/pdf/1802.06276v1	2018	Interactive Estimation of the Fractal Properties of Carbonate Rocks	Adewale Amosu|Hamdi Mahmood|Paul Ofoche|Mohamed Imsalem	  Scale invariance of intrinsic patterns is an important concept in geology that can be observed in numerous geological objects and phenomena. These geological objects and phenomena are described as containing statistically selfsimilar patterns often modeled with fractal geometry. Fractal geometry has been used extensively to characterize pore space and fracture distribution of both carbonate and clastic rocks as well as the transport properties of porous media and fluid flow in reservoirs. The fractal properties are usually estimated from thin-section photomicrograph images or scanning electron microscope images. For complex rock such as carbonate rocks, automatic feature detection methods are often inaccurate. In addition, the rocks may be have been subjected to facies selective diagenesis which preferentially affect some of the rock fabric, thus increasing the difficulty in automatic detection of certain features. We present an interactive program, GeoBoxCount, for analyzing thin-section images and calculating the fractal dimension interactively. The program relies on the geologists insight in interpreting the features of interest; this significantly improves the accuracy of feature selection. The program provides two options for calculating the fractal dimension: the Hausdorff and the Minkowsi-Bouligand box-counting methods. 	
1604.05702v1	http://arxiv.org/pdf/1604.05702v1	2016	The Geology of Pluto and Charon Through the Eyes of New Horizons	Jeffrey M. Moore|William B. McKinnon|John R. Spencer|Alan D. Howard|Paul M. Schenk|Ross A. Beyer|Francis Nimmo|Kelsi N. Singer|Orkan M. Umurhan|Oliver L. White|S. Alan Stern|Kimberly Ennico|Cathy B. Olkin|Harold A. Weaver|Leslie A. Young|Richard P. Binzel|Marc W. Buie|Bonnie J. Buratti|Andrew F. Cheng|Dale P. Cruikshank|Will M. Grundy|Ivan R. Linscott|Harold J. Reitsema|Dennis C. Reuter|Mark R. Showalter|Veronica J. Bray|Carrie L. Chavez|Carly J. A. Howett|Tod R. Lauer|Carey M. Lisse|Alex Harrison Parker|S. B. Porter|Simon J. Robbins|Kirby Runyon|Ted Stryk|Henry B. Throop|Constantine C. C. Tsang|Anne J. Verbiscer|Amanda M. Zangari|Andrew L. Chaikin|Don E. Wilhelms	  NASA's New Horizons spacecraft has revealed the complex geology of Pluto and Charon. Pluto's encounter hemisphere shows ongoing surface geological activity centered on a vast basin containing a thick layer of volatile ices that appears to be involved in convection and advection, with a crater retention age no greater than $\approx$10 Ma. Surrounding terrains show active glacial flow, apparent transport and rotation of large buoyant water-ice crustal blocks, and pitting, likely by sublimation erosion and/or collapse. More enigmatic features include tall mounds with central depressions that are conceivably cryovolcanic, and ridges with complex bladed textures. Pluto also has ancient cratered terrains up to ~4 Ga old that are extensionally fractured and extensively mantled and perhaps eroded by glacial or other processes. Charon does not appear to be currently active, but experienced major extensional tectonism and resurfacing (probably cryovolcanic) nearly 4 billion years ago. Impact crater populations on Pluto and Charon are not consistent with the steepest proposed impactor size-frequency distributions proposed for the Kuiper belt. 	
0509403v1	http://arxiv.org/pdf/astro-ph/0509403v1	2005	Space and Ground Based Pulsation Data of Eta Bootis Explained with   Stellar Models Including Turbulence	Christian W. Straka|Pierre Demarque|D. B. Guenther|Linghuai Li|Frank J. Robinson	  The space telescope MOST is now providing us with extremely accurate low frequency p-mode oscillation data for the star Eta Boo. We demonstrate in this paper that these data, when combined with ground based measurements of the high frequency p-mode spectrum, can be reproduced with stellar models that include the effects of turbulence in their outer layers. Without turbulence, the l=0 modes of our models deviate from either the ground based or the space data by about 1.5-4.0 micro Hz. This discrepancy can be completely removed by including turbulence in the models and we can exactly match 12 out of 13 MOST frequencies that we identified as l=0 modes in addition to 13 out of 21 ground based frequencies within their observational 2 sigma tolerances. The better agreement between model frequencies and observed ones depends for the most part on the turbulent kinetic energy which was taken from a 3D convection simulation for the Sun. 	
9807305v1	http://arxiv.org/pdf/cond-mat/9807305v1	1998	Earthquakes: from chemical alteration to mechanical rupture	D. Sornette	  In the standard rebound theory of earthquakes, elastic deformation energy is progressively stored in the crust until a threshold is reached at which it is suddenly released in an earthquake. We review three important paradoxes, the strain paradox, the stress paradox and the heat flow paradox, that are difficult to account for in this picture, either individually or when taken together. Resolutions of these paradoxes usually call for additional assumptions on the nature of the rupture process (such as novel modes of deformations and ruptures) prior to and/or during an earthquake, on the nature of the fault and on the effect of trapped fluids within the crust at seismogenic depths. We review the evidence for the essential importance of water and its interaction with the modes of deformations. Water is usually seen to have mainly the mechanical effect of decreasing the normal lithostatic stress in the fault core on one hand and to weaken rock materials via hydrolytic weakening and stress corrosion on the other hand. We also review the evidences that water plays a major role in the alteration of minerals subjected to finite strains into other structures in out-of-equilibrium conditions. This suggests novel exciting routes to understand what is an earthquake, that requires to develop a truly multidisciplinary approach involving mineral chemistry, geology, rupture mechanics and statistical physics. 	
0209030v1	http://arxiv.org/pdf/cs/0209030v1	2002	Extremal Optimization: an Evolutionary Local-Search Algorithm	Stefan Boettcher|Allon G. Percus	  A recently introduced general-purpose heuristic for finding high-quality solutions for many hard optimization problems is reviewed. The method is inspired by recent progress in understanding far-from-equilibrium phenomena in terms of {\em self-organized criticality,} a concept introduced to describe emergent complexity in physical systems. This method, called {\em extremal optimization,} successively replaces the value of extremely undesirable variables in a sub-optimal solution with new, random ones. Large, avalanche-like fluctuations in the cost function self-organize from this dynamics, effectively scaling barriers to explore local optima in distant neighborhoods of the configuration space while eliminating the need to tune parameters. Drawing upon models used to simulate the dynamics of granular media, evolution, or geology, extremal optimization complements approximation methods inspired by equilibrium statistical physics, such as {\em simulated annealing}. It may be but one example of applying new insights into {\em non-equilibrium phenomena} systematically to hard optimization problems. This method is widely applicable and so far has proved competitive with -- and even superior to -- more elaborate general-purpose heuristics on testbeds of constrained optimization problems with up to $10^5$ variables, such as bipartitioning, coloring, and satisfiability. Analysis of a suitable model predicts the only free parameter of the method in accordance with all experimental results. 	
0409031v1	http://arxiv.org/pdf/cs/0409031v1	2004	Field Geology with a Wearable Computer: First Results of the Cyborg   Astrobiologist System	Patrick C. McGuire|Javier Gomez-Elvira|Jose Antonio Rodriguez-Manfredi|Eduardo Sebastian-Martinez|Jens Ormo|Enrique Diaz-Martinez|Helge Ritter|Markus Oesker|Robert Haschke|Joerg Ontrup	  We present results from the first geological field tests of the `Cyborg Astrobiologist', which is a wearable computer and video camcorder system that we are using to test and train a computer-vision system towards having some of the autonomous decision-making capabilities of a field-geologist. The Cyborg Astrobiologist platform has thus far been used for testing and development of these algorithms and systems: robotic acquisition of quasi-mosaics of images, real-time image segmentation, and real-time determination of interesting points in the image mosaics. The hardware and software systems function reliably, and the computer-vision algorithms are adequate for the first field tests. In addition to the proof-of-concept aspect of these field tests, the main result of these field tests is the enumeration of those issues that we can improve in the future, including: dealing with structural shadow and microtexture, and also, controlling the camera's zoom lens in an intelligent manner. Nonetheless, despite these and other technical inadequacies, this Cyborg Astrobiologist system, consisting of a camera-equipped wearable-computer and its computer-vision algorithms, has demonstrated its ability of finding genuinely interesting points in real-time in the geological scenery, and then gathering more information about these interest points in an automated manner. 	
0209047v1	http://arxiv.org/pdf/gr-qc/0209047v1	2002	Theories of Everything and Hawking's Wave Function of the Universe	James B. Hartle	  If a cat, a cannonball, and an economics textbook are all dropped from the same height, they fall to the ground with exactly the same acceleration under the influence of gravity. This equality of gravitational accelerations of different things is one of the most accurately tested laws of physics. That law, however, tells us little about cats, cannonballs, or economics. This lecture expands on this theme to address the question of what features of our world are predicted by a fundamental ``theory of everything'' governing the regularities exhibited universally by all physical systems. This may consist of two parts: a dynamical law governing regularities in time (e.g superstring theory) and a law of cosmological initial condition governing mostly regularities in space (e.g. Hawking's no-boundary initial condition). The lecture concludes that: (1) ``A theory of everything'' is not a theory of everything in a quantum mechanical universe. (2) If the laws are short enough to be discoverable then they are probably too short to predict everything. (3) The regularities of human history, economics, biology, geology, etc are consistent with the fundamental laws of physics but do not follow from them. (Public lecture given at The Future of Theoretical Physics and Cosmology: Stephen Hawking 60th Birthday Symposium.) 	
0512118v2	http://arxiv.org/pdf/physics/0512118v2	2007	Komatiites: From Earth's Geological Settings to Planetary and   Astrobiological Contexts	Delphine Nna-Mvondo|Jesus Martinez-Frias	  Komatiites are fascinating volcanic rocks. They are among the most ancient lavas of the Earth following the 3.8 Ga pillow basalts at Isua and they represent some of the oldest ultramafic magmatic rocks preserved in the Earth's crust at 3.5 Ga. This fact, linked to their particular features (high magnesium content, high melting temperatures, low dynamic viscosities, etc.), has attracted the community of geoscientists since their discovery in the early sixties, who have tried to determine their origin and understand their meaning in the context of the terrestrial mantle evolution. In addition, it has been proposed that komatiites are not restricted to our planet, but they could be found in other extraterrestrial setting in our Solar System (particularly in Mars and Io). It is important to note that komatiites may be extremely significant in the study of the origins and evolution of Life on Earth. They not only preserve essential geochemical clues of the interaction between the pristine Earth rocks and atmosphere, but also may have been potential suitable sites for biological processes to develop. Thus, besides reviewing the main geodynamic, petrological and geochemical characteristics of komatiites, this paper also aims to widen their investigation beyond the classical geological prospect, calling attention to them as attracting rocks for research in planetology and astrobiology. 	
0605239v2	http://arxiv.org/pdf/physics/0605239v2	2006	Amplification and Increased Duration of Earthquake Motion on Uneven   Stress-Free Ground	Armand Wirgin|Jean-Philippe Groby	  When a flat stress-free surface (i.e., the ground in seismological applications) separating air from a isotropic, homogeneous or horizontally-layered, solid substratum is solicited by a SH plane body wave incident in the substratum, the response in the substratum is a single specularly-reflected body wave. When the stress-free condition, equivalent to vanishing surface impedance, is relaxed by the introduction of a {spatially- constant, non- vanishing surface impedance}, the response in the substratum is again a single reflected body wave whose amplitude is less than the one in the situation of a stress-free ground. When the stress-free condition is relaxed by the introduction of a a {spatially-modulated surface impedance}, which simulates the action of an uneven (i.e., not entirely-flat) ground, the frequency-domain response takes the form of a spectrum of {plane body waves} and {surface waves} and {resonances} are produced at the frequencies of which one or several surface wave amplitudes can become large. It is shown, that at resonance, the amplitude of one, or of several, components of the motion on the surface can be amplified with respect to the situation in which the surface impedance is either constant or vanishes. Also, when the solicitation is pulse-like, the integrated time history of the square of surface displacement and of the square of velocity can be larger, and the duration of the signal can be considerably longer, for a spatially-modulated impedance surface than for a constant, or vanishing, impedance surface. 	
0709.4281v1	http://arxiv.org/pdf/0709.4281v1	2007	Ralph: A Visible/Infrared Imager for the New Horizons Pluto/Kuiper Belt   Mission	Dennis C. Reuter|S. Alan Stern|John Scherrer|Donald E. Jennings|James Baer|John Hanley|Lisa Hardaway|Allen Lunsford|Stuart McMuldroch|Jeffrey Moore|Cathy Olkin|Robert Parizek|Harold Reitsma|Derek Sabatke|John Spencer|John Stone|Henry Throop|Jeffrey Van Cleve|Gerald E. Weigle|Leslie A. Young	  The New Horizons instrument named Ralph is a visible/near infrared multi-spectral imager and a short wavelength infrared spectral imager. It is one of the core instruments on New Horizons, NASA's first mission to the Pluto/Charon system and the Kuiper Belt. Ralph combines panchromatic and color imaging capabilities with IR imaging spectroscopy. Its primary purpose is to map the surface geology and composition of these objects, but it will also be used for atmospheric studies and to map the surface temperature. It is a compact, low-mass (10.5 kg), power efficient (7.1 W peak), and robust instrument with good sensitivity and excellent imaging characteristics. Other than a door opened once in flight, it has no moving parts. These characteristics and its high degree of redundancy make Ralph ideally suited to this long-duration flyby reconnaissance mission. 	
0801.0542v1	http://arxiv.org/pdf/0801.0542v1	2008	Experimental microstylolites in quartz and modelling of natural   stylolitic structures	Jean-Pierre Gratier|Laurent Muquet|Riad Hassani|Francois Renard	  Experimental microstylolites have been observed at stressed contacts between quartz grains loaded for several weeks in the presence of an aqueous silica solution, at 350 8C and 50 MPa of differential stress. Stereoscopic analysis of pairs of SEM images yielded a digital elevation model of the surface of the microstylolites. Fourier analyses of these microstylolites reveal a self-affine roughness (with a roughness exponent H of 1.2). Coupled with observations of close interactions between dissolution pits and stylolitic peaks, these data illustrate a possible mechanism for stylolite formation. The complex geometry of stylolite surfaces is imposed by the interplay between the development of dissolution peaks in preferential locations (fast dissolution pits) and the mechanical properties of the solid-fluid-solid interfaces. Simple mechanical modeling expresses the crucial competition that could rule the development of microstylolites: (i) a stress-related process, modeled in terms of the stiffness of springs that activate the heterogeneous dissolution rates of the solid interface, promotes the deflection. In parallel, (ii) the strength of the solid interface, modeled in terms of the stiffness of a membrane, is equivalent to a surface tension that limits the deflection and opposes its development. The modeling produces stylolitic surfaces with characteristic geometries varying from conical to columnar when both the effect of dissolution-rate heterogeneity and the strength properties of the rock are taken into account. A self-affine roughness exponent (Hz1.2) measured on modeled surfaces is comparable with natural stylolites at small length scale and experimental microstylolites. 	
