"","id_df","title_df","author_df","abstract","keywords"
"616","170114-MS","Caprock Integrity Analysis during a SAGD Operation Using an Anisotropic Elasto-Plastic Model","Rahmati, Ehsan, University of Alberta| Nouri, Alireza, University of Alberta| Fattahpour, Vahidoddin, University of Alberta","|Massive steam injection during a steam assisted gravity drainage (SAGD) operation results in significant changes in pore pressure, temperature, stress and volumetric strain in the reservoir sand. These changes trigger the deformation and stress redistribution of the overburden strata, which could lead to containment breach of the caprock through shear or tensile failure. Isotropic models have commonly been used to assess caprock integrity. These models are believed to be deficient in capturing the anisotropic response of shale and mudstone, which has been well documented in applications other than SAGD caprock studies. 
We developed an iteratively coupled hydro-thermo-mechanical model to evaluate caprock integrity in SAGD reservoirs by coupling a geomechanical model (FLAC) and a thermal reservoir simulator (CMG STARS). We investigated the impact of SAGD operations on stress distribution in the caprock using an anisotropic model that we implemented in FLAC. We repeated the analysis by using the same tool and model, but with the assumption of isotropic shale, and compared the results. Incorporating anisotropy in the model showed an impact on the state of caprock stress and failure pressure of the caprock. It was concluded that shale anisotropy cannot be neglected in caprock integrity investigations.|","Anisotropic model, Caprock integrity, Hydro-Thermo-Mechanical coupled model, SAGD"
"617","170071-MS","Oil Drainage Characteristics During The SAGD Process To Explain Observed Field Performance","Ito, Yoshiaki, Alberta Innovates Technology Futures","|The general concept of the SAGD process is that a steam chamber first expands to the top of the reservoir and thereafter continues to grow by lateral expansion.  Consistent with this concept is the expectation that the steam oil ratio (SOR) rises as the SAGD operation matures, driven by expanding contact area and heat losses between the steam chamber and the overburden. 
However, analysis of a number of successful SAGD projects, with operating histories of 10 years or more indicates that there is clear evidence that observed performance can deviate significantly from the performance predicted by the above concept. One particularly interesting set of observations shows a declining or unchanged SOR at the mature stage.  An examination of this SOR behavior and several other unexpected SAGD performance characteristics detected in the field are presented. 
It is proposed that the above field performance characteristics are consistent with the interpretation that the steam chamber does not rise to the top of the reservoir prior to expanding laterally.  In these cases oil production is achieved by two different mechanisms: one is expansion of the steam chamber and the other is drainage of oil from the layer above the steam chamber. A simulation method and the results of a number of history matching studies are presented to explain the oil and gas flow in the layer above the steam chamber and its contribution to observed SAGD performance.|","SAGD Process, Oil Drainage, Field Performance Characteristics"
"618","170104-MS","The Polymer in Polymer Flooding: Is its Value Overestimated?","San Blas, Pedro Abelardo, BP| Vittoratos, Euthymios Steven, Consultant to BP","|Reservoir recovery processes are complex and typically entail several physical or chemical mechanisms. Polymer flooding has often been depicted to be dominated by one mechanism:  water viscosification reduces the mobility ratio, and stabilizes the displacement front to increase oil recovery. Increasingly though the contribution of mechanisms other than water viscosification is becoming understood. This paper points out two novel insights into polymer flooding: (1) the intrinsic value of the polymer is likely being overestimated and (2) the practice of operating the polymer flood with incomplete voidage replacement may indeed be optimal.   The conversion of a conventional waterflood to a polymer flood entails significant injectivity reduction, up to 50% or more. The maintenance of complete voidage replacement (VRR = 1) would thus require an increase in the number of injectors, or a reduction of total production rate or both. As both interventions reduce the economic returns, most projects operate with incomplete voidage replacement (VRR < 1). We have previously reported that a VRR < 1 improves the waterflood response of heavy oil reservoirs.  Thus using the VRR = 1 waterflood as the comparison benchmark to the polymer response may overestimate the value of viscosification – the intrinsic value of the polymer. To quantify this, we have performed numerical simulations of polymer flooding for VRRs ranging from 0.4 to 1.4, deconvolving the relative contributions of the viscosification and VRR < 1 mechanisms.  We observe that a polymer flood operated with VRR > 1 (above the oil bubble point) underperforms a polymer flood with a VRR < 1 by as much as one third. We conclude that the intrinsic value of the polymer is overestimated.|","Mechanisms, Polymer, Mobility, EOR, VRR"
"619","170122-MS","On the Use of Particle Size Distribution Data for Permeability Modeling","Babak, Olena, Cenovus Energy| Resnick, Jonah, Cenovus Energy","|Particle-size distribution (PSD) is a list of values that defines the relative amount of particles present according to the size in a sample. The PSD of the McMurray Formation sediments characterizes rock granulometry and is a fundamental indicator of sediment’s nature.  The size distribution of the component solid particles in the McMurray Formation sediments relates to their porosity, volume of water and bitumen contained within the pore space, and to depositional environment, including lithological association, stratigraphy, aerial distribution, and associated physical processes. 
Particle size distribution is known to be a significant factor for evaluating bitumen recovery from an oil sands mine. This is because presence of fines (evaluated by PSD analysis) affects the hot water separation process, processing plant recovery prediction and provides grade control. Presence of more fines translates into lower recovery from commercial oil sands processing. In this paper we investigate whether the particle size distribution should be also considered a critical parameter for evaluation and estimation of permeability of an oil sands reservoir. 
We show using the data from the Cenovus Energy’s Telephone Lake lease that there is a strong relationship between permeability and particle size distribution data. We also show that the information provided by the PSDs for permeability prediction is more significant than the one inferred from a simple porosity-permeability relationship. Subsequently, we comment on permeability modeling using particle size distribution data and list the techniques available for cleaning and modeling of multivariate PSDs. 
We document a methodology for accurate modeling of PSDs and provide a workflow for incorporating these data in improved understanding and modeling of permeability and its distribution.|","fines, porosity - permeability cross plot, alternating conditional expectations, geostatistics, data analysis"
"620","170147-MS","Waterflooding Experiments with X-ray CT Imaging","London, Mike, Alberta Innovates Technology Futures| Cameron, Shauna M, Alberta Innovates Technology Futures| Donald, James, Alberta Innovates Technology Futures| Wassmuth, Fred Rolf, Alberta Innovates Technology Futures","|Three experiments have been performed, injecting brine and polymer into a sand pack saturated with heavy oil. Each experiment was imaged with time lapse X-ray CT. The first two experiments, conducted in a medical scanner with a resolution of 350 <U+03BC>m, suggested important features below the scale of spatial resolution. The last experiment, performed in a synchrotron beamline with a resolution of 4.3 <U+03BC>m, provided a view of oil/water interactions on the scale of individual pores. 
Conventional theory holds that waterflooding is unstable with respect to the development of fingers, which push the oil ahead of them. “Sweep efficiency” can be improved by increasing the water viscosity with polymer, which reduces the mobility ratio and stabilizes the front. Waterflooding has been applied successfully to heavy oil, but the detailed mechanisms of recovery are not well understood. Breakthrough of water occurs quickly at the producer; most oil production occurs at high water cuts over a long period of time. 
The most striking feature of the medical scans was the absence of distinct fingers of high water saturation. The only identifiable, compact “front” consisted of saturation changes of 20% or less. Moreover, breakthrough occurred long before the front reached the production end of the pack. More surprisingly, water saturation was observed to increase everywhere throughout each experiment. The inference was that fingering, if present, was occurring at a scale below that of the resolution. The synchrotron scans did not reveal the expected pore scale fingering, but instead showed evidence of water transport entirely in wetting films. Residual blobs of connate water were observed to grow throughout, but never linked up to form fully water-saturated paths. 
The mechanism of oil mobilization was also quite different from the traditional picture. There was no scale at which oil was pushed ahead of a water front. Instead, isolated droplets of immobile water swelled, fed by films of water on the grain surfaces. These results do not rule out an eventual transition to a more conventional picture; only a few pore volumes were injected. But the path to that state may be different from what is usually assumed.|","experiment, waterflood, pore scale, heavy oil, x-ray ct"
"621","170101-MS","Characterizing the Effects of Lean Zones and Shale Distribution in SAGD Recovery Performance","Wang, Cui, University of Alberta| Leung, Juliana Yuk Wing, University of Alberta","|Performance of steam-assisted gravity drainage (SAGD) is influenced significantly by the distributions of lean zones and shale barriers, which tend to impede the vertical growth and lateral spread of a steam chamber. Previous works in the literature have partially addressed their effects on SAGD performance; however, a comprehensive and systematic investigation of the heterogeneous distribution (location, continuity, size, and proportions) of shale barriers and lean zones is still lacking. 
In this study, numerical simulations are used to model the SAGD process. Capillarity and relative permeability effects, which have been ignored in many previous simulation studies, are incorporated to model bypassed oil. A ranking scheme based on cumulative oil production and cumulative steam oil ratio is devised. A detailed sensitivity analysis is performed by varying the location, continuity, size, proportions, and saturation of these heterogeneous features. Lean zones and shale lens (imbedded in a region of degraded rock properties) with different thickness and degree of continuity are placed in areas located either above the injector, below the producer, or in between the well pair. It is noted that among numerous parameters that influence the ultimate recovery, remaining bypassed oil, chamber advancement, and heat loss, continuity and position of these features in relation to the well pair play a particularly crucial role. We subsequently employ neural network modeling for constructing data-driven models to identify and propose a set of input variables for correlating relevant parameters or measures, which are descriptive of the heterogeneity and properties of the shale barriers, to recovery and ranking results. 
This work provides a guideline for assessing the impacts of reservoir and saturation heterogeneities on SAGD performance. We identify a set of input variables and parameters that have significant impacts on the ensuing recovery response. The proposed set of variables can be defined readily from well logs and applied immediately in data-driven models with field data and scale-up analysis of experimental models to assist field-operation design and evaluation. The approach presented in this paper can also be extended to analyze other solvent-assisted SAGD processes.|","shale barriers, lean zones, trapped oil, artificial intelligence, reservoir heterogeneities"
"622","170132-MS","A Numerical Investigation of the Hydraulic Fracturing Mechanism in Oil Sands","Taghipoor, Siavash, University of Alberta| Roostaei, Morteza, University of Alberta| Nouri, Alireza, University of Alberta| Chan, Dave, University of Alberta","|This paper describes a numerical investigation of hydraulic fracturing in oil sands during cold water injection. Previous studies have shown that hydraulic fracturing in unconsolidated or weakly consolidated sandstone reservoirs is highly influenced by the low shear strength of these materials and is quite different from competent rocks. As such, existing classical hydraulic fracture models are incapable of predicting the fracturing process of weak sandstone reservoirs. This paper presents a numerical tool to simulate hydraulic fracturing in oil sands and weak sandstone reservoirs. 
A smeared fracture approach is adopted in the simulation of tensile and shear fracturing in oil sands. The model incorporates various phenomena expected in hydraulic fracturing, including poroelasticity and plasticity, matrix flow, shear and tensile fracturing and concomitant permeability enhancement, saturation-dependent permeability, stress dependent stiffness and gradual degradation of oil sands due to dilatant shear deformation and strain localization. 
The results of the hydraulic fracturing simulation indicate that poroelasticity as well as shear fracturing can result in breakdown and propagation pressures larger than the maximum in-situ stress. Applying such pressures in fracturing operations can compromise the caprock integrity. It is found that at injection pressures below the vertical stress, saturation-dependent relative permeability and the development of shear fractures in the reservoir highly influence the injection response.|","Numerical Modeling, Hydraulic Fracturing, Smeared Fracture Approach, Oil Sands"
"623","170027-MS","An Integrated Approach to Building History-Matched Geomodels to Understand Complex Long Lake Oil Sands Reservoirs, Part 1: Geomodeling","Zhang, Xingquan Kevin, Nexen Energy ULC| Feizabadi, Seyed Ali, Nexen Energy ULC| Yang, Peter, Nexen Energy ULC","|At the Nexen Long Lake in situ steam-assisted gravity drainage (SAGD) oil sands recovery project, the bitumen-saturated reservoir is in the Lower Cretaceous McMurray Formation. The main depositional environment in the reservoir unit is fluvial-estuarine meandering channels. Stacked channel deposition exhibits a high degree of variability both vertically and laterally over short distances and depositional complexity occurs at many scales. Many papers have been written on characterizing oil sands deposition geologically or geostatistically. However, complete characterization cannot be achieved at all scales due to the degree of complexity. 
Building a history-matched geomodel can be very time consuming and very challenging in complex reservoirs such as in Long Lake, where the Quaternary (Gregoire) Channel, collapse features, top gas and top water, lean zones, as well as shale barriers and baffles, contribute to the complexity. This paper presents a practical geological modeling approach used at Nexen to quantify uncertainties of reservoir properties. This approach has been validated by history matching and prediction. The solution is based on the integration of all available geology, geophysics, petrophysics, reservoir engineering, and production information. Using the proposed solution, the number of modeling iterations and the time required to achieve the desired objectives of history matching and prediction have been significantly reduced.|","History Matching, Geomodeling, Nexen, Oil Sands, Long Lake"
"624","170037-MS","Induction and Radio Frequency Heating Strategies for Steam-Assisted Gravity Drainage Start-Up Phase","Ghannadi, Sahar, University of Alberta| Irani, Mazda, University of Calgary| Chalaturnyk, Richard J, University of Alberta","|Steam-assisted gravity drainage (SAGD) is the method of choice to extract bitumen from Athabasca oil sand reservoirs in Western Canada. Bitumen at reservoir condition is immobile due to high viscosity and its saturation is typically large that limits the injectivity of a steam at in-situ condition. In a current industry practice, steam is circulated within injection and production wells. Operators keep the steam circulation till mobile bitumen breaks through the producer and communication is established between the injector and the producer. The “start-up” (or “circulation”) phase is ranging between three to several months. A variety of processes are used to minimize time of start-up phase such as: electro-magnetic (EM) heating either induction (medium frequency) or radio frequency (RF) ranges. Knowing the hot-zone size formed by steam circulation and benefit of simultaneous EM-heating techniques help better understand the start-up process and how to minimize the start-up duration. The aim of the present work is to introduce an analytical model to predict start-up duration for only steam circulation and also for with EM-heating. The results obtained from this study reveal that induction slightly decrease start-up time for frequencies smaller than 10 kHz, and it can reduce start-up time to 30% of original steam circulation for 100 kHz frequency. |","Steam-Assisted Gravity Drainage, Radio Frequency Heating, Start-Up Phase, Induction Heating"
"625","170073-MS","A New Approach to Stimulating Thin and Stranded Oil Sand Reservoirs: A Simulation Study","Shahri, Mehdi, Halliburton| Cavender, Travis Wayne, Halliburton| Person, John, Halliburton| Kamali, Amirhossein, Texas Tech University| Jamali, Ali, Texas Tech University| Soliman, Mohamed Y, Texas Tech University| Sheng, James J, Texas Tech University","|Several recovery processes have been proposed for heavy oil and oil sand reservoirs, depending on the reservoir and fluid properties. Among these, steam-assisted gravity drainage (SAGD) is widely used, and surface mining is considered the best approach in very shallow depths. However, deposits exist that are too shallow for SAGD but too deep for mining, requiring special techniques to recover the hydrocarbon economically. In addition, significant reserves are left behind as stranded reserves, as well as reserves that are usually characterized with weak caprock integrity and without enough pay thickness for SAGD to be economically viable. This paper focuses on a new technology that involves creating several mechanically induced inclusions in a single well. The production process is similar to a single-well SAGD. This method is proposed to assist both more uniform steam injection and bitumen production processes. The current setup is developed for vertical well applications; however, upon successful planning, the next version will be employed for horizontal applications. 
The current system consists of a vertical well with multiple vertical inclusions, which are used for simultaneous steam injection and liquid production purposes. Steam is injected into the upper part of the formation, and the drained liquid is collected at the bottom of the inclusions. Unlike the conventional steam chamber geometry in SAGD processes, steam moves outward from the inclusion faces into the formation and tends to move laterally out and vertically upward over time. Simulation studies of the system show that the success of such a technique depends on the inclusion dimensions as well as injection rate and pressure. In this study, the effects of inclusion dimensions and steam properties on the performance of such a process are investigated. Reservoir simulations of realistic reservoir conditions show promising results in terms of cumulative steam oil ratio (CSOR) and production rate. Early peak oil production occurred at approximately 100 days from the startup, and the CSOR dropped to under 3 m3/m3 after 100 days. The optimum inclusion dimensions and the best injection scenario for different net pays at different depths and geological conditions are illustrated in the paper. |","Stranded Reserves, pore pressure relief, Inclusions"
"626","170082-MS","Remotely Monitoring of SAGD Operations with Satellite Based InSAR","Henschel, Michael, MDA| Shen, Luyi, Alberta Energy Regulator/Alberta Geological Survey| Shipman, Todd, Alberta Energy Regulator/Alberta Geological Survey| Lehrbass, Brad, MDA| Aube, Guy, Canadian Space Agency","|Surface deformation, measured from space, provides a means to remotely monitor Enhanced Oil Recovery (EOR) activities. Using Interferometric Synthetic Aperture Radar (InSAR) to measure surface deformation allows for a common measuring stick with no access issues. Currently surface deformation is measured using many alternative approaches, some of which are less economical and not feasible at the regional scale when compared to InSAR. Information collected from InSAR could be used to develop an informed planning mechanism. 
Space based SAR data from January 2009 to August 2011 was examined over a SAGD site in Alberta, Canada. The data was extracted from the satellite archives and advanced InSAR processing techniques were applied to measure the surface deformation over the site. 
The InSAR results show the extreme variability in the ground conditions that are to be expected in the region. The surface deformation was measured using a combination of corner reflectors and infrastructure targets. The highly variable ground conditions make monitoring of subtle deformation signals (2.5 – 5 cm/yr) difficult to measure without the use of installed targets. The challenges of InSAR monitoring without installed targets are addressed to emphasize the importance of on-site ground control points. 
Furthermore, the surface changes observed with the InSAR results are related to reservoir changes. Geomechanical simulation is dependent on many rock physics parameters and complex geological frameworks. History matching with InSAR observation provides enhanced prediction and estimation of reservoir growth, which can inform decisions related to reservoir performance and caprock integrity. 
This paper is a result of a collaboration between the Alberta Energy Regulator, MDA Geospatial Services Inc. (MDA), and the Canadian Space Agency (CSA) to examine the requirements for rapid-turnaround measurement of ground deformation over enhanced oil recovery sites in the Alberta Oil Sands. Funding for this effort was partially provided by the CSA.|","Ground Heave, InSAR, Remote Monitoring"
"627","170174-MS","A Paradigm Change Needed in Oil Sands Industry: CaO as Additives for Bitumen Extraction and Nonsegregating Tailings Production Processes","Ozum, Baki, Apex Engineering Inc.| Romaniuk, N., Apex Engineering Inc.| Sorta, A., Apex Engineering Inc.| Feland, B., Apex Engineering Inc.| Scott, J. D., Consultant Inc.","|In Alberta, Canada, bitumen production by surface mining followed by ore-water slurry based extraction processes is approaching 2,000,000 bbl/d capacity. The Clark Hot Water Extraction process developed in the 1930s is used at all commercial plants which use caustic NaOH as an additive to boost bitumen recovery efficiency. Use of NaOH as an extraction process additive increases process water salinity, specifically Na+ concentration, promotes dispersion of silt and clay size particles which results in greater production of toxic mature fine tailings.  Increase in process water Na+ concentration detrimentally affects the performance of both bitumen extraction and tailings disposal processes.  Existing mature fine tailings inventory stored in tailings ponds is exceeding 900x106 m3 and is predicted to grow alarmingly faster by the completion of new plants and by an increase in the production capacity of the existing plants.  The Energy Resources Conservation Board of Alberta issued Directive 074 in February, 2009 urging oil sands plants to comply with a 50% reduction in mature fine tailings production.  Proposed policies by the oil industry in response to Directive 074 have shown short fallings; which suggests that development of novel bitumen extraction and tailings management processes are needed. 
To reduce the mature fine tailings inventory, we studied production of nonsegregating tailings by treating a blend of cyclone underflow and thickened cyclone overflow with CaO additive.  These tests were made using Albian Sands Muskeg River Mine tailings when the plant was operating at nonadditive and sodium citrate additive extraction modes and using Syncrude Canada Ltd.’s Aurora Mine tailings.  Also, we studied the use of CaO as a bitumen extraction process additive replacing NaOH in the Clark Hot Water Extraction process; by which silt-clay size particles dispersion in the extraction process slurry is reduced and accumulation of Na+ in the process water is eliminated.  Use of CaO as an extraction additive is considered as a fundamental and a new process alteration by the oil sands operators.  Recently, to evaluate this new process the Canadian Oil Sands Innovation Alliance (COSIA) has requested NAIT-NARCOSS, an independent academic and industrial research laboratory, to perform a third party verification study for the use of CaO as a bitumen extraction process additive.  The NAIT-NARCOSS test results are completed and are highly encouraging, confirming that use of CaO as an extraction process additive reduces dispersion of silt and clay size particles in the extraction process slurry without harming bitumen recovery efficiency. It also improves process water chemistry by eliminating accumulation of Na+ in the process water.  It is concluded that a paradigm change is offered to the oil sands industry to reduce the adverse environmental impacts of oil sands plants in simple, cost effective and environmentally friendly manners; which is the simultaneous implementation of the use of CaO as additives in bitumen extraction and nonsegregating tailings production processes.|","bitumen extraction, nonsegregating tailings, clay dispersion, water chemistry"
"628","170016-MS","Long-Term Calcium Phosphate Cement for In-Situ Combustion Project","Fuenmayor, Mac, Pacific Rubiales Energy| Orozco, Diego, Pacific Rubiales Energy| Nieto, Hollman, Pacific Rubiales Energy| Urdaneta, Javier Alexander, Halliburton| Gomez, Alberto, Halliburton| Brothers, Lance, Halliburton| Pedrosa, Herman Camilo, Halliburton","|The increasing demand for energy has increased the need for production of hydrocarbon. As a result, operators have exploited more difficult reservoirs (e.g., deeper wells, remote areas, mature depleted fields, and heavy oil reservoirs). Traditional methods are not sufficient for producing heavy oil; therefore, over time, enhanced recovery methods have been researched and developed. 
In-situ combustion (ISC) is the oldest thermal-recovery technique. It has been used for more than nine decades for many successful projects. This method is basically the injection of an oxidizing gas (air- or oxygen-enriched air) to generate heat by burning a portion of resilient oil. Most of the oil is driven toward the producers using a combination of gasdrive, steam, and waterdrive. 
High temperatures and the presence of corrosive gases involved during the ISC process can present significant challenges during well isolation. 
Phosphate cement is a unique system capable of resisting corrosive attack, maintaining low permeability at high temperatures, and resisting the attack of carbonic acid. 
One of the primary challenges was developing a special phosphate cement slurry capable of setting at low temperatures to minimize the waiting on cement (WOC) as well as developing properties sufficient for resisting future stresses. A special sodium aluminate thixotropic additive was used for the first time to react chemically with the pH of this special cement system to develop a quick and high compressive strength. 
More than nine wells have been cemented with this system in Colombia with good results. These wells have been subjected to different stresses (production, steam injection, and ISC). This paper presents the successful application of advanced non-Portland cement slurry within the Quifa heavy oil reservoir in Colombia utilizing an ISC enhanced recovery method.|","EOR, Combustion in-situ, Thermal Recovery, Corrosive Environment, Zonal Isolation"
"629","170060-MS","Correlation of Permeability and Volume of Shale in Oil Sands: Improving Predictability in Low Permeability Zones of the McMurray Formation, Alberta, Canada","Dabek, Les, Geomodeling Technology Corp.| Shad, Saeed, Devon Canada Corporation| Dalir, Ali, Devon Canada Corporation| Knepp, Rex, Geomodeling Corp.","|The Lower Cretaceous McMurray Formation of Alberta, Canada, contains vast quantities of bitumen. Oil sands hosting this bitumen were deposited and reworked by tidal and fluvial currents, resulting in heterogeneous sediment distributions comprising cross-stratified and massive sands, breccias, and low permeability sand- to mud-dominated inclined heterolithic stratification (IHS). Conventional reservoir characterization workflows suggest that reservoir permeability correlates most closely to volume of shale (vShale). One aspect of such workflows is derivation of an empirical correlation between permeability obtained from core analyses and calculated vSh from wireline logs. While there may be numerous direct measurements from core samples, uncertainty in oil sands reservoir permeability is known to result from preferential sampling of clean sands versus muddy IHS and from scale differences between core sample and well log resolution. This uncertainty is particularly significant in facies with permeability < 500 millidarcy. We integrated multi-scale exploration data from a producing McMurray Formation reservoir to demonstrate the impact of centimeter-scale reservoir architecture on permeability. The study uses high-resolution 3D models of the near-wellbore region to characterize observed variability in percentage, orientation and dimension of mud laminae, breccia clasts and trace fossils. We created multiple realizations to capture the variability in model simulation parameters. High-resolution models of several million cells were upscaled at the resolution of the vSh log using a flow simulation-based numerical method. Upscaling results are estimates of effective directional permeability (kx, ky, kz). The flow-based permeability results better define the interrelationship of permeability and vShale within a reservoir. Our results demonstrate a modeling workflow that provides more precise permeability estimates at wireline log resolution. This workflow has the potential to improve history matching in flow simulations and improvements in well placement and performance forecasting.|","Inclined Heterolithic Stratification, Vertical Permeability, Reservoir Characterization, McMurray Formation, Volume Shale"
"630","170032-MS","Forward Modeling of SAGD-Induced Heave and Caprock Deformation Analysis","Shen, Luyi, Alberta Energy Regulator| Singhroy, Vern, Canada Centre for Mapping and Earth Observation| Samsonov, Sergey V., Canada Centre for Mapping and Earth Observation","|This study focuses on the investigation of the mechanism behind surface heave induced by thermal recovery. Injection of steam into oilsand reservoirs results in changes in temperature and pore pressure within the subsurface. These changes can induce a reduction of effective stress, which provides initial containment of bitumen. Irreversible shear/tensile deformation of the caprock and overburden might be one of the unwanted consequences of such process. 
We developed a work flow incorporating the Finite Difference Method (FDM) and Finite Element Method (FEM). Heat and fluid flows are computed using FDM with CMG-STARS and elastic/plastic deformation estimations are done through Abaqus FEM simulation software. The Mohr-Coulomb yield criterion and the non-associated flow rule is used to assess the plastic failure in the reservoir and caprock. This work flow is used to assess the impact of the SAGD process on the integrity of caprock. 
The geomechanical model is calibrated with surface deformation measurements. Parameter search is performed to study how geomechanical parameters influence the expression of reservoir deformation at the surface.  The uncertainty associated with the modeled results shows the need for a more refined geomechanical model, considering the heterogeneous nature of geological structure in the region of interests.|","SAGD, Geomechanics, InSAR, Rock Physics, Forward Modeling"
"631","170066-MS","Environmental Impact of Bitumen Extraction with Thermal Recovery","Morrow, Anderson Wiley, Texas A&M University| Mukhametshina, Albina, Texas A&M University| Aleksandrov, Denis, Texas A&M University| Hascakir, Berna, Texas A&M University","|The continuous and growing demand for energy and carbon based products requires the extraction of massive bitumen resources. Due to extremely high viscosities of bitumen, the most effective bitumen extraction methods are thermal enhanced oil recovery (EOR) methods such as In-situ Combustion (ISC), Steam Assisted Gravity Drainage (SAGD), Steam Flooding (SF), and Hot Water Injection (HWI) which are known as environmentally unfriendly bitumen extraction methods. In this study, we investi-gated the environmental impact of in-situ bitumen extraction by ISC, SAGD, SF, and HWI, experimentally. The original oil, water, and rock, produced oil and water, and spent rock samples originated from each recovery method were analyzed through Fourier Transform Infra-Red (FTIR) spectroscopy, Inductive Coupled Plasma – Mass Spectroscopy (ICP-MS), pH, viscosity, and API gravity measurements. The environmental impact was investigated according to the amount and content of produced water and gas samples and the quality of oil to reduce the impact during bitumen refining. The experimental results showed that while with ISC, the least amount of water is produced; the produced water requires more severe treatment due to its high metal and sulfur contents, and low pH level. On the other hand, since the amount of the produced water for SAGD, SF, and HWI is higher, the produced water management poses handling problems. The oil production from ISC results in the greatest recovery with upgraded oil which will reduce the environmental impact for oil processing when compare to SAGD, HWI, and SF. While all processes produced more or less the same amount of gases, SAGD and SF have additional gas production due to steam generation. As conventional resources decline, it is essential to address environmental challenges to produce from these massive oil sand resources. In this study, the environmental impacts of bitumen extraction with thermal EOR were examined extensively.|","Hot Water Injection (HWI), Steam Assisted Gravity Drainage (SAGD), In-Situ Combustion (ISC), Steam Flooding, Environmental impact"
"632","170062-MS","Feasibility Study of Using Transient Temperature Analysis to Evaluate Fracture Length in Cyclic Steam Stimulation Process","Wu, Meng, University of Regina| Zeng, Fanhua, University of Regina","|In Cyclic Steam Stimulation (CSS), steam is usually injected above fracturing pressure into oil sands to achieve desired injectivity; thus fractures are generally induced. The induced fractures will affect heating and flow patterns and thus affect the choice of well spacing and steam injection strategies. Therefore, it is critical to evaluate fracture length for successful CSS projects. 
Transient Temperature Analysis (TTA) is a technique which uses well-bore transient temperature data to estimate reservoir/wellbore characteristics. This paper discusses the feasibility of using TTA to evaluate the lengths of steam-induced fractures in cold lake oil sands by using wellbore transient temperature data in the soaking period of CSS. Numerical simulation model was first established based on history matching production data of a typical well in cold lake oil sands. Then the effect of different fracture lengths on temperature response in soaking phase was examined. Simulation results shows, in the middle and later period of soaking phase, linear relationships are found when temperature drop versus square root time are plotted. However, the correlation between fracture length and the slope is not clear. Based on the heated zone size and heated zone shape analysis at the very first moment of soaking phase, it is found the combined impact of reservoir permeability, reservoir thermal conductivity and fracture length determines the shut-in temperature response, which can be reflected on the slopes of the plots, with certain injection volume. But the qualitative representation of slope using fracture length, permeability and thermal conductivity cannot be found based on the results of finite difference based simulator due to the minor impact of fracture length on heated zone size and numerical dispersion. A more accurate simulation tool is recommended to explore the feasibility of using Transient Temperature Analysis to evaluate fracture length in CSS process.|","Transient Temperature Analysis, fracture length, Cylic Steam Stimualtion"
"633","169914-MS","Geomechanics: a New Star in the Horizon to Change the Fortunes in E&P Projects","Hegazy, Mohamed, Repsol| Lakshmikantha, Mookanahallipatna Ramasesha, Repsol","|The E&P industry all over the world is awakening to the new technology discipline of Geomechanics, recognizing its importance in every operation of hydrocarbons exploitation, from drilling to production. There are specific applications in the early stage of exploitation, e.g. with respect to wellbore stability, sand production, hydraulic fracturing, traversing depleted zones, characterization of fractures and fault sealing capacity. In the later stages of production it can better characterize reservoir subsidence and fracture behavior with pressure evolution. A rigorous application of these methods can add important value to E&P projects. The need for innovative ways to solve the technology challenges planted the seeds of Geomechanics to germinate and grow as a key technology in E&P industry with applications for present and future projects. The vision for the future of this emerging discipline is bright with strong growth in applications. It is especially relevant to meet the challenges posed by many new discoveries, especially unconventional plays, which are often difficult to develop profitably. Geomechanics creates opportunities for improved and integrated project management. It can offer a variety of solutions by integrating conventional E&P technologies with cutting edge numerical, mathematical models that impacts the reservoir production behavior. Major operators were the first to embrace the scientific use of Geomechanics to help develop difficult reservoirs profitably. Also, a few medium-sized oil companies have recognized this potential and, as a consequence, have created Geomechanics teams with in. In this article, the authors provide a bird<U+00B4>s eye view of Geomechanics as a core E&P technology supporting mega E&P projects. We discuss the current state of the art of this technology, with special emphasis on applications.|","Geomechanics, Conventional and Un conventional, Project Management"
