"","id_df","title_df","author_df","abstract","keywords"
"535","176887-MS","A Unique Hydraulic Fracturing Technique Using Dynamic Rock Behavior and Temporary Changes in Geomechanic Stress Anisotropy to Optimize Hydrocarbon Recovery in Unconventional Formations","Lewis, Bryan J., Halliburton| Surjaatmadja, Jim B., Halliburton","|Abstract 
In an effort to improve hydrocarbon recovery in unconventional formations, a new stimulation method was developed to take advantage of microtectonic forces created during the hydraulic fracturing process which modify the local stress anisotropy near the wellbore for a short period of time. Because of the temporary changes in the rock stress landscape from creating and extending an initial hydraulic fracture, a brief time window exists following that fracture creation wherein a secondary hydraulic fracture can be created in a similar location in a completely different direction. The second fracture provides direct connectivity to previously unattainable locations in the formation. As a result of the increased formation connectivity, a significant increase in well production is achievable. This new stimulation method greatly enhances the state-of-the-art in hydraulic fracturing, and challenges the industry to develop improved understanding of not only the static behavior of formation rocks, but also their transient behavior. 
This paper presents operational recommendations for conducting a multioriented hydraulic fracture (MOHF) treatment using abrasive hydra-jet assisted pinpoint hydraulic fracturing, a financial evaluation of the potential benefits of the MOHF process, and the results from a novel transient three dimensional (3D) geomechanics computational simulation of the creation of dual fractures in a formation. Details of the model are provided in addition to recommendations for improving the accuracy of the model for future application.|","Optimization, Stress Modification, Geomechanics, Stimulation, Complex Fracturing"
"536","177657-MS","Stimulation Feasibility Study Based on 3D Geomechanical Modelling on Thin and Tight Reservoir with Thin Cap Rock","Syofyan, S., ADCO| Sirat, M., ADCO| Kumar, R., ADCO| Sumaida, S. A., ADCO| El Gazar, A. L., ADCO| Salahahuddin, A. A., ADCO| Al Shabibi, T. A., ADCO| Zhang, X., Schlumberger| Vantala, A., Schlumberger| Chen, Y., Schlumberger| Mohamad, A. A., Schlumberger","|Abstract 
The field is located near the UAE capital, Abu Dhabi, with a tight oil and gas bearing carbonate formation. Rapid pressure drop observed, indicates slow charging from reservoir. Typically a tight reservoir like this is developed by hydraulic fracturing. However there is concern of fracture containment and placement. This study was conducted to construct a 3D reservoir geomechanical base model to optimize the completion strategy and production performances for the tight reservoir. 
176 laboratory tests/measurements on cores were performed to determine the mechanical properties and petro-physical properties at different intervals in 5 wells over the field. Eight 1D mechanical earth models (MEMs) were constructed to characterize the mechanical properties and stresses along the well trajectories, and the laboratory test results were used to calibrate the mechanical property profiles of the 1D MEMs. A 3D geomechanical model was constructed using seismically-interpreted horizons and faults; mechanical property population and boundary stresses were based on the 1D MEMs. Present-day stresses within the formation and surrounding formations were simulated, and stress evolution from 2011 to 2095 was predicted. Preliminary fracture modelling was performed at two wells to understand feasibility. The major concern is to control fracture containment within the reservoir section, particularly avoiding downward growth. The results indicate that there is tendency of fracture growth downward at one well. However, the downward fracture growth at the other well is not expected. The average upward stress barrier is around 400 psi over the field and the average downward stress barrier is around 800 psi. However, the magnitude varies from location to location. Five completion methods were compared in terms of geomechanics. Acid tunnel and fishbone completion have a very low risk in horizontal well stability. Multilaterals completion has a low risk in horizontal well stability and junction integrity. Acid fracturing and proppant has a relative high risk in fracture placement and containment. It is recommended to perform further completions feasibility study to review the feasible well location, productivity enhancement, economical aspect and operational constraints. 
This study reveals that the heterogeneity in the carbonate reservoir has a significant impact on the selection of completion methods. There is a high uncertainty to decide an optimal completion strategy based on 1D geomechanical study results because the large variations in the in-situ stress and mechanical properties. Therefore, a 3D geomecanical study is necessary for the completion selection for heterogeneous carbonate reservoirs, particularly for tight thin plays.|","Tight, Stimulation, Thin Cap Rock, Geomechanics, Geomechanical"
"537","176898-MS","Optimization of Horizontal Well Spacing and Transverse Fracture Stages for a Thinly Interbedded Tight Sand Reservoir Onshore Australia","Younessi, Ahmadreza, Baker Hughes| Rahman, Khalil, Baker Hughes","|Abstract 
Hydraulic fracturing optimization requires addressing numerous challenges for various reservoirs. The proposed paper presents a case study of a thinly-interbedded tight sandstone reservoir with a very low net to gross ratio in a field, onshore Australia. A geomechanical model was developed for hydraulic fracturing optimization. The low contrast in stress and rock mechanical properties between the reservoir and bounding formations posed a challenge to achieve a fracture that was confined to the pay zone, and particularly one that avoided fracturing the underlying water-bearing zone. Optimization modelling showed that the oil flow rate increased proportionately with fracture length and conductivity up to certain threshold values, above which the production benefit diminished. An injection schedule was optimized for production using a proppant and a fracturing fluid both suitable for the reservoir conditions to achieve the optimum or near-optimum fracture length and conductivity, efficient proppant transport, and confinement of the fracture above the water-bearing zone. Production prediction through the optimized fracture design in a vertical well showed a potentially uneconomic recovery. Multi-stage fracturing of a 1,500 m horizontal well was investigated as an alternative completion scenario for which the number of transverse fractures was optimized. The spacing between such horizontal wells was also investigated and optimized based on efficient drainage that could be achieved by the horizontal well with the optimum number of transverse fractures. Optimally spaced horizontal wells with an optimum number of transverse fractures were found as the most recoverable development strategy; use of injection wells for lateral sweeping and pressure maintenance, and artificial lift is likely to increase recovery further whereas infill wells are likely to be necessary for incremental production.|","Tight Reservoir, Multistage horizontal well fracturing, Interbedded stacked thin sandstone reservoir, Hydraulic fracturing, Geomechanics"
"538","177520-MS","Estimates of In Situ Stress and Faults/Fractures in Carbonate Reservoirs in Onshore Abu Dhabi Using Geomechanical Forward Modeling","Noufal, Abdelwahab, ADCO| Sirat, Manhal, ADCO| Steiner, Stefan, ADCO| Trubienko, Olga, Schlumberger| Minton, James, Schlumberger| Zhang, Xing, Schlumberger| Koutsabeloulis, Nick, Schlumberger| Herrera, Adrian, Schlumberger","|Abstract 
The paleo-strain estimation of the restored structures at each geological time step for carbonate reservoirs in a prospective area, Onshore Abu Dhabi was simulated using a forward geomechanical modelling technique. This technique integrates seismic information, well data, geological knowledge and decompacted horizons to 1) model the evolution of the formation deformation, 2) to predict the present-day strain, 3) to locate potential faults and 4) to predict fracture potentiality based on brittlness (?) and ""fracture intensity"" calculation. 
The decompacted geometry of twelve surfaces over geological time in onshore Abu Dhabi was used as input in the forward finite element geomechanical modelling. Three types of geological events were considered: deposition, erosion and hiatus. Both elastic and plastic deformation has contributed to the total compaction. The plastic deformation is determined by a failure envelope, which was divided into three types of failure: tensile, shear, and cap failure (also known as pore collapse or consolidation). The elastic deformation is determined by the elastic properties of Young's modulus and Poisson's ratio. 
Eighty (80) 1D-MEM (Mechanical Earth Models) were performed over the studied area, and the simulated present-day formation thickness at the 80 locations with an error less than 0.001 (0.1%?) was achieved. Sixteen (16) 2D forward geomechanical models along 16 selected sections were performed, and the simulated present-day formation geometry was consistent with the seismic interpretation. The predicted vertical, minimum and maximum horizontal stresses along the 16 sections were computed with the calibration of the stress profiles at selected wells, at which 1D mechanical earth models existed. The computed shear stresses were used to locate the location of potential faults or sub-seismic damage zones. Although the interpreted seismic faults were not the input in the forward geomechanical model, the fault locations predicted using this method were largely consistent with the faults location interpreted based on seismic data. In addition, a number of other areas that have no interpretation of faults were identified due to high shear stress, which indicates the existence of potential sub-seismic faults between the detectable major faults. The results show that faulting is likely to occur along the flanks of the structures (anticlines), rather than at the crest . We used the accumulated plastic strains to determine the areas with a normalized ""intensity"" of potential fractures, which are more likely to occur. Although the results were based on 16 2D sections, the 2D sections were assembled into 3D space, and the results were extrapolated to the whole 3D studied area. The predicted stresses can be used to optimize mud weight, well position and drilling direction for reducing non-production-time in drilling, and the predicted faults and fracture intensity can be used for the development of static geological and dynamic reservoir models for reservoir management. In addition the prediction of the fractures will enhance the production in the known reservoirs and may introduce a play concept for exploration.|","Carbonate reservoirs, Decompaction, Failure envelope, Geomechanical Forward Modeling, Fracture intensity"
"539","177673-MS","Consideration on Shape of Hydraulic Fracture Based on Laboratory Experiment","Akai, Takashi, JOGMEC| Yano, Shunsuke, Kyoto University| Kurosawa, Isao, JOGMEC| Chen, Youqing, Kyoto University| Ishida, Tsuyoshi, Kyoto University","|Abstract 
In development of unconventional reservoirs such as tight and shale oil/gas reservoirs, hydraulic fracturing has been applied to enhance reservoir productivity. In spite of active applications of hydraulic fracturing, a shape of induced fractures is not fully understood. This paper presents the result of laboratory visualization experiment of hydraulic fracturing, which was conducted to visualize the shape of induced factures with cylindrical shale sample through the fluorescent method. An acrylic resin mixed with a fluorescent agent was used as a fracturing fluid. The resin is solidified and fixed within the samples by heat. The shape of the induced facture reveals based on different brightness under ultraviolet light irradiation. Many associated microfractures were observed around the main fractures. The fracturing fluid can be trapped in these types of microfractures by capillary force and these fractures cause lower recovery of fracturing fluid in the actual field operations. Acoustic emission (AE) was also monitored by the 16 sensors mounted the rock samples. Result from the path of main fractures identified by the resin mixed with a fluorescent substance and distribution of AE indicates good agreement between two. This helps us to examine which particular failure generates microseismicity. Although the scale difference between laboratory experiments and field operations needs to be taken into account, the shape of induced fractures is successfully characterized. We interpret the fluid leak off zone, main fracture, and branch fractures can be a source of the AE while no AE is observed at the area of the fracture with large aperature based on overlaying AE hypocenters with visualized induced fracture. This work helps engineers to make a proper model of hydraulic fractures for the estimation of well productivity.|","hydraulic fracture, micro fractures, micro seismic, unconventional reservoirs, laboratory experiments"
"540","177644-MS","Brazilian Tensile Strength Test of Orgainc-rich Shale","Lai, B. T., Aramco Research Center-Houston| Li, H., University of Louisiana at Lafayette| Liu, H. H., Aramco Research Center-Houston| Zhang, J. L., Aramco Research Center-Houston| Georgi, D., Aramco Research Center-Houston","|Abstract 
Tensile strength is a critical parameter for hydraulic fracturing, predicting crack initiation and propagation in reservoirs, especially in shale reservoirs with complex natural fractures and fissures. The tensile strength of conventional rocks, such as sandstone and limestone, has been well studied and documented. There are many studies of the tensile strength of laminated shale, which focus on scale effects, loading direction, and temperature effects; however, the studies on effects of mineralogy and the water content on tensile strength of organic-rich shales are very limited. 
The objectives of this paper are to: 1) Critically review the key parameters that affect the tensile strength of shale; and 2) Experimentally examine the effects of water content, mineralogy and lamination on tensile strength. To do so, a rigorous workflow is followed: 1) Each 1 in. long shale sample is cut into two sub-samples, A and B, of similar length; 2) X-ray computed tomography scan is performed to diagnose pre-existing cracks and defects inside the core plugs; 3) Nuclear magnetic resonance (NMR) is then used to measure the air dry samples’ water content; 5) Sample A is placed on a load frame to measure the tensile strength; 5) Sample B is vacuumed and then saturated; 6) NMR is used to measure the water content after saturation; 7) Tensile strength of the saturated sample B is measured; 8) Samples are crushed, and X-ray diffraction (XRD), scanning electron microsope (SEM) and pyrolysis methods are used to estimate the mineralogy and total organic content (TOC). 
A total of 70 Mancos and 48 Eagle Ford shale samples have been tested. The experiment results show that: 1) Bedding plane/lamination has a significant effect on Eagle Ford tensile strength, but no pronounced impact observed for the Mancos shale; 2) The imbibed water significantly reduces the tensile strength by 4.4% to 51.7% as water content increases from 4.45% to 11.7%; 3) Pre-existing detectable micro-fractures can significantly reduce the tensile strength by up to 66%; 4) Eagle Ford exhibits typical brittle hard rock failure configuration, with primary facture and secondary fracture being observed, while for the Mancos shale, only primary fractures are observed; 5) Acoustic velocity test results confirm that Eagle Ford is mechanically transversely isotropic, and Mancos is likely mechanically isotropic.|","organic-rich gas shale, water content, lamination, Tensile strength, mineralogy"
"541","177960-MS","Integrating Latest Logging-While-Drilling and Geomechanics Technologies to Deliver the First Ratawi Shale Horizontal Well in North Kuwait: A Case History","Turky, Huda A, Kuwait Oil Company| Azim, Shaikh Abdul, Kuwait Oil Company| Abdulkarim, Anar, Halliburton| Samie, Mohamed, Halliburton| Aki, Ahmet, Halliburton","|Abstract 
Integration of logging-while-drilling (LWD), nuclear magnetic resonance (NMR), and azimuthal acoustic tools with a geomechanical study resulted in successful drilling of the first horizontal Ratawi Shale well in Kuwait. This tool combination was used for the first time in Kuwait as a part of the bottom hole assembly (BHA), in addition to conventional formation evaluation tools, to acquire porosity without using radioactive sources. 
A deviated 8.5-in. borehole section of a well was planned through unconsolidated sand-shale sequences by kicking off from vertical and landing at an inclination of 90°. This geological section is typically crucial from a borehole stability point of view. Borehole deterioration and significant variations in pore pressure can create a high risk of becoming stuck-in-hole. The use of conventional porosity tools in a LWD BHA with installed radioactive sources would significantly elevate the risks to an environmental-hazard level. Additionally, even retrievable-based sources become problematic for successful extraction in high angle wells. Use of sourceless porosity was the perceived solution. 
LWD NMR and azimuthal acoustic tools, free of radioactive sources, were run for the first time in a LWD tool combination, with the primary objective to measure porosity, pressure prediction, and possible anisotropy using a centralized four-axis acoustic caliper. 
Previous experiences in the same geological setting encountered borehole enlargements by approximately 5 in. after only 15 to 16 hours. LWD helped bypass this issue and acquired high-quality data before borehole enlargement occurred. Additionally, indications of the presence of possible rock anisotropy were observed. The results were then correlated and matched to offset well data and existing field geomechanics knowledge. 
Well placement within a sweet spot of 6- to 8-ft thickness in the 6.125-in. lateral section was challenging and required the integration of at-bit measurements as well as distance-to-boundary geosteering tools to reach this objective. 
This paper discusses the planning, design, and execution using LWD, NMR, and azimuthal acoustic tools in this well. It also discusses the viability, integrity, and robustness of logged data as well as interpreted results. Optimization of real-time drilling operations and petrophysical data acquisition requirements are also investigated to improve future field development and overall reservoir management strategies.|","NMR, Sonic, Geomechanical, LWD, Sourceless"
"542","177646-MS","The First Successful 17<U+00BD> in. Hybrid Drill Bit Run in Indonesia, Improves ROP and Saves USD 1.9 M in Arafura Sea Deepwater Operation","Mayendra, A., Baker Hughes| Pattinama, J., Baker Hughes| Tokuda, N., Inpex Masela Ltd.| Waragai, T., Inpex Masela Ltd.","|Abstract 
A client operating in the deep water of the Arafura Sea faced a problem with drilling interbedded formations in a 17<U+00BD>-in. section. Previously, the section was drilled with a two-bit trip strategy because of various formation types and hardness; a tungsten carbide insert (TCI) bit for Tertiary limestone and interbedded sand, and a polycrystalline diamond compact (PDC) for Wangarlu shale and Puffin sand. Deepwater drilling is a high-cost operation. The new hybrid bit design is a solution to drill the section with one bit run and to save approximately 28 hours of tripping time. In addition, this run improves rate of penetration (ROP), especially in the ""hard limestone"" above Wangarlu. 
The revolutionary PDC and roller-cone hybrid drill bit combines roller cone and fixed-cutter elements. The bit is designed to combine the best attributes of both bit types; the fast aggressive drilling action of the PDC and the smooth, low-torque action of the TCI. Hybrid bits are now being employed in difficult and challenging applications worldwide and are delivering a step change in performance and significantly lowering overall costs. 
This paper presents the results of a field test in a deepwater application, and compares the performance of hybrid bits with conventional PDC and roller-cone bits used on offset wells. The interval was drilled in one run, saving USD 1M. Furthermore, the client saved an additional 23 hours, which is equivalent to USD 900,000, by achieving an ROP that is 45% faster than the best offset well.|","drill bit, hybrid, timor sea, deepwater"
"543","177019-MS","The Progression of Fracture Stimulations in Horizontal Wells Targeting the Montney Formation in the Heritage Field, British Columbia, Western Canada","Christie, Kyle, Deloitte Touche Tohmatsu| Russum, Dave, Deloitte LLP| Fitzmaurice, Megan, Deloitte LLP| Quinton, Aaron, Deloitte LLP","|Abstract 
Producing unconventional resources through hydraulic fracturing is a continuous learning process where the fracture stimulation design can change throughout the life of the field development. The well completion technique can change because of many reasons such as lessons learned from previous stimulations, new technology, and the heterogeneous nature of the reservoir. 
This paper focusses on real world data of hydraulic fracture stimulation properties sourced from public databases which is reported from wells drilled in the Heritage Field near Dawson, British Columbia. These wells are licensed as horizontal wells targeting gas production from the Montney Formation. 
By plotting and mapping the fracture stimulation data collected from the area and focusing on a set of operators with major operations in the area, this paper demonstrates how the fracture stimulation has changed over time and illustrates the design changes of the fracture stimulations for each operator over their own development timeline. 
This paper also discusses the collaboration initiatives that were implemented as the development progressed to highlight how industry and regulators can work together to responsibly produce the resource most effectively while still maintaining healthy competition.|","Optimization, Fracture stimulation, Montney, Completion design, Field data"
"544","177596-MS","Understanding Geomechanics in Clastic Sand Formations Proved Critical to the Success of the First Hydraulic Fracturing in the Offshore Clastic Sand Formations Abu Dhabi.","Aboujmeih, H. F., Abu Dhabi Marine Operating Co.| Al-Mansoori, A. M., Abu Dhabi Marine Operating Co.| Al-Mutwali, O., Abu Dhabi Marine Operating Co.| Al Ameri, F., Abu Dhabi National Oil Co.| Kaneko, M., Japan Oil Development Co. Ltd.| Kuroda, S., Japan Oil Development Co. Ltd.| Castro Ponce de Leon, M. F., Schlumberger| Abbott, J., Schlumberger| Akbari, A., Schlumberger","|Abstract 
Hydraulic fracturing is an important technique widely used for to improve well productivity in tight reservoirs and enable economic development. Geomechanical modeling is an important prerequisite required to ensure effective fracture construction and the required contact with the formation. In this paper, we show the first successful hydraulic fracturing in the Offshore Abu Dhabi clastic sand formations in which geomechanical modeling played an essential role in fracture design, completion design and successful execution. 
The geomechanical properties and behavior of the clastic sand formations are still largely unknown in the Abu Dhabi region. In other parts of the Arabian Plate this formation is known to be a complex geological environment with high fracture gradients, poorly consolidated intervals, natural fractures and often rock that exhibits poroelastic behavior. 
Due to the aforementioned complex geological environment resulting geomechanical attributes, the fracture design and key inputs including the calibrated Mechanical Earth Model (MEM) were essential to the successful design and execution of the first hydraulic fracturing in the Offshore Abu Dhabi clastic sand formations. The lessons learned during this successful design and application is critical for the design of future wells and the development of the UAE clastic sand formations. 
The constructed MEM played a key role in successful hydraulic fracturing. Fracture height, length, width, direction, complexity and overall fracture performance are all largely controlled by the formation stresses, stress direction, rock properties and complexity of the rock fabric. 
Geomechanical properties in the clastic sand formations in Abu Dhabi offshore were evaluated with less uncertainty by utilizing the advanced MEM. The calibrated MEM was integrated with an advanced fracture design simulator to optimize hydraulic fracture design. Results of the advanced MEM agreed well with fracture diagnostics and temperature surveys. 
Work flow in this geomechanical analysis can be applied to hydraulic fracturing in other offshore tight reservoirs with a complex geological environment. Understanding the geomechanical properties of a formation allows engineers to optimize well placement, completion design, perforation placement, charge/gun selection and fracture design for improved well productivity.|","Unconventional gas, Hydraulic Fracturing, Sandstone, HPHT, Geomechanics"
"545","177554-MS","Deep Water Nigerian Field Challenge: Increasing ROP with Centrally Located Conical Diamond Element Saves Operator 26Hours Rig-Time, Agbami Field","Jopling, Jacquelynn, Chevron Nigeria| Dikko, Mustapha, Chevron Nigeria| Obot, Etido Rufus, Smith Bits, a Schlumberger Company| Okoro, Frank, Smith Bits, a Schlumberger Company| Onyia, Jennifer Chioma, Smith Bits, a Schlumberger Company| Gjertsen, Ole Jacob, Smith Bits, a Schlumberger Company| Benny, Praveen Joseph, Smith Bits, a Schlumberger Company","|Abstract 
Drilling a 12<U+00BC>-in hole section in the Agbami field offshore Nigeria presents a number of challenges.The section contains abrasive sandstone and shale that are interbedded with sandstone and siltstone, and all have unconfined compressive strengths (UCS) that vary across the field. The abrasive sandstone/shale section has UCS of 12,000 psi, and the interbedded sandstone/siltstone section has UCS of 15,000 psi or higher. The variation in lithology, formation strength, and abrasion/impact index make ensuring shoe to total depth (TD) runs with consistent ROP difficult because the conditions dull the polycrystalline diamond compact (PDC) bit's cutting structure, leading to a significant reduction in ROP before reaching section TD. 
An operator wanted to drill the 12<U+00BC>-in section from shoe to TD in a single run with a 45% improvement in average ROP compared with the four-well offset median of 38.26 ft/h. 
To accomplish the objectives, the operator required a PDC bit with a differentiating drilling action designed to increase penetration rates and extend bit life in heterogeneous formations. A finite element analysis (FEA)-based modeling system was used to experiment with cutter types and their placement to improve drilling performance. 
Based on the modeling work, design engineers recommended a conical diamond element (CDE) with a thick synthetic diamond layer. 
The diamond layer on the CDE is approximately twice as thick as a conventional PDC cutter and exhibits 25% more wear resistance with almost double the impact strength. The element's unique geometry delivers high point loading for effective formation fracture. To fully exploit the CDE's advantages, the PDC bit body was redesigned by selectively abbreviating the blades at bit center and positioning a single CDE in the void space. The modeling system was also used to generate an operating parameter roadmap to maximize performance. 
The new 12<U+00BC>-in central CDE bit drilled the 2,320-ft section from shoe to TD at 92.06 ft/h, a 102% increase in ROP compared with the best offset rate of 45.64 ft/h over a 2,419-ft interval. The performance improvement, which was achieved on the first deployment of the bit in this application, reduced drilling time by approximately 26 hours, saving the operator USD 1.2 million in offshore rig time. The bit design was deployed in another well where a comparatively heavier mud weight was used, but the run still recorded an outstanding increase in ROP over the best offset.|","Nigeria optimization, drill bit innovation, increase ROP, Conical Diamond Element, Agbami field"
"546","176895-MS","Hydraulic Fracture Design Optimization in Low Permeability Coals, Surat Basin, Australia","Kirk-Burnnand, E., Origin Energy Ltd| Pandey, V. J., ConocoPhillips Co.| Flottman, T., Origin Energy Ltd| Trubshaw, R. L., Origin Energy Ltd","|Abstract 
Modern hydraulic fracture treatments are specifically designed to unlock reserves from particular rock types, especially in unconventional reservoirs. Progressive improvements in fracture design can be critically informed by post stimulation pressure analysis, yet this process is often overlooked. This paper documents the evolution of fracture designs by successively incorporating post-stimulation pressure analyses after major design changes that ultimately led to the design-optimization of fracture treatments in low permeability coals. The coals under context are the Walloons coal measures in Jurassic to Cretaceous aged rocks in the Surat Basin of southeast Queensland, Australia. 
Significant challenges are faced in stimulating the Walloons coal measures due to their thin-bedded nature, that range from 0.2 to 3.0 m [0.66 to 9.8 ft] in thickness and, which are also inter-bedded with low permeability siltstones, minor sandstones and carbonaceous shales. Net coal thickness is 20 to 40 m [98.43 to 131.23 ft] in a gross sequence of 300 to 400 m [948.3 to 1,312.3 f] thickness. Reservoir complexity is further impacted by lateral continuity variations of coals, which generally have a high Poisson’s ratio (>0.32). In particular where coal reservoirs display low permeability, understanding and implementing reservoir beneficial fracture treatments becomes pivotal to successful well performance. 
Modification of fracture designs during the fracture campaign included changing key parameters such as fluid types, pump rates, proppant loading and gel concentration. Both, the treatment and the calculated bottom-hole pressures, were evaluated using 3D fracture models, supplemented by an array of diagnostics such as surface tilt-meters, diagnostic fracture injection tests, micro-seismic monitoring and tracer logs as well as log derived stress models. The results of these diagnostics helped shape the design changes implemented throughout the campaign and has influenced designs for future trials also. Ultimately, it was observed that the treatments that were pumped using low gel loadings in conjunction with high proppant concentrations, and at relatively lower rates, resulted in better well performance. 
This paper presents the design and treatment evaluation process and also provides an insight into the progression of fracture design and subsequent treatments which were successful in overcoming reservoir complexities. The outlined approach can be used to refine hydraulic fracture treatment designs in similar complex reservoirs in Queensland, with worldwide applicability.|","csg, coal, walloons, fracturing, surat"
"547","177018-MS","Production Forecasting for Shale Oil: Workflow","Rincones, M. D., University of Houston| Lee, W. J., University of Houston| Rutledge, J. M., University of Houston","|Abstract 
Unconventional oil reservoirs have taken a prominent role in the United States as a source of crude oil. Different methodologies to estimate reserves for shale gas and coal bed methane have, thus far, proved to be reliable, but no simple yet accurate workflow has been generally accepted to forecast production and estimate reserves for shale oil. To fill this gap in technology, we proposed and validated a workflow that integrates analytical methods with empirical methods. The final methodology is both easily applied and accurate. In developing the final workflow, we evaluated several alternatives, most of which proved to be unsuitable. We also investigated the use of a filter to eliminate outliers in a systematic way, as proposed by Rastogi (2014). 
The workflow was successfully applied to three of four volatile oil wells in the Eagle Ford shale, with similar results. The analytical model that best matched the wells is called the Stimulated Reservoir Volume (SRV) Bounded Model. We tested this and other models using a new field production analysis tool software. While accurate, this modeling approach is too time consuming for routine use. We found that a simple empirical approach that led to the same results as the analytical model was a 3-segment Arps decline model. The early flow regime was transient linear for all the wells; thus an Arps ""b"" parameter of two was appropriate. When boundary-influenced flow (BIF) appeared later, b-values of 0.2 were found appropriate. The initial decline rate (Di) value during BIF was modified in mid-segment leading to a distinct third segment. Our workflow also led to reliable forecasts of production (to date) of the gas-oil ratio for the three wells.|","forecast, production, workflow, shale oil"
"548","176956-MS","An Accelerated Immersive Capability Development in Unconventional Shale Resource","Biron, Azaumi, Petronas| Befus, Robert Alexander, Petronas| Stannard, James, Petronas| Navarette, Mike, Halliburton| Singh, Seemant, Halliburton| Salahudin, Sharifudin, Halliburton","|Abstract 
The unconventional revolution in North America has attracted large investments from national oil companies (NOCs) and international oil companies (IOCs) eager to gain knowledge and add profitable unconventional resources to their asset portfolios. A key element of realizing this goal is the rapid and effective development of in-house technical personnel to support the effort. In 2008, a major NOC in Asia began its unconventional quest with an initial entry into a coal seam gas (CSG) opportunity in Australia, followed by investments in shale gas plays in the prolific Canadian North Montney area. To develop the much needed in-house capability, the NOC partnered with a major service provider to develop and deliver training programs to prepare its geoscientists and engineers to work within the unconventional division. 
Previous efforts by the NOC to develop in-house unconventional capabilities were hampered by a lack of data specific to their joint-venture shale assets. The newly established Unconventional Division had recently acquired an interest in Canadian Unconventional assets, and challenged the joint team to design a capability development program that would utilize this data, deliver practical experience, and build critical staff knowledge, in less than 6 months. The NOC agreed to provide data from their Canadian asset to enable the development of an accelerated, immersive program. 
The redesigned 10-week program used a source rock reservoir development workflow that incorporated a geoscience and engineering software suite to enable participants to review the field data and evaluate optimization opportunities. The goal-oriented tasks were to evaluate the project areas and develop the in-place gas resource to reach plateau production. 
The program was conducted entirely in Kuala Lumpur at the service provider's offices between September 8 and November 20, 2014, with development plan results presented to the NOC's management in Kuala Lumpur and Calgary. This paper presents the program development, challenges encountered through the preparation and deployment, final outcomes, and lessons learned.|","completion optimization, development processes, capability development, geoscience, fracturing"
"549","177631-MS","Mapping Geomechanical State of Unconventional Shale - A More Robust, Faster Lab Characterization Method","Perez, Hector Gonzalez, Baker Hughes Inc.| Ali, Syed Shujath, Baker Hughes Inc.| Jin, Guodong, Baker Hughes Inc.| Dhamen, Ali Abdullah Al, Baker Hughes Inc.","|Abstract 
Unconventional shale mechanical parameters are important for many applications such as reservoir stress-state determination, horizontal drilling and hydraulic fracturing design among other engineering design parameters. These parameters include Young's modulus, Poisson's ratio, cohesion, angle of internal friction, and unconfined compressive strength. Their determination is commonly performed on single-stage triaxial (SST) compression tests using three or more core samples at various confining pressures. For unconventional shale, this has been a practical bottleneck - it is very difficult to drill multiple plugs with good quality from a whole core because of its brittleness and complexity. An alternative procedure is the multi-stage triaxial (MST) compression test, which requires only one plug to be tested. However, its main problem lies in the practical difficulty in determining the failure envelope of the sample. Judgment must be made regarding the stress-strain state ""immediately prior to failure"". It is not uncommon that a wrong estimation of the failure state occurs when interpreting these stress-strain curves. The MST test uses one plug, which in itself could be a significant advantage. 
This paper presents a robust modified method of the MST compression test that accurately determines the imminent rock failure through continuously monitoring the radial deformation. To test and validate the method, Berea sandstone and Mancos shale plugs are selected to perform a series of the SST and MST tests. For each rock type, at least four plugs are used, which are cut from the same whole core or have similar lithofacies. Experimental results show that the Mohr-Coulomb failure envelope can be generated perfectly from both the SST and MST tests. However, the failure parameters derived from the MST tests are lower than those from the SST tests. The difference may be attributed to the intrinsic heterogeneity of rock samples or the damage accumulated from the early stages in a MST test. The proposed MST method is an efficient alternative to generate the Mohr-Coulomb failure envelope when the availability of core samples with good quality is limited, especially in the exploration and development of unconventional reservoirs.|","Unconventional shale, Failure envelope, Geomechanics, Characterization, Multistage triaxial tets"
