"","id_df","title_df","author_df","abstract","keywords"
"617","2017-0404","2D Experimental and Numerical Results for Hydraulic Fractures Interacting With Orthogonal and Inclined Discontinuities","Kear, J., CSIRO Clayton| Kasperczyk, D., CSIRO Clayton| Zhang, X., CSIRO Clayton| Jeffrey, R. G., SCT Operations Pty Ltd| Chuprakov, D., Schlumberger Moscow Research| Prioul, R., Schlumberger-Doll Research","|ABSTRACT: Experimental and numerical results are presented for hydraulic fracture interactions with a discontinuity (representing a natural fracture, fault, or bedding interface) in a 2D configuration where viscous dissipation is dominant. A 2D boundary element code (MineHF2D) is used to simulate hydraulic fracture interaction using experimental parameters such as interface friction, injection system compressibility and fracture toughness. Crossing and arresting (blunting) hydraulic fracture behaviors have been observed in experimental and numerical results for orthogonal and inclined interfaces. Optical analysis of video records allows tracking of fracture pathways, growth rate and opening (fracture width). The experimental results are presented using the Renshaw-Pollard criterion and compared to numerical simulation outputs. The numerical predictions of crossing behavior, fracture pathways including offsets and crossing fracture re-initiation delay compared well with measurements.
1. INTRODUCTION
Interaction between a growing hydraulic fracture (hereafter also called HF) and discontinuities within the rock (such as a natural fracture, fault, or bedding plane, hereafter called NF or discontinuity) can have a significant impact on hydraulic fracture growth and the resulting treatment effectiveness (Kresse, Weng, Chuprakov, Prioul, & Cohen, 2013). This HF-NF interaction problem has been studied using modelling (Zhang & Jeffrey, 2006, 2008), laboratory experiments (Blanton, 1986; Bunger, Kear, Jeffrey, Prioul, & Chuprakov, 2016; Gu et al., 2012; R. G. Jeffrey et al., 2015; Kresse et al., 2013; Warpinski & Teufel, 1987) and field studies (Robert G. Jeffrey et al., 2009; Warpinski & Teufel, 1987; Weng, 2015; Weng et al., 2014) with the intent of developing a greater understanding of hydraulic fracture growth behavior in a naturally fractured rock mass.
The HF-NF interaction mechanics are complex, and two main effects are considered critical to this interaction. Firstly, local stresses at the discontinuity are changed by the stress and displacement influence of an approaching HF. Through this process, the tensile stress induced ahead of the fracture tip (process zone) can cause local sliding on the discontinuity. Alternatively, if the friction coefficient of the discontinuity is large enough to resist sliding, the applied forces can be transferred across the discontinuity and cause the creation and growth of a tensile fracture on the far side of the discontinuity.|","Document Type
                        Conference Paper
                        Language
                        English
                        Copyright
                        2017. American Rock Mechanics Association"
"618","2017-0400","A Novel Approach to Efficiently Solve Displacement Discontinuity Problems in Poroelastic Media","Rezaei, A., University of Houston| Siddiqui, F., University of Houston| Bornia, G., Texas Tech University| Soliman, M. Y., University of Houston| Rafiee, M., StatOil| Morse, S., Texas Tech University","|ABSTRACT: The Displacement Discontinuity Method (DDM) is one of the most popular numerical methods in simulating hydraulic fracturing problems. Despite its superior advantages in solving fracture modeling problems, this method becomes computationally expensive when the number of degrees of freedom (DOF) increases. An example takes place in the study of two-dimensional fracturing problems with multiple fractures propagating from one or more wells. It would also occur in three-dimensional problems where typically the number of elements exceeds a few thousands. Additionally, including poroelasticity into the problem makes this method even more computationally expensive because of the necessity to build a time-marching procedure. The Fast Multipole Method (FMM) is a computational method to efficiently compute matrix-vector products with a controllable error. Unlike the conventional Boundary Element Method (BEM), in FMM the interaction between far-field sources and influenced points are calculated by initially concentrating a cluster of far-field sources into a separate point, then the effect of these concentrated forces on each influenced point is calculated. |In this study, a novel technique known as black-box fast multipole method (bbFMM) is used to improve the computational efficiency of a poroelastic displacement discontinuity hydraulic fracture model while keeping its accuracy. This method is used to develop an efficient poroelastic hydraulic fracture simulator. Then, the simulator is used to examine the computational effectiveness and the accuracy of the new approach against the conventional displacement discontinuity approach in calculating stresses, displacements and pore pressure. A comparison between efficiency and precision of the developed fast multipole model and the conventional displacement discontinuity model is presented. Several cases of discrete fracture problems with large degrees of freedom are tested. Results show that the new approach reduces the computation time and memory compared to the conventional approach. The applicability of the developed model in hydraulic fracturing problems is also demonstrated. Because of this increase in computational performance, this method can be applied to poroelasticity problems which require such computations at each time step. Unlike the regular method, calculations using the FMM algorithm may be accomplished in a reasonable time.|",""
"619","2017-0402","Experimental Analysis of Geomechanical and Fracture Mechanical Rock Properties","Yu, H., University of Wyoming| Ng, K., University of Wyoming| Yin, S., University of Wyoming| Mukai, D., University of Wyoming","|ABSTRACT: The study of fracture propagation and its potential interaction with bedding interfaces is essential to investigate whether vertical fractures induced by deep subsurface injection operation penetrate into seal formation and provide potential pathways for contaminated fluid to migrate upward into the drinking water formation. The major factors that affect the fracture containment during fluid injection include in-situ stress condition and geomechanical properties of the rocks. In order to address this issue, our experimental study utilized two rocks: sandstone and mudstone. We performed a series of laboratory triaxial experiments to determine the geomechanical properties and fracture mechanical properties of intact rocks. Experiments were also conducted on rock specimens prepared with precut failure shear planes bonded with epoxy. Comparison was conducted between the intact and bonded rocks. The friction angle and cohesion of the intact mudstone evaluated using Mohr-Coulomb failure criterion are 47.8° and 10 MPa, respectively. Using the Hoek-Brown failure criterion, for normal stresses from 0 to 400 MPa, the cohesion of the intact sandstone ranged from 8.5 to 113.8 MPa and the friction angle ranged from 69.2° to 28.7°. Bonded rocks have lower Young’s moduli and maximum shear strength. The geomechanical properties of bonded samples were governed by the confining pressure-dependent strength of the epoxy.
1. INTRODUCTION
Major factors that affect the fracture containment during fluid injection include in-situ stress, material property contrast, and bedding interfaces. In-situ stress has been considered one of the most significant effects on fracture-height growth. It is recognized that higher minimum in-situ horizontal stress in the overlying lay is favorable for fracture containment within the injection formation (Fisher and Warpinski, 2012). It was shown that low-modulus bounding formations surrounding a higher-modulus injection formation can be favorable for facture to be contained within the injection formation, but containment also depends on the relative fracture toughness of the rocks in different formations. When a fracture approaches a layer interface, it could be arrested or it could be step over the interface. It is well known that bedding interfaces hinder facture vertical growth because crossing interfaces requires additional energy. However, the complicated interaction mechanism between the interface and the fracturing process makes the understanding of the fracture containment extremely challenging (Fisher and Warpinski, 2012). In spite of the importance of the interaction between hydraulic fractures and bedding interfaces for fracture containment analysis in hydraulic fracture enhances hydrocarbon recovery, a sound theory is not reliable.|","Document Type
                        Conference Paper
                        Language
                        English
                        Copyright
                        2017. American Rock Mechanics Association"
"620","2017-0401","Predicting the Primary Impact and Total Rollout Distances of Rock Falls Based on Cases in Quarries and Mines in Australia and the United Kingdom","Saroglou, H., National Technical University of Athens| Bar, N., Gecko Geotechnics","|ABSTRACT: The excavation of slopes in mountainous terrain for road or railway access, slopes in open cast mines, and deteriorating natural or existing slopes can pose a significant hazard to human activities and infrastructure. The assessment of rock fall risk along roads, in communities below mountains and in mining operations is imperative. Numerical models are often used to predict rock fall trajectories, assess the effectiveness of benched slope designs, and aid in the design of rock fall barriers. Inputs into the models should be calibrated with field tests or historic case studies specific to the geological setting. This paper investigates the primary impact distance (PID) and the total rollout distance (RD) from the base of the slope using both field tests and numerical models. Understanding and having the ability to predict PID and RD for future rock fall events is beneficial during the slope design process for optimizing slope angles to minimize excavation costs and risk management for constructed or natural slopes.
1. INTRODUCTION
Rock fall is the movement of rock from a slope that is so steep that the rock continues to move down the slope. The movement can be free falling, bouncing, rolling or sliding as illustrated in Figure 1.
Rock falls can be a result of slope degradation from weathering, freeze-thaw action, earthquakes, blast vibrations, excavation, pore pressure changes due to rainfall infiltration, surface water runoff, root-growth or leverage by roots moving in high winds (Hoek, 2007).
When areas prone to rock falls are unknown or not adequately managed, rock falls can present a major hazard to human activities and infrastructure below. When designing barriers to manage rock fall risk, an engineer needs to consider the following aspects of a possible rock fall event:
Geometry of the slope and location of infrastructure and human activity.|Size of the expected rock and associated kinetic energy.|Expected primary impact distance (PID) from the base of the slope.|Expected total rollout distance (RD).","Document Type
                        Conference Paper
                        Language
                        English
                        Copyright
                        2017. American Rock Mechanics Association"
"621","2017-0775","Tensile Stress Close to a Wellbore in the High Pressure Gas Well Considering of Shear Stress","Jiang, Hailong, Xi'an Shiyou University| Chen, Mian, China University of Petroleum| Jin, Yan, China University of Petroleum| Dou, Yihua, Xi'an Shiyou University","|ABSTRACT: Although there have been relatively successful modifications to Darcy's law to account for inertial effects, for example, the Forchheimer equation, none of these relationships are valid when the flow is compressible. The importance of gas acceleration which is a part of inertial effects is quantified in terms of a dimensionless parameter. When the gas acceleration is important, the tensile stress including of effective radial stress and shear stress is examined. It is shown that the magnitude of the effective tensile stress for the accelerating Darcy-Forchheimer flow is higher than that for the Darcy and Darcy-Forchheimer flows for the same wellbore pressure. For the same mass flux, the shear stress for the accelerating Darcy-Forchheimer flow is the largest tensile stress. For the same wellbore pressure, the shear stress for the accelerating Darcy-Forchheimer flow is the smallest tensile stress. The results about the tensile stress, together with compressive strength of rock, can be used to predict sand production of sandstone reservoir in the high pressure gas well. |1. INTRODUCTION |It is serious trouble of the sand production from the high-pressure gas well, and it reduces production rate and economic benefit. Although there have been relatively successful modifications to Darcy’s law to account for inertial effects, for example, the Forchheimer equation (Du Plessis, 1994; Skjetne and Auriault, 1999; Handren et al., 2001), none of these relationships are valid when the flow is highly compressible (De Ville, 1996; Ciarletta and Straughan, 2006; Straughan, 2008; Jin et al., 2011a, 2012a,b; Jiang et al., 2015a,b,c, 2016). Recently, Jin et al. (2011b) studied the development of the tensile stress in the high pressure gas well considering the high compressive gas flow. The gas acceleration effect plays an important role in the high compressive gas flow, and can induce the large effective tensile stress. However, the tensile stress is not large enough to exceed the tensile strength of the rock which cannot cause the tensile failure.|","Document Type
                        Conference Paper
                        Language
                        English
                        Copyright
                        2017. American Rock Mechanics Association"
"622","2017-0776","Rock Physics and Geomechanics of 3-D Printed Rocks","Kong., Lingyun, University of North Dakota| Ostadhassan., Mehdi, University of North Dakota| Li., Chunxiao, University of North Dakota| Tamimi., Naser, Sigma Cubed Inc.","|ABSTRACT: In last several years, 3D printing technology has been gradually applied to civil and petroleum engineering, although remains to be tentative. This study used two different cylindrical samples in size which are printed by gypsum powder to investigate the feasibility and reliability regarding rock-like behavior. As the substitutes of rock specimens, elastic properties of the samples are investigated through the velocity measurements and uniaxial compression test. The P-wave velocities and the attenuation coefficients of the 3D printed samples are obtained to estimate the quality factor of this special material, which aims to behave like a natural rock specimen. The mechanical parameters are also measured by uniaxial testing system, exposing the rock-type similarity in modes of deformation and failure. The size effect on the elastic properties is also analyzed. The results indicate that the feasibility and availability of 3D printing technology if applied to rock physics experiments and geomechanical testing, will provide the potency to better understand fundamental concepts.
1. INTRODUCTION
As one of the major accomplishments of recent years, 3D Printing, also known as additive manufacturing (Wohlers, T. and T. Gornet, 2014), is invented and extensively applied in multiple subjects, including biological medicine, electronic components and modern handicraft (Murphy, S.V. and A. Atala. 2014; Lee, V.K. et al., 2014). For the purpose of Engineering, versatile 3D printed models, whose materials mainly include the sand-powder and Polylactic Acid (PLA), were created to be tested for various types of analysis.
These artificially created models have the following advantages: precise, flexible, controllable, repeatable, time saving, effort saving, and economical. Thus, recent rock mechanics and petroleum engineering research is targeting to use 3D printing in physical modelling experiments. Recent publications of modeling rock specimens through 3D printing has revealed its advantages in producing complicated samples with special external forms and internal structures (Jiang, Q. et al., 2016). With the use of X-ray tomography, 3D pore structures inside a reservoir rock is extracted and imaged. Then, these images become the reference substance and prototype to be used for printing 3D artificial porosity models, which are further laboratory rock tested (Ishutov, S. et al., 2015). Hydraulic fracturing is the main technology to produce from shale reservoirs in the recent years, where the fundamental research related to this topic also introduced utilizing 3D printing into the laboratory. With the aim of investigation of fracture effect on rock properties, 3D printing technology is used to generate specimens that have cracks with variable density, inclination angles and combination forms (Jiang, C. et al., 2016). While, most of the printing inks, or materials, belong to the category of plastic materials such as Acrylonitrile Butadiene Styrene(ABS) or Polylactic Acid (PLA). The printing material of gypsum powder bonded with Visijet clear agent, which is called “Full Color Sandstone”, is commercially spread and not fully investigated for rock related studies.|","Document Type
                        Conference Paper
                        Language
                        English
                        Copyright
                        2017. American Rock Mechanics Association"
"623","2017-0778","A Review of the Application of Numerical Modelling in the Prediction of Depth of Spalling Damage Around Underground Openings","Hamdi, P., Golder Associates Ltd.| Stead, D., Simon Fraser University| Elmo, D., University of British Columbia","|ABSTRACT: Spalling and rock bursting are two common modes of failure in underground civil and mining excavations under high in-situ stress regimes. Depth of spalling failure around underground openings is stress-driven and proportional to the size of the tunnel. Various modelling approaches based on continuum, discontinuum and hybrid methods have been proposed in recent years to predict the depth of spalling around underground openings. This paper initially reviews results of numerical approaches based on continuum and discontinuum methods in reproducing the spalling damage around the URL Mine-by tunnel. The importance of micro-heterogeneity on the mechanism leading to the spalling failure in massive Lac du Bonnet granite around the Mine-by tunnel is studied using an integrated hybrid finite/discrete element-discrete fracture network (FDEM-DFN) approach. The FDEM-DFN numerical results showed that the presence of micro-heterogeneity plays an important role in the in-situ strength reduction of the massive Lac du Bonnet granite, leading to spalling failure at a stress level around 50-60% of the laboratory uniaxial compressive strength (UCS). The shape and depth of spalling failure obtained from the FDEM-DFN approach agrees well with in-situ observations.
1. INTRODUCTION
Failure of underground openings in hard brittle rocks is a function of the in-situ stress magnitudes and the characteristics of the rock mass i.e., the intact rock strength and the fracture network. Failure at low in-situ stress magnitudes is controlled by continuity and distribution of the natural fractures in the rock mass matrix [1]. As the magnitudes of the in-situ stress increase, the failure process is dominated by new stress-induced fractures growing parallel to the excavation boundary. Rock bursting and spalling are two common failure modes in underground civil and mining excavations under high in-situ stress regimes. Spalling damage is described as the development of visible extension fractures (Mode I) under compressive loading that can be either violent or non-violent [2]. High induced tangential stress acting at the periphery of underground openings, where the confining pressure is very low, results in spalling and rock bursting failure. This type of brittle damage leads to the formation of the closely-spaced slabs around a tunnel wall oriented parallel to the major principal stress (tangential) direction.|","Document Type
                        Conference Paper
                        Language
                        English
                        Copyright
                        2017. American Rock Mechanics Association"
"624","2017-0770","Study on Distribution of Acoustic Emission and Inelastic Region in Hydraulic Fracturing","Lou, Ye., China University of Petroleum| Zhang, Guangqing, China University of Petroleum| Wang, Xiaoxiao., China University of Petroleum| Chen, Wenbin., Oil and Gas Technology Institute PetroChina Changqing Oilfield| Xu, Chuangchao., Oil and Gas Technology Institute PetroChina Changqing Oilfield","|ABSTRACT: With the extensive application of hydraulic fracturing technology, researches on nonlinear responses of rocks before hydraulic fracture initiation and during hydraulic fracture propagation have become increasingly thorough. A large-scale true triaxial physical simulation device of hydraulic fracturing was adopted to carry out hydraulic fracturing for natural cores with/without of confining pressures. Meanwhile, acoustic emission (AE) signals during the acquisition test were monitored. On this basis, distributions of AE events and the real morphologies of hydraulic fractures were compared to qualitatively analyze the relation between spatial distribution of AE events and hydraulic fractures. In the entire process of hydraulic fracturing, with/without confining pressures, the distribution region of micro-fractures had a tendency to concentrate on the fracture plane with the increase in pumping pressures. In addition, with confining pressures, the range of the inelastic region was always larger than that without confining pressures. Analysis on nonlinear region varying with time indicated that the inelastic region inside the rock dynamically developed during hydraulic fracturing and it also had a preferable consistency with fracture morphologies.
1. INTRODUCTION
Since 1949 when the hydraulic fracturing technology was applied in North America for the first time (Clark, 1949), it played a critical role in unconventional reservoir stimulation (King, 2010). In recent years, this technology is also adopted to develop geothermal resources based on the Enhanced Geothermal Systems (EGS) (MIT, 2006).
Soon after the application of hydraulic fracturing, a mathematical model related to it is proposed (Zheltov and Khristianovich, 1955). During studies on rock fracturing, Labuz et al. (1985) present a modified Barenblatt (1962) model targeted at it by means of a series of tests. Based on previous suppositions, the nonlinear region existing on crack tip during hydraulic fracturing attracts more and more attentions (Desroches et al., 1993; Papanastasiou and Thiercelin, 1993; Gardner, 1992). In line with large quantities of laboratory hydraulic fracture tests by Johns and Cleary (1991), non-linear region generate on the crack tip had an influence on pressure distributions in the fracture, which is differentiated from the original elastic model. Similarly, the study on magma-driven dike propagation also proves that confining pressure is able to exert significant impacts on the nonlinear region during fracture propagation (Rubin, 1993).|","Document Type
                        Conference Paper
                        Language
                        English
                        Copyright
                        2017. American Rock Mechanics Association"
"625","2017-0771","An Artificial Intelligent Approach to Predict Static Poisson's Ratio","Elkatatny, S. M., KFUPM| Tariq, Z., KFUPM| Mahmoud, M. A., KFUPM| Abdulraheem Abdelwahab, Z. A., KFUPM| Woldeamanuel, M., Saudi Aramco| Mohamed, I. M., Advantek Waste Management Services","|ABSTRACT: Static Poisson’s ratio plays a vital role in calculating the minimum and maximum horizontal stresses which are required to alleviate the risks associated with the drilling and production operations. Incorrect estimation of Static Poisson’s ratio may wrongly lead to inappropriate field development plans which consequently result in heavy investment decisions. Static Poisson’s ratio can be determined by retrieving cores throughout the depth of the reservoir section and performing laboratory tests, which are extremely expensive as well as time consuming. The objective of this paper is to develop a robust and an accurate model for estimating static Poisson’s ratio based on 610 core sample measurements and their corresponding wireline logs data using artificial neural network. The obtained results showed that the developed ANN model was able to predict the static Poisson’s ratio based on log data; bulk density, compressional time, and shear time. The developed ANN model can be used to estimate static Poisson’s ratio with high accuracy; the correlation coefficient was 0.98 and the average absolute error was 1.3%. In the absence of core data, the developed technique will help engineers to estimate a continuous profile of the static Poisson’s ratio and hence reduce the overall cost of the well.
1. INTRODUCTION
Linear elastic behavior of a rock is represented by two parameters, i.e., Young’s modulus and Poisson’s ratio. These are the key parameters for constructing 1D and 3D geo-mechanical earth model (Chang et al., 2006). Poisson’s ratio is the ratio of lateral expansion to longitudinal contraction (Jaegar et al., 2007). It is the material property that plays a vital role in assessing the deformation of elastic materials and can be defined as the behavior in which a substance tends to elongate in the direction perpendicular to the direction of compression. The common example of Poisson’s ratio is rubber band, which on stretched becomes markedly thinner.|","Document Type
                        Conference Paper
                        Language
                        English
                        Copyright
                        2017. American Rock Mechanics Association"
"626","2017-0784","Vaca Muerta Shale – Basic Properties, Specimen Preparation, and Fracture Processes","AlDajani, O. A., Massachusetts Institute of Technology| Morgan, S. P., Massachusetts Institute of Technology| Germaine, J. T., Tufts University| Einstein, H. H., Massachusetts Institute of Technology","|ABSTRACT: Investigations on fracturing (cracking) processes in shale, specifically crack initiation, -propagation, and -coalescence contribute to the understanding of shale behavior. This is important for stability and deformability problems encountered in civil and mining engineering. It is also very important in the context of hydraulic fracturing for hydrocarbon extraction.
Vaca Muerta shale is a petroleum bearing formation in the Neuquen Basin in Argentina for which the application of hydraulic fracturing is considered. To provide a basis for understanding the hydraulic fracturing mechanisms in this material, it is necessary to conduct experiments on specimens without hydraulic pressure first, and this is what is presented in this paper.
The paper provides some background on mineralogic and mechanical properties of the material. Specimen preparation will be discussed in detail given its importance and challenges posed by the Vaca Muerta shale in this regard, but also given its importance for experiments with other shales. The fracturing process will be investigated on prismatic specimens with two different flaw- (pre-existing cracks) geometries subjected to uniaxial compression. The use of high-speed and high-resolution video makes it possible to interpret the fracturing process in detail. The interpretation shows that flaw geometry has a strong effect on the resulting crack pattern and controls crack coalescence.
1. INTRODUCTION
Investigations on fracturing (cracking) processes in shale, specifically crack initiation, -propagation, and -coalescence contribute to the understanding of shale behavior. This is important for stability and deformability problems encountered in civil and mining engineering. It is also very important in the context of hydraulic fracturing for hydrocarbon extraction.
Vaca Muerta shale is a petroleum bearing formation in the Neuquen Basin for which the application of hydraulic fracturing is considered. To provide a basis for understanding the hydraulic fracturing mechanisms in this material, it is necessary to conduct experiments on specimens without hydraulic pressure first, and this is what is presented in this paper.|","Document Type
                        Conference Paper
                        Language
                        English
                        Copyright
                        2017. American Rock Mechanics Association"
"627","2017-0788","Mechanism Analysis of Earthquake Induced Extreme Motions: Clarifying Extreme Acceleration","Chen, Guangqi, Kyushu University| Kawakami, Tsukasa, Kyushu University| Zhang, Yingbin, Southwest Jiaotong University","|ABSTRACT: Earthquake induced extreme motions are classified as the extreme large acceleration, the extreme large velocity and the extreme large displacement. In this paper, a sudden braking model is proposed for the mechanism of the extreme large acceleration, i.e. the extreme large acceleration can easily occur when a moving body is suddenly braked. The model is verified by theoretical analysis, laboratory experiments and numerical simulation using DDA. It is successful to reproduce the unprecedented vertical surface acceleration of nearly four times gravity, recorded at the West Ichinoseki station during the 14 June 2008 Iwate-Miyagi earthquake (Ms6.9) in Japan, by DDA simulation.
1. INTRODUCTION
Extreme motions are often observed during strong earthquakes. They can be classified as the extreme large acceleration, the extreme large velocity and the extreme large displacement.
For example, an unprecedented vertical surface acceleration of nearly four times gravity was recorded at the West Ichinoseki station, 3 km southwest of the epicenter, during the 14 June 2008 Iwate-Miyagi earthquake (Ms6.9) in Japan.
As an example of extreme large velocity motion, a huge rock was found ejected from a slope and flied across an unbelievable long horizontal distance comparing with the corresponding slope height after the 12 May 2008 Wenchuan earthquake (Ms8.0) in China. The initial ejecting velocity is estimated as large as 17m/s.
For examples of extreme large displacement motions, many large scale landslides induced by strong earthquakes were found with extreme long run-out distances which are more than 10 times the average runout distance of ordinary landslides.
Why and how these extreme motions occurred are still incomprehensible problems. It is important and necessary to clarify the mechanisms of these extreme motions induced by earthquakes for disaster mitigation in earthquake engineering as well as seismology.
We have studied on the mechanism of each extreme motion phenomenon. A sudden braking model is proposed for the mechanism of the extreme large acceleration. A ping pong model is proposed for the mechanism of extreme large velocity. A Multiplex Acceleration Model is proposed for extreme large displacement. The above mentioned extreme motions can be explained by using these models and they have been successfully simulated by using DDA simulations. In this paper, we only focus on discussing and clarifying the mechanism of the extreme acceleration due to the paper length limitation. The mechanism of the other two phenomena will be analyzed in a separated paper.|","Document Type
                        Conference Paper
                        Language
                        English
                        Copyright
                        2017. American Rock Mechanics Association"
"628","2017-0782","Shaking Table Test for Estimating the Effects of Seismic Loading on the Mobility of Rockfall","Zhang, Yingbin, Southwest Jiaotong University, Kyushu University| Zhao, John X., Southwest Jiaotong University| Huang, Xiaofu, Southwest Jiaotong University| Chen, Guangqi, Kyushu University| Hamasaki, Tomohiro, West Nippon Expressway Company Limited","|ABSTRACT: Rockfall is one of the most frequent geo-hazards, which often occurs in mountain areas and along land transportation. It often causes serious consequences in terms of lives lost, homes destroyed and infrastructures disrupted because its high energy and significant mobility, although it usually impacts only small areas compared to other geo-hazards. Rockfall could be activated by various triggers, in which earthquake is one important trigger. Estimate the run-out of earthquake-induced rockfall is important for choosing suitable protection measures. A growing body of evidence, including site videos and eyewitness testimonies, suggests that the ground still intensively quake when the process of rockfall. The main purpose of this paper is to clarify whether the seismic loading has any influence on the mobility of rockfall through shaking table test. Thousands of tests are conducted to investigate the effects of the amplitude and the frequency of simple harmonic seismic loading on the horizontal and the lateral displacements of triangular prism, quadrangular prism, pentagonal prism and hexagonal prism. The results show the significant effects of seismic loading on the run-out distance and the lateral displacements of rockfall.
1. INTRODUCTION
Rockfall is one of the most frequent geo-hazards, which often occurs in mountain areas and along land transportation. It often causes serious consequences in terms of lives lost, homes destroyed and infrastructures disrupted because its high energy and significant mobility, although it usually impacts only small areas compared to other geo-hazards (Guzzetti et al., 2002). In addition, rockfall event occurs accidently in most cases, that is hardly unpredictable and usually without any obvious warnings (Masuya et al., 2009). As for examples, there are many reports on rockfall induced fatalities and economic losses particularly along roads from China, Japan and other parts of the world (Hungr et al., 2004). Therefore, in order to mitigate rockfall risk, it is important to clear the disaster-caused mechanism and take preventive measures correspondingly.
Different rockfall analysis methods have been proposed at different scales through empirical models, process-based models and Geophysical Information System (GIS)-based models. However, most of these approaches assess the rockfall using heuristic approaches, expert judgement or analysis of relatively small historical datasets. This makes them inapplicable in seismic areas, where the rockfall is mostly caused by earthquake events (Valagussa et al., 2014).|","Document Type
                        Conference Paper
                        Language
                        English
                        Copyright
                        2017. American Rock Mechanics Association"
"629","2017-0780","Overview of the kISMET Project on Intermediate-Scale Hydraulic Fracturing in a Deep Mine","Oldenburg, C. M., Lawrence Berkeley National Laboratory| Dobson, P. F., Lawrence Berkeley National Laboratory| Wu, Y., Lawrence Berkeley National Laboratory| Cook, P. J., Lawrence Berkeley National Laboratory| Kneafsey, T. J., Lawrence Berkeley National Laboratory| Nakagawa, S., Lawrence Berkeley National Laboratory| Ulrich, C., Lawrence Berkeley National Laboratory| Siler, D. L., Lawrence Berkeley National Laboratory| Guglielmi, Y., Lawrence Berkeley National Laboratory| Ajo-Franklin, J., Lawrence Berkeley National Laboratory| Rutqvist, J., Lawrence Berkeley National Laboratory| Daley, T. M., Lawrence Berkeley National Laboratory| Birkholzer, J. T., Lawrence Berkeley National Laboratory| Wang, H. F., University of Wisconsin-Madison| Lord, N. E., University of Wisconsin-Madison| Haimson, B. C., University of Wisconsin-Madison| Sone, H., University of Wisconsin-Madison| Vigilante, P., University of Wisconsin-Madison| Roggenthen, W. M., South Dakota School of Mines and Technology| Doe, T. W., Golder Associates| Lee, M. Y., Sandia National Laboratories| Ingraham, M., Sandia National Laboratories| Huang, H., Idaho National Laboratory| Mattson, E. D., Idaho National Laboratory| Zhou, J., Idaho National Laboratory| Johnson, T. J., Pacific Northwest National Laboratory| Zoback, M. D., Stanford University| Morris, J. P., Lawrence Livermore National Laboratory| White, J. A., Lawrence Livermore National Laboratory| Johnson, P. A., Los Alamos National Laboratory| Coblentz, D. D., Los Alamos National Laboratory| Heise, J., Sanford Underground Research Facility","|ABSTRACT: In support of the U.S. DOE SubTER Crosscut initiative, a team comprising national laboratory and university researchers has established a field test facility in a deep mine. Initial activities were aimed at in situ hydraulic fracturing experiments to characterize the stress field, understanding the effects of crystalline rock fabric on fracturing, and gaining experience in stimulation monitoring using geophysical methods. The kISMET (permeability (k) and Induced Seismicity Management for Energy Technologies) project test site was established in the West Access Drift of the Sanford Underground Research Facility (SURF) nominally 4850 ft (1478 m) below ground in phyllite of the Precambrian Poorman Formation. The kISMET team drilled and cored five near-vertical boreholes in a line on 3 m (10 ft) spacing, deviating the two outermost boreholes slightly to create a five-spot pattern around the test borehole centered in the test volume 40 m below the drift invert (floor). We present an overview of activities and results in the areas of site selection, laboratory studies, pre-test modeling, and hydraulic fracturing and monitoring.
1. INTRODUCTION
In order to address the challenges of subsurface energy-related processes involving fractures, fracturing, and permeability enhancement, earth scientists from several national laboratories and three universities have carried out a project to develop a new underground facility called kISMET (permeability (k) and Induced Seismicity Management for Energy Technologies) located on the 4850 level (4850L) nominally 4850 ft (1478 m) below ground (actually 4757 ft (1450 m) below ground) at the Sanford Underground Research Facility (SURF) in Lead, South Dakota. The purpose of the new facility is to provide a test site for research on stress characterization, permeability enhancement, and induced seismicity in crystalline rock. Rocks at SURF comprise a sequence of intensely folded Precambrian metamorphic schists, phyllites, and amphibolites cut by a number of Tertiary rhyolite dikes. The kISMET experiments meet objectives in the U.S. Department of Energy SubTER initiative under the “stress” pillar and in the “new subsurface signals” pillar through the monitoring of fracturing by active seismic, electrical resistivity tomography (ERT), and passive microseismic approaches accompanied by numerical modeling. The rocks at SURF are representative of deep crystalline rocks with low natural permeability targeted in some regions of the U.S. and around the world for enhanced geothermal system (EGS) development.|","Document Type
                        Conference Paper
                        Language
                        English
                        Copyright
                        2017. American Rock Mechanics Association"
